token,frequency
httpwwwabchinacom,2
joint stock,2
company,12
limited liability,5
the predecessor,1
the resumption,8
establishment,10
a stateowned specialized bank,1
commercial bank,2
a statecontrolled commercial bank,1
a joint stock,4
liability,20
the major integrated financial service,1
an international firstclass,2
commercial banking,10
group,9
efficient,1
convenient,4
demonstrated valuecreation,1
capability,22
comprehensive business,1
portfolio,18
extensive distribution,1
network,14
a diverse portfolio,1
retail banking,8
a broad range,3
treasury,18
asset,43
management,427
business,216
scope,9
investment,106
banking,70
fund,22
financial leasing,3
life,6
insurance,65
the end,193
capital,136
adequacy,20
ratio,49
a net profit,12
domestic branch,2
training,13
foundationlevel branch,6
overseas branch,1
the list,3
list,5
tier,2
the date,34
this report,6
longshortterm issuer,2
credit,229
stable outlook,3
longshortterm bank,1
deposit,25
default,35
information,109
the context,5
pursuant,12
the districtlevel,1
administration,3
countylevel,4
such banking,1
an internal division,1
mechanism,39
specialized operation,1
restructuring,4
independence,7
governance,15
operational decision,1
financial accounting,1
incentive,3
constraint,2
a certain extent,1
the financial market,1
the nominal value,2
name,9
representative,2
irabchinacom,2
address,4
office,34
code,9
customer,66
service,61
website,1
wwwabchinacom,1
place,5
disclosure,24
the annual report,7
exchange,40
platform,34
preference,87
stock,5
advisor,3
auditor,2
accordance,104
net profit,8
net interest,26
margin,12
loan,54
resale,23
the reporting,120
period,151
repurchase,28
equity,75
capital0,1
assets0,2
net0,1
the year,286
income,199
net,26
interest,184
fee,13
commission,49
impairment,36
total profit,2
tax,89
profit,154
cash,64
operating,51
weighted average net assets0 net interest,1
margin0,1
spread0,1
net fee,12
ratio0,4
share,41
share0,1
share0 net cash,1
total equity,2
ordinary share0,1
the capital,19
the beginning,6
the period,25
the difference,12
the average yield,6
the average cost,1
bearing,2
the financial report,3
the balance,71
accrued interest,11
allowance,74
the allowance,8
other comprehensive income,103
ordinary equity,15
other equity,45
the total number,9
card,29
installment fee income,1
expense,59
single customer0,1
percentage,83
the percentage,5
the top ten,3
customers0,2
migration,1
mention,2
single customer,1
net capital,5
quarter,1
second quarter,1
third quarter,1
fourth quarter,1
an extraordinary year,1
history,1
a year,1
the face,1
the outbreak,2
financial environment,2
unprecedented complexity,1
the guideline,1
progress,17
stable performance,1
the new vision,1
development,62
work,44
pandemic prevention,28
control,99
the real economy,25
operation,43
weakness,3
highquality,13
an increase,92
the previous year,99
nonperforming,1
point,9
continuous high resilience,1
costtoincome,3
ranking,1
the second consecutive year,1
strong support,3
society,4
behalf,22
gratitude,1
contribution,15
arduous challenge,1
the prevention,4
this challenge,1
the socialist system,1
chinese governance,1
system,127
shone,1
the strong resilience,1
vitality,1
economy,6
the leadership,1
the overall situation,1
the work,14
country,12
original aspiration,1
social development,2
quality,28
reform,24
transformation,9
the past year,5
the battle,3
the spread,1
the coronavirus,2
a sequence,1
a work,1
a solid network,1
crossregion,1
joint prevention,1
a result,11
zero,1
cluster,2
addition,23
the antipandemic frontline,2
the pandemic prevention,5
production,27
a green passage,2
the main battlefield,1
a national team,1
a main force,1
plan,37
a coordinated way,1
stability,9
security,53
support,15
a recordhigh increase,1
positioning,1
the initiative,4
rural vitalization,15
growth,8
banks average growth,1
rate,285
a significant increase,11
stable production,6
supply,16
pig,3
the online service,1
leading brand,1
the final battle,3
poverty,43
industrial cultivation,1
infrastructure,9
construction,28
alleviation,62
consumption,15
industry,32
collaboration,4
respect,31
a complete victory,1
a series,6
relief,2
structure,27
rapid growth,2
advanced manufacturing,2
modern service,3
livelihood,3
customeroriented philosophy,1
the first choice,1
meeting,5
demand,11
the foothold,1
innovation,23
the optimization,2
experience,18
the inclusiveness,1
accessibility,1
the establishment,8
foundationlevel,18
branch,34
outlet,1
layout,2
the protection,2
trust,4
action,4
innovationdriven development,1
technology,32
empowerment,2
the primary powerhouse,1
digital transformation,18
online operation,4
online financing,2
brand,2
coverage,15
scale,7
solid progress,1
the construction,43
agriculturerelated database,1
comprehensive information,1
a solid foundation,1
digital inclusive finance,1
mobile banking,18
a faster pace,1
application,23
the innovation,4
smart marketing,1
smart risk,1
expansion,2
risk,465
limitation,1
the foundation,7
comprehensive wholeprocess,1
fullcoverage,1
safe development,1
the challenge,1
the drastic volatility,1
market,80
liquidity,33
foreign exchange,34
financial market,2
global antimoney,2
the management,27
basic operation,2
continuity,4
general secretary,1
extraordinary importance,1
modernization,1
process,14
the need,2
the approach,1
the new development,7
philosophy,6
a new development,4
stage,51
paradigm,5
rural revitalisation,1
the promotion,2
institutional mechanism,1
deepen digital transformation,1
foundation,5
direction,1
improvement,6
contribute innovation,1
the aim,1
a sudden outbreak,1
financial situation,2
the general principle,2
a yearonyear increase,6
the fight,13
manufacturing,7
assessment,29
macroprudential management,2
prevention,24
the pandemic,14
virus,1
containment,1
short supply,1
that time,2
the defence,1
province,4
city,3
the zerocontact,1
model,24
online,23
medical consultation,1
community,1
finance,12
foreign investment,3
foreign trade,4
a specific credit,1
product,31
relation,17
spring,2
farming,2
preparation,11
live pig,2
a growth,1
food,8
agricultural irrigation,1
the growth,10
national poverty,9
extreme poverty,7
targeted poverty,8
assistance,3
capacity,5
countercyclical macroeconomic control,1
the national economy,1
deduction,7
concession,6
allin support,1
an active part,1
specific financial service,1
new infrastructure,4
new urbanization,1
transportation,5
water,7
conservancy,4
power,18
telecommunication,1
local government,2
the healthy development,1
the comprehensive financing,1
cost,42
medium,3
the transformation,8
the new driving,2
economic growth,1
science,7
pilot,5
intensive operation,1
delicacy,1
the quality,9
effectiveness,11
the development,24
wealth,36
internet,2
custody,10
the potential,3
the synergy,4
the integrated operation,1
foreign currency,16
comprehensive,2
international service,1
allround digital transformation,1
the number,41
personal mobile,3
the internet financial service,1
thousand,24
the reform,6
a middleend,2
integrated cloud,1
the effectiveness,7
the implementation,20
a comprehensive risk,2
a risk,9
large credit,2
amount,102
real estate,6
disposal,19
high level,2
the risk,57
online credit,7
an intelligent,2
antifraud,2
the corporate level,1
