token,frequency
a,165
joint,17
stock,26
company,67
incorporated,7
limited,66
liability,355
dedication,2
to,108
build,5
profile,1
the,886
predecessor,6
wa,331
established,74
since,43
late,1
ha,137
evolved,1
stateowned,22
specialized,12
bank,336
wholly,5
commercial,69
subsequently,10
statecontrolled,3
restructured,2
january,62
in,224
july,27
listed,31
as,168
one,34
major,70
integrated,23
financial,1330
service,238
provider,1
committed,3
building,18
international,21
firstclass,5
banking,198
group,137
featured,10
operation,105
efficient,6
convenient,2
diversified,6
function,21
well,90
demonstrated,1
valuecreation,1
capability,27
capitalizing,1
comprehensive,88
business,357
portfolio,29
extensive,1
distribution,55
network,10
advanced,16
it,33
platform,29
provides,10
diverse,3
corporate,106
retail,50
product,142
broad,4
range,18
customer,275
conduct,14
treasury,34
asset,739
management,726
our,31
scope,16
also,85
includes,33
among,41
thing,5
investment,261
fund,77
leasing,24
life,27
insurance,108
at,76
end,216
total,196
rmb,343
million,599
loan,497
advance,160
deposit,132
capital,154
adequacy,20
ratio,74
achieved,23
net,195
profit,182
domestic,55
branch,103
outlet,27
including,165
big,13
office,115
three,35
unit,14
managed,34
training,31
institute,9
tier,37
five,37
directly,40
department,102
province,8
subbranches,11
municipality,5
foundationlevel,11
establishment,22
overseas,76
consisted,3
thirteen,1
four,15
representative,21
fifteen,2
subsidiary,78
ten,12
stability,12
board,10
included,67
list,14
banks,37
consecutive,7
year,588
ranked,4
no,24
world,4
term,97
issuer,10
credit,246
rating,21
assigned,2
longshortterm,1
default,17
information,113
indicators,9
chairmans,3
statement,198
presidents,5
prospects,2
analysis,77
review,47
county,47
area,81
risk,668
internal,98
control,147
changes,15
preference,128
governance,38
report,242
chart,4
appendix,6
i,52
iii,28
iv,61
leverage,7
assessing,15
global,15
systematic,3
importance,10
auditors,8
consolidated,185
statements,144
unaudited,1
supplementary,10
contentsannual,1
annual,52
unless,147
context,3
otherwise,147
requires,13
following,54
shall,44
meaning,1
set,60
share,280
domestically,2
subscribed,2
traded,13
groupwe,1
agricultural,46
regulatory,84
commission,62
point,50
gaap,5
division,30
areas,3
csrc,3
duration,10
economic,50
approved,49
november,18
measure,45
related,173
change,95
interest,285
rate,270
exchange,120
equivalent,18
promulgated,5
rule,42
regulation,84
issued,171
we,296
provide,31
located,7
countylevel,5
city,19
refer,38
mechanism,47
adopted,21
u,123
provided,46
required,43
restructuring,5
focus,26
independence,9
aspect,12
operational,27
decision,21
making,23
accounting,94
incentive,16
constraint,6
certain,37
extent,28
region,38
excluding,11
districtlevel,1
administration,5
securities,29
an,13
approach,34
weighted,16
average,66
cash,142
flow,50
debt,108
security,168
mainly,34
reflects,5
sensitivity,17
value,258
movement,11
allocated,14
purpose,30
mitigating,5
based,108
assessment,59
recognized,126
key,83
player,1
market,160
feature,9
announced,1
h,57
dollars,1
nominal,5
denominated,17
rules,4
governing,3
listing,20
mof,20
pboc,7
ltd,46
agriculture,13
rural,54
people,23
definitionsannual,1
basic,25
legal,53
name,16
abbreviation,1
secretary,30
中國農業銀行股份有限公司,1
中國農業銀行,1
zhou,35
mubing,14
zhao,26
huan,14
wanfu,4
address,13
jianguomen,5
nei,5
prc,67
irabchinacom,2
registered,33
code,26
compliant,2
internet,47
website,14
principal,48
place,12
selected,5
medium,13
disclosure,36
wwwabchinacom,1
journal,1
times,2
publishing,4
copy,4
kept,3
wwwssecomcn,2
wwwhkexnewshk,2
registrar,5
trading,102
農業銀行,1
depository,8
clearing,19
corporation,8
f,98
chai,1
shops,1
th,15
center,24
農行優,8
advisor,3
tower,4
beijing,11
fortune,1
plaza,2
east,5
rd,1
ring,3
road,17
auditor,19
undersigned,1
accountant,6
llp,8
pricewaterhousecoopers,6
wang,33
wei,9
han,1
princes,1
central,64
indicatorsannual,3
highlights,1
data,44
indicator,16
recorded,29
prepared,12
accordance,88
reporting,197
standards,8
stated,12
dec,19
fee,93
income,332
costtoincome,5
nonperforming,62
allowance,85
period,236
bill,16
others,65
impairment,170
loss,263
loans,57
balance,140
deposits,22
placement,36
institution,177
held,157
resale,31
agreement,81
sold,28
repurchase,34
attributable,25
equity,104
holder,67
cet,3
riskweighted,8
december,625
operating,157
result,73
expense,109
tax,159
generated,7
activity,57
profitability,8
return,31
margin,10
spread,9
per,45
earnings,18
diluted,3
ordinary,87
calculated,38
provisional,13
relevant,101
dividing,12
beginning,7
submission,3
companies,10
offer,4
public,39
computation,5
assets,7
interestearning,8
difference,47
yield,29
cost,93
interestbearing,15
administrative,32
consistent,4
corresponding,13
figure,5
parent,1
deduction,4
instrument,161
number,90
other,138
liquidity,77
percentage,131
largest,9
single,4
top,14
migration,1
foreign,102
currency,74
normal,24
special,50
mention,8
current,29
cbrc,11
reflecting,5
first,42
quarter,10
second,10
third,12
bri,1
most,2
securitization,24
receivables,46
best,18
consultant,6
innovative,7
boeing,1
mobile,21
project,57
finance,85
inclusive,35
residential,13
mortgage,14
culture,7
junding,5
award,9
excellent,5
