date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2019-05-04, Marketing,,Former Employee,Tencent,"Large company to work, nice environment
","Too many tasks and long time work
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Disagree,Neutral,Neutral
2019-05-01,Anonymous,,Former Employee,Manager,"Good but complicated. Thanks Tencent
","Cool but too much OT
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-04-28,Anonymous,"Palo Alto, CA","Current Employee, less than 1 year",Horrible HQ Driven Company,"Benefits Salary & Bonus & Annual Salary Increase People in US office Bonus
","They will hire you for your experience and skillset. And then they don't know what to do. They want you to improve China HQ. But they don't want you to interfere with what they do. You cannot do anything because you are not authorized to make any decision if you are from US office. Responsibility power struggle is outrageous in China. You end up not doing anything and just collect paycheck. I'm experiencing this every day as a Chinese speaker. I've seen worse for people who doesn't speak Chinese or not Chinese. Definitely not a place for anyone who's not ready for everyday
",,1.0,Disagree,Disagree,Disagree
2019-04-21, Designer,,"Former Employee, less than 1 year",Nice place to work,"Mentorship is good and helpful
","You really need to work hard
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2019-04-21, Software Engineer(Internship),,"Current Employee, less than 1 year",Great place,"Nice environment together with nice food
","Traffic is too heavy in the morning
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2019-04-16,Anonymous,,Former Employee,"good company, but need to work over time","good compensation, talented co-workers, nice cafeteria
","too much work, no work life balance
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-04-11, Software Development Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, less than 1 year","Good Salary, Good Working Atmosphere and Good Engineer Training System","The salary is in line with expectations, the working atmosphere is good, the company has prospects, and there is no need to punch in and out of work.
","The company has a 5% final elimination system.
",,5.0,Agree,Agree,Agree
2019-04-02,Anonymous,,Current Employee,Front End,"This is a good platform, famous company.
","Bad technology, it's not that kind to engineer.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2019-03-12,Anonymous,,"Current Employee, more than 8 years",senior project manager,"great Chinese company that made a lot of wonderful products
","too big that sometimes process become a big headeache
",,5.0,Agree,Agree,Agree
2019-03-12,Anonymous,,Former Employee,Relaxed place to work,"Good atmosphere, and relaxed compared to other Chinese companies. Salary is also above average.
","VERY little opportunity to grow in the long-run. You will end up in the same position forever.
",,3.0,Agree,Neutral,Agree
2019-03-07,Anonymous,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 8 years",The first company I joined and grew,"Good culture, competitive benefits, excellent colleagues
","sometimes you need to work on the weekends, life/work balance can be improved.
",,5.0,Agree,Agree,Agree
2019-03-07,Anonymous,,Former Employee,good,"good benefit good environment big company
","some people not professional too big several reporting lines
",,3.0,N/A,N/A,N/A
2019-02-25, Product Manager,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 1 year",Good Employee Benefits,"Good work environment and good money
","big companies and some politics there
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2019-02-21, User Experience Designer,"Shenzhen, Guangdong, Guangdong","Former Employee, less than 1 year",Great company and great culture,"detailed oriented; organized workflow; great people
","fast pacing (can be good)and Competitve feelings
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2019-02-07, Software Developer,"Shanghai, Shanghai, Shanghai","Former Employee, more than 3 years",Software developer,"Nice coworkers. All kinds of training sessions you can participate. Nice meals.
","Life and work not so balanced.
",,5.0,Agree,Neutral,Neutral
2019-02-03, Software Engineer(Internship),,"Former Employee, less than 1 year",Great place to work,"Great working atmosphere Mature management Technical blogs open to all employees
","Not any cons during my work there
",,5.0,N/A,N/A,N/A
2019-01-30, Software Development Engineer Intern,,Current Employee,great,"there are up-to-date tech and lots of talents
","sometime feel kind of tired
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-01-29, Senior Brand Manager,Hong Kong,"Current Employee, less than 1 year",Senior Marketing Manager,"Tech giant with a wide range of products. Internal transfer is easy. A lot of in house roles.
","Unorganized, ad hoc without much planning, product-centric without much attention on brand-building / advertising, a lot of internal competition which wasted a lot of resources.
",,3.0,Disagree,Agree,Agree
2019-01-25, Senior Data Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 3 years",good company culcure,"friendly to engineers open to share
","salary is not high work is heavy
",,4.0,Agree,Agree,Agree
2019-01-23, Internal Control & Risk Mitigation Manager,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 3 years","Top Hi-tech company, Promising prospects, Good Compensation & Benefits, Work-life balance","Good benefits, Work-life balance, Management & colleagues are easy to get along with the Promising prospects
","Sometimes, there will be an unstable policy towards gaming industry
",,5.0,Agree,Agree,Agree
2019-01-21,,,Former Employee,Intern,"Good culture with nice people
","Work start late and end late everyday
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2019-01-18, Project Manager,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 1 year",Tencent review,"1. salary is competitive 2. Easy working environment 3. creative working environment
","1. have to work overtime 4 out of 5 working days
",,4.0,Agree,Agree,Agree
2019-01-15,,,Former Employee,Operator,"hi-tech industry, career opportunities, international work environment
","work pressure, sometimes work overtime,
",,3.0,N/A,N/A,N/A
2018-12-20, Head of Marketing,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 3 years",head of marketing,"very good paid and good environment
","too much stress too much wokrs
",,5.0,Agree,Agree,Agree
2018-12-20,Anonymous,,Former Employee,Business Development Manager,"Great team! Fantastic company culture. Learned a lot from colleagues.
","work life balance is not appreciated.
",,5.0,Agree,Agree,Agree
2018-12-19,Anonymous,,Current Employee,Software Engineer,"working in Tencent is a good experience
","big name and nice atmosphere
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-12-13,Anonymous,,Former Employee,Research Intern,"freedom, interesting, food good, nice people
","workload, difficult to access network, bad table
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2018-12-12,,,Current Employee,intern,"equal, hard working culture, passion to pursue excellence in tech
","long working hours, unnecessary welfare
",,5.0,N/A,N/A,N/A
2018-12-04,Anonymous,,Former Employee,Software Engineer Intern,"Great company with intelligent people from whom you can learn a lot from.
","Big company where it is hard to express your own opinion as a new grad.
",,5.0,N/A,N/A,N/A
2018-12-02, Designer,"Beijing, Beijing, Beijing","Former Employee, more than 1 year",Super cool,"good company culture, many chances to learn from different departments and products.
","be prepared to work OT from time to time
",,5.0,Agree,Agree,N/A
2018-11-30, Researcher,"Beijing, Beijing, Beijing","Current Employee, more than 1 year",nlp researcher,"team building every month. Elastic work time
","meaningless job. never ended changing requirement
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2018-11-18,Anonymous,,Current Employee,Good Company,"Lots of opportunities, nice office, good team
","Work life balance is not the best
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-11-14,Anonymous,,Former Employee,Good Company,"The people and team-cohesion was great. I learned a lot from working there and feel like it was very helpful for me in my career.
","Too big and sometimes difficult to get things done
",,3.0,N/A,N/A,N/A
2018-11-08,Anonymous,,Former Employee,Product Manager,"Decent pay in China, potentially get to work on something you like. Good amount of resource and support.
","Long, long hours, mandatory group activities after work that takes up time, unprofessional behaviors, downright nearly sexual-harrassment level insensitivities.
",,3.0,N/A,N/A,N/A
2018-11-05,Anonymous,,Current Employee,Senior product manager,"nice enviorment,very nice people,young team
","work overtime, too many work report
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2018-11-02, Designer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 3 years",designer,"tencent is a good place for new graduates. i joined it after i got my bachelor degree. they assigned a mentor for me
","the company is well organised, which means you have little opportunity for getting promotion. it bothers many excellent people
",,5.0,Agree,Agree,Agree
2018-10-28,Anonymous,,Former Employee,A great Internet company but not a good place to work long time for senior devs,"1, There are many small & active teams inside the company, so engineers are free to explore their new ideas and chances to make them real products are very high. 2, relatively high pay and benefits than other Chinese companies. 3, comfortable working environment, I even saw someone played an e-scooter in the office, which made me smile.
","1, long overtime work. People usually leave office at 10PM. 2, Senior engineers usually leave the company for better career perspective and partly because work-life balance is more important for them.
",,4.0,N/A,N/A,N/A
2018-10-24,Anonymous,,Former Employee,A lot of OT,"Good salary, smart co-workers and nice work environment
","A lot of OT and stress. Quarterly evaluation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2018-10-19,Anonymous,,Current Employee,Investment Manager,"People around are actually very interesting
","Too many office politics and the pay are really low
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Agree
2018-10-12,,,Former Employee,data analyst intern,"It's a really good company and has an innovative culture. People here are quite talented and helpful for your work. And there are tons of bonus.
","Can not think of too much cons
",,5.0,Agree,N/A,N/A
2018-10-09,Anonymous,,Current Employee,good pay,"nice cool place to not work
","long hours (around 120/week) very ccool nice
",,5.0,N/A,N/A,N/A
2018-10-08, Software Engineer,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 3 years",System Software Engineer,"Good atmosphere, good culture, many events
","Technology not built well. Manager has too big power
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-10-01,Anonymous,,Former Employee,Tencent,"Friendly environment, no hierarchy, result-oriented
","There are days where you have nothing to do
1 person found this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2018-09-30,,,Former Employee,Intern,"Friendly environment, some great leaders
","Low salary, long working hours
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2018-09-21,Anonymous,,Current Employee,HR,"Best company i have worked. Very free and flexible culture, you can do your job in the way you like.
","Big company sometimes can't avoid a long decision making process
",,5.0,Agree,Agree,Agree
2018-09-21, Service Improvement Manager,"Beijing, Beijing, Beijing","Former Employee, more than 5 years",Service Improvement Manager,"Maybe the best place to work, open mind and professional.
","500,000 CNY interest-free loans, Shuttle, insurance package, more than 30days holiday, psychologic counseling etc.
",,5.0,Agree,Agree,Agree
2018-09-20,Anonymous,,Current Employee,Senior Software Engineer,"Best employer in Shenzhen China
","Too many over take, no life
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2018-09-19, Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 8 years",Engineer,"Salary is good, learn to work
","Work over time, products oriented work style.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2018-09-09,,,Current Employee,Product Manager,"Love the open and vibrate culture
","Havnt discovered any downside yet
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2018-09-07, Software Engineer,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 1 year","top class, but no work life balance","young culture, nice colleagues, benefits are good
","no work life balance, even you've finished your work at 6 PM, you're not encouraged to leave office before 8 PM (at least for R&D)
",,4.0,N/A,N/A,N/A
2018-09-06, Product Manager,,Current Employee,Product Manager,"love this company，lovely culture,friendly partner
","weak global bussines，weak financial bussines
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-08-31, Technical Consultant,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 1 year",technical consultant,,"ltant in Shenzhen, Guangdong, Guangdong
Recommend
CEO Approval
Business Outlook
Pros
nice work place ,perfect gym in company
Cons
Department wall really thick, it is hard to cooperate with other department
",,5.0,Agree,Agree,Agree
2018-08-19,Anonymous,,Current Employee,Any,"Not much. Too each their own.
","Management haas no idea what they’re doing. Office is poorly handle. Too busy kissing headquarters butts and not caring for the current employees needs in the office. Too Chinese - in a bad way.
",,1.0,Disagree,Agree,Disagree
2018-08-15, Director,"San Francisco, CA","Current Employee, more than 10 years","A place you try survive, achieve, dream big and fail big.","There is really no limit if you are talented and self motivated and strong.
","Long hours, stress, constantly fight against the combined gravity of bureaucracy and stupidity and arrogance and close mindedness, which exists in other companies too.
",,4.0,Agree,Agree,Agree
2018-08-10,Anonymous,"Palo Alto, CA","Current Employee, more than 3 years",Toxic culture,"If you excel in political games, you can raise up in position really fast
","Chaotic and unprofessional management
",,1.0,Disagree,Neutral,Disagree
2018-08-10,Anonymous,,Current Employee,Great experiences,"Bottom up, open and challenging, lot of opportunities.
","No work and life balance,
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2018-07-01, Intern,"Shanghai, Shanghai, Shanghai","Current Employee, less than 1 year",Intern,"Great atmosphere, flexible and free working environment. Working with super smart people is the best thing of the internship. Team Building Travel Trip is really helpful for new workers to blend in the community, in which you could interact with cross-departments colleagues.
","Hire more foreigners so that you can have more insights
",,5.0,Agree,Agree,Agree
2018-06-21,Anonymous,,Current Employee,A good company,"Tencent really care its employees, and has open and innovative culture
","internal competation between different teams
",,5.0,Agree,Agree,Agree
2018-06-14,Anonymous,,Current Employee,Good company to study development skills,"Can study many skills from different projects
","Too much and unexpected overtime tasks
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2018-06-05,Anonymous,,Current Employee,business development,"work environment and rewards and people relation
","competition, company culture and seniors
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2018-06-03, Algorithm Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, less than 1 year",Algorithm Engineer,"The most famous Internet companies in China, with considerable salary and humane welfare, and an promising self professional development.
","Long overtime working with low-level and complicated work, attaching more concern on product other than technology, lack of independent innovation.
",,4.0,Agree,Agree,Agree
2018-05-24,Anonymous,,Former Employee,Very good salary as per the industry standards.,"Very good salary as per the industry standards.
","Very strict work environment especially for new hires
",,4.0,N/A,N/A,N/A
2018-05-23,Anonymous,,Current Employee,bad Company,"good salary in china overall
","no prospect, personally don't like such company
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Neutral
2018-05-21,Anonymous,,Former Employee,All,"Great company with great products. Growing a lot.
","No worklife balance Not global company, not diverse. Too many bad Chinese decisions.
",,3.0,Disagree,Agree,Agree
2018-05-15,Anonymous,,Former Employee,Programmer,"Gameplay programmer unity3d C#
","A lot of work time
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2018-05-14, Human Resources Manager,"Beijing, Beijing, Beijing","Current Employee, more than 3 years",great company in china,"very good culture，very nice leader
","working time is too long
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-04-14, Test Lead,"Chengdu, Sichuan, Sichuan","Former Employee, more than 3 years",Test Lead,"Cutting edge technology. Great benefit.
","Too much overtime. Working over 12 hours is quite normal.
",,5.0,Agree,Agree,Agree
2018-04-11,Anonymous,,Former Employee,product manager,"good bottom-up culture, and many opportunities for creative people
","poor work life balance with high stress
",,5.0,Agree,Agree,Agree
2018-04-09, Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 3 years",engineer,"freestyle way of management, well profit
","a lot of overtime work
",,3.0,Agree,Neutral,Neutral
2018-03-28, Project Manager,"Shanghai, Shanghai, Shanghai","Former Employee, more than 3 years",Working in Tencent,"learn many things in a short period of time very professional and dedicated team
","lots of OT If you are in the wrong team then you might not have sense of achievement
",,4.0,Agree,Agree,Agree
2018-03-18,Anonymous,,"Former Employee, more than 3 years",UX Researcher,"Professional, passion, friendly and open environment, you can study what you want if you really wanna
","You must look for new research opportunities by yourself
",,4.0,Agree,Agree,Agree
2018-03-15, Senior Software Engineer,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 3 years",Tencent is a really good company,"1. Give opportunity to everyone. 2. Active men are always encouraged. 3. If you wants to see more and know more, there are more opportunities. 4. Care more about user's experience and product structure.
","Some product managers don't care more about product. But this is not a common situation.
",,5.0,Agree,Agree,Agree
2018-03-09, Software Engineer,"Beijing, Beijing, Beijing","Current Employee, less than 1 year",A good company but too lower salary,"great relationship between u and ur monitor
","low salary and long time work
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2018-03-07, Business Analyst,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 1 year",Review,"Great training and learning opportunities for graduates
","Long hours, limited opportunities to get promoted as it has been a tech giant in China
",,4.0,Agree,Agree,Agree
2018-03-04, IOS Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 3 years",mobile engineer,"environment is good, big company.
","overtiming with high intensity and frequency
",,3.0,Disagree,Neutral,Neutral
2018-03-04,Anonymous,,Current Employee,engineer,"imspiring atmosphere state of the art technology huge amount of users
","overtime fierce competition between workmates moderate salary
",,4.0,Agree,Agree,Agree
2018-03-01,Anonymous,,Former Employee,Assistant,"It is a very good working evironment
","No Cons come to my mind so far.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-02-26,Anonymous,,Former Employee,DevOps Engineer,"Well-paid; learn a lot from the large scale service
","feel bureaucracy sometimes; high work pressure
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-02-26,Anonymous,,Current Employee,Product Manager,"Inspiring, Productive, Progressive and Enlightening
","Sometimes the requirement could be a little bit blurred. Work overtime some times.
",,5.0,Agree,Agree,Agree
2018-02-24, Backend Engineer,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 1 year",2 years in Tencent,"Comparatively competitive payment in China, after all it is one of BAT, three largest Internet company in China.
","Bad management drives me out. I have once worked overtime for a whole month, everyday from 10 am to 10pm. As I have learned, this is not something rare.
",,3.0,Disagree,Agree,Agree
2018-02-14,Anonymous,,Current Employee,Product Manager,"work life balance well, and lots of opportunities since Tencent is expanding in the states these days
","Sometimes you have to work at night, since your projects may relate to China
",,4.0,Agree,Agree,Agree
2018-02-12,Anonymous,,Former Employee,So far the best internet product company in China,"I stayed in a small innovative team, we could discuss almost everything about product, no matter how naive it sounds at first, and try very hard to deliver the best product to solve users' problem.
","teams or departments don't share product feature or strategy deep and fast enough
",,4.0,Agree,Agree,Agree
2018-02-11,,,Current Employee,Brand manager,"good and positive environment around
","bad and negative relationship among
",,5.0,Agree,Agree,Agree
2018-02-01,,,Former Employee,AI Research Intern,"good salary and nice colleagues
","high pressure, not organized very well
1 person found this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2018-01-27, Product Manager,"Shenzhen, Guangdong, Guangdong",Current Employee,Product manager,"Not too bad nor too good. Salary a bit low. But you will get bonus and equity Need work over time often.
","Not every colleague is professional enough to work with. Some of them transferred from contractors just because they stay too long
",,4.0,N/A,N/A,N/A
2018-01-17,Anonymous,,Current Employee,I like the company,"best working environment, best bonus
","Promotion opportunity is different between departments
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2018-01-08, Intern,"Shenzhen, Guangdong, Guangdong","Former Employee, less than 1 year",Wonderful time I have experienced!,"Wonderful time I have experienced !
","No Cons. Yes, no cons.
",,5.0,Agree,Agree,Agree
2018-01-03,Anonymous,,Current Employee,Senior Strategy Manager,"- Positive Working Atmosphere - Fast moving company - Young & Energetic team - Open attitude for innovative experiments
","- Long working hours (>10hours)
",,4.0,Agree,Agree,Agree
2017-12-17,,,Former Employee,Analysis Intern,"Good team and nice people
","You have to work really hard
1 person found this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-12-15,,,Former Employee,Pretty good experiences,"Big company, great exposure to project opportunities
","move too slowly and too many long tenure staff
",,3.0,Agree,Agree,Agree
2017-12-05, Strategy Manager,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 1 year",steategy manager,"high reputation, very good employee-care culture
","fast pace. need to catch the newest trend
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-12-04,Anonymous,,Current Employee,very good company nice people,"salary is good, interesting products
","too much work load, fast pace
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-11-25,Anonymous,,Current Employee,security researcher,"lots of bright people with steep learning curve.
","Expect to do overtime ...
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-11-24, Senior Engineer,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 3 years",Maybe the best IT company in China,"The salary is competitive and increases quickly. Many perks, free bus, free dinner (if you leave office after 8 P.M., you get a ticket for dinner), and free breakfast now. The canteen is very good with many kinds of food. Great company culture and employee care, let you feel like you are a member of the family. Even after you leave the company, you can still get some care once in a while (I got a red packet last year, and a T-shit this year :)).
","Some works are boring and repetitive. Overtime working is common for many departments.
",,5.0,Agree,Agree,Agree
2017-11-22,,,Former Employee,iOS Software Developer,"The reward is good for excellent performance.
","The scale of the company is big.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
