date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-03-16, Sales Representative,Seoul,Current Employee,work & life balance,"well balanced work & life 
office environment
","unstructured management, even managers are leaving the org 
5-5 salary for sales reps
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-03-16, Senior Territory Manager Sales,Dubai,"Current Employee, more than 1 year",Not the best place to work in,"- Surrounded by experts in all fields.
- Management supports when needed
","- Internal competition is very high
- Non-competitive salaries
- No raises
- Middle management has high turn-over
- Micromanagement & offending attitude is a normal way of communication from some of the management.
- No team spirit, everyone wants to stick to the roles and responsibilities with no way to stretch and adapt to a certain circumstance.
Advice to Management
Take care of your employees, listen to them, know their challenges and try to help them. Instead of pointing fingers, offend them and destroy their morale.
Be the first to find this review helpful
Helpful
Share
Repor","Take care of your employees, listen to them, know their challenges and try to help them. Instead of pointing fingers, offend them and destroy their morale.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Disagree
2021-03-16,Anonymous,,Former Employee,Good Company with Good facilities,"Good work-life balance maintained and nice culture
","Salary hike not that great
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Neutral
2021-03-16, IT Consultant,,"Current Employee, more than 1 year",Company Review,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
work life balance is great
Cons
no hike, no new technology
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Neutral
2021-03-16, Senor Software Engineer,Hyderābād,"Current Employee, more than 5 years",Flexible working hours,"Flexible working hours
Work Life Balance
Less Work Pressure.
","Hike periods must be regular intervals.
Advice to Management
Pay scale alignment
Be the first to find this review helpful
Helpful
Share
Repor","Pay scale alignment
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Disagree,Neutral,Neutral
2021-03-16, Business Development Representative,"Beijing, Beijing, Beijing",Former Employee,Good company,"good product and company culture
","not popular enough in China
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Disagree,N/A,Neutral
2021-03-16, Presales Engineer,Santiago,"Former Employee, more than 3 years",Good money and great place to learn,"Innovation, flexibility, new ideas are always welcomed, fast peaced, every day is different, great bennefits, lots of information available and great place to learn constantly, as technology is always evolving
","Competitive environment, work/ife balance, difficult to grow within the company- few opportunities,
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-16, Quality Assurance Engineer,Hyderābād,"Current Employee, more than 3 years",Review,"Work & Personal Life Balance at its best. Good Career growth opportunities. Friendly team work.
","Focals are not regular and this might be frustrating a bit.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-03-16, Program Manager,Hyderābād,"Current Employee, more than 1 year",Oracle,"Best work life balance and great place to learn
","Low hikes and slow career opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-16, Senior Software Engineer,Bangalore,Current Employee,Good company,"Good work environment and quite flexible
","Low hike and less growth
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-16, Technical Analyst,Bangalore,Current Employee,Very Good Company!,"Excellent company for work-life balance. Brings values to life.
","May be internal hikes but that should not be the concern as Company is awesome!
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-03-16, Practice Manager,Singapore,"Former Employee, more than 3 years",Salary,"Benefit better as compare to others local company but not MNC
","Annual review up to your reporting manager. No increment and Bonus.
Advice to Management
Don;t offer increment when staff is leaving.
Be the first to find this review helpful
Helpful
Share
Repor","Don;t offer increment when staff is leaving.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,Neutral,Neutral
2021-03-16, Manager,Bangalore,Current Employee,work life balance,"balance of work life is good at oracle
","salary corrections do not happen.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-03-16, Director of IT Services,"London, England, England",Current Employee,Good to work for,"If you like Corporate life they are great
","Vision from top level is not always clear
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-16, Software Developer II,Bangalore,"Former Employee, more than 1 year",Not Much quality work,"no work, an individual can give full time to family
","learning graph is zero. but depend upon projects to projects
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-03-16, Account Manager,"Romeo, MI",Current Employee,ok,"salary and other bonuses given
","management is to much into micromanage
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-03-15, Principal QA Engineer,Hyderābād,Current Employee,No value for logn term employees,"No peer pressure
Flexible timings
Encouraging employees towards permanent work from home
","No bonuses
No regular hikes
No performance ratings
No salary correction after promotion
No other employee benefits
Advice to Management
If you really want to improve the quality of the product, try retaining your employees by paying them as per market standards. There is no financial growth at all. You really need to work on your priorities and take a course on how to boost employee morale.
Be the first to find this review helpful
Helpful
Share
Repor","If you really want to improve the quality of the product, try retaining your employees by paying them as per market standards. There is no financial growth at all. You really need to work on your priorities and take a course on how to boost employee morale.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Neutral
2021-03-15, Associate Consultant,Bangalore,Current Employee,Great company to work at !,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Interesting projects and team to work with
Cons
Slow promotions and hence growth
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-15, Software Development Engineer In Test (SDET),Bangalore,Current Employee,Great place,"nice peer group, workplace .
","none to point out at
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-03-15, Project Accounting Analyst,Bangalore,"Former Employee, more than 1 year",Revenue Accounting Ananlyst,"Flexible Work, Less Work, More learnings, Advanced applications, No monitoring on employee, Free work nature
","Less Salary, No Hikes, No Bonus, No Work
Advice to Management
Identify hard working talent and give hike
Be the first to find this review helpful
Helpful
Share
Repor","Identify hard working talent and give hike
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Disagree,Agree,Agree
2021-03-15, Senior Consultant,Bangalore,"Former Employee, more than 5 years",Very Good Company to learn and grow,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Provides a lot of opportunities to learn and grow your career
Cons
Pay and compensations can be improved
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-03-15, Presales Consultant,Tokyo,Former Employee,Very good,,"ltant in Tokyo
Recommend
CEO Approval
Business Outlook
Pros
Excellent ,good for those who wish to build strong career
Cons
no cons to be mentioned here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-15, Pre,"Knoxville, TN","Former Employee, more than 3 years","Good pay, bad culture","Work from home (before covid). Good pay
","Silos, Peter Principle, lots of grandstanding
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Agree
2021-03-15, Senior Project/Program Manager,"Arlington, VA","Former Employee, more than 3 years",Not a place for minorities,"Flexible in that you can work from home, ""unlimited vacation"" if your manager let's you take it, and decent benefits.
","There are a lot of cons, but the primary offense is the systemic misogyny and racism that constantly are identified and ignored. Women are paid far less and tasked with far more. Men are given promotions for doing much less. They refuse to actually do a salary comparison because they know the results will be bad and could implicate them in various lawsuits that are ongoing. A few final notes: bad actors are not punished but rather promoted, pay increases almost never occur, management is tone deaf, and the reward for good work is a lot more work.
Advice to Management
Get most of management out, they refuse to see/change the systemic issues.
2 people found this review helpful
Helpful
Share
Repor","Get most of management out, they refuse to see/change the systemic issues.
2 people found this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2021-03-15, Applications Sales Manager,"Austin, TX",Current Employee,Great culture,"Pays well, good leadership, constantly learning
","Only get a pay increase when moving roles or getting promoted
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-03-15, Territory Sales Manager,Abidjan,Current Employee,Not too Bad,"Great income in your best year
","Incredible pressure to meet sales target
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,N/A
2021-03-15, Senior Support Engineer,Bucharest,Current Employee,"Weird culture, no experience recognition - qunatity over quality.","If you have the strength to do your job, compensating for the lack of tech know how of the lower manager tier -while learning other stuff, is a great place to learn new things - due to Oracle University ( free online classes, books, knowledge database for hundreds of topics related or not directly to tech).
","No recognition for the extra tasks.
No time allocation for extra task ( you have to do within the same 8 hours what you used to do + a lot more free of extra payment).
Some lower tier managers have the audacity to demand over-time.
Most middle tier/ upper tier managers don't care about Customer satisfaction, the only goal is to close as many tickets as possible.
Low to no knowledge from most of Fusion Cloud Implementation Consultants - majority log tickets seeking solutions not usage/ testing responses on various issues encountered.
2/3 of all Support Engineers don't have prior understanding of business flows and refuse learning it.
2/3 of all Support Engineers wanna pass their job to those 1/3 that care for Customer or wanna learn stuff.
Advice to Management
Stop asking contradicting stuff through the procedures you deploy for Oracle Fusion Support - and try to stop tolerating brain dead attitude from those having it - among employees.
Be the first to find this review helpful
Helpful
Share
Repor","Stop asking contradicting stuff through the procedures you deploy for Oracle Fusion Support - and try to stop tolerating brain dead attitude from those having it - among employees.
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Neutral,Disagree
2021-03-15,Anonymous,,Former Employee,Technical Support,"It is a very good place to learn
","Employees are not the first or second priority for the company.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-15, Accounting Systems Analyst,"Rocklin, CA","Current Employee, more than 5 years","Good for flexibility, not pay","Flexible working conditions, can be full remote
","Pay is not competitive, no bonuses in years, minimal to no merit increases even with solid reviews.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Agree,Disagree
2021-03-15, Alliance Director,"San Francisco, CA","Former Employee, more than 5 years",Oracle Alliances,"Great teams and culture in all the groups I worked in.
","Very hierarchical and there did not seem to be a clear vision for innovation.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-03-15, Customer Success Manager (CSM),Warsaw,"Current Employee, more than 1 year",Customer Success Manager,"Experience - Good place to grow and developing
","I notice and remember only nice moments.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-15, Information Technology,,"Current Employee, more than 3 years",You can do better elsewhere.,"Big, stable corporation. Upward mobility for those with management ambitions.
","Insistence on using inferior internal tools rather than industry standard, well-adopted third party software. Bureaucratic overhead on every process bogs down innovative solutions. Tone-deaf internal communications, lack of actual progressive policy. Lack of focus on anything beside profits.
Advice to Management
Review the industry average salary reports, and benefits offered to employees in Canada and EU, compared to those in US. There is a reason you have been unable to fill so many open positions.
Be the first to find this review helpful
Helpful
Share
Repor","Review the industry average salary reports, and benefits offered to employees in Canada and EU, compared to those in US. There is a reason you have been unable to fill so many open positions.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Neutral
2021-03-15, Customer Support,"Orlando, OK","Current Employee, more than 3 years",It is ok!,"Good benefits, tuition reimbursement, etc.
","Too traditional, no options to grow, terrible management
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Disagree
2021-03-15, Oracle Developer,"Bozeman, MT",Former Employee,Oracle Junior Software Dev role,"Benefits are great and environment is good for also having a life
","Big corporate means slow going but great benefits
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-15, BDC Representative,"Austin, TX",Current Employee,BDC 2 years at Oracle,"Great Pay
Flexible Managers 
Great social environment
Good for networking
","Bad management
Repetitive work
Hard to progress
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-15, Software Test Engineer,Bangalore Rural,"Current Employee, less than 1 year",Working,"Good Company overall nice home work
","Just Like Smoke leave it until it become habbit
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,N/A,Disagree
2021-03-15, BDC Representative,"Santa Monica, CA","Current Employee, more than 1 year",Good job out of college,"Great people, benefits, 401k, immediate managers are great.
","Too much overlap with other sales teams, ""change is the only constant"" - innovation is a good thing but the change disrupts customer relationships
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,Neutral
2021-03-15, Sales and Marketing Representative,"Boston, MA","Current Employee, less than 1 year",I have not started working here yet I just needed to submit this review to see interview questions,"It is a great company from what it sounds like
","I have not heard of any cons other than cold calling which isn't as bad as some make it seem
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-03-15, Principal,"Seattle, WA",Current Employee,Great place to learn,"- care for employee
- friendly environment
- opportunities for growth
","- corporate style (politics)
- management shuffling
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2021-03-15, Payments Specialist,Bucharest,"Former Employee, more than 3 years",New blood policy,"Nice place to start a career
","Not for long term, no salary review even though new employees are hired with a higher pay
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,N/A
2021-03-15, Senior Member of Technical Staff,"Austin, TX","Current Employee, less than 1 year",Great to work for Oralce,"You can upgrade your skill, Very good Work life balance, Lots off opportunity for career growth
","I dont see cons, Yet During the Salary negotiation you need to hit hard.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-03-15, Account Executive,"Manchester, NH","Former Employee, more than 3 years",Too Big,"Good Benefits and Perks. Opportunity to make quite a bit of money.
","Too Big to get anything done quickly
Advice to Management
Be more transparent with your GBU's employees
Be the first to find this review helpful
Helpful
Share
Repor","Be more transparent with your GBU's employees
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Neutral,Agree
2021-03-15, BDC,,Former Employee,BDC,"Great social environment for new grads
","The position is only cold calling with poor management strategy.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-15, Applications Engineer,,Current Employee,Good Place to start your careeer with,"Work Life Balance, Excellent Supervision
","Less Monetary Benefits and none
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-15, Principal Consultant,Bangalore,Current Employee,Average Place to work for,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Onsites, implementations, variable pay, consulting bonus
Cons
less salary, no hikes, very basic pay
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-03-15, Senior Software Engineer,Bangalore Rural,"Current Employee, more than 3 years","Not recommended, you only get a brand tag from here","Learning opportune but not that much
","No hike, no professionalist, bad Indian management team, too much work
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2021-03-15, Principal Consultant,Mumbai,Former Employee,Being made to write this,,"ltant in Mumbai
Recommend
CEO Approval
Business Outlook
Pros
Nothing great and an average company to work for.
Cons
Focused on sales and not on tech
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-03-15, Senior Member of Technical Staff,Bangalore,"Current Employee, more than 5 years",No recognition for good work,"Good work life balance to stay for long time
","very less or no perks in the CGBU
Advice to Management
please recognize the talent
Be the first to find this review helpful
Helpful
Share
Repor","please recognize the talent
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Agree,Neutral
2021-03-15,Anonymous,,Current Employee,Overall Rating,"Technical trainings , good work culture
","less hike , compensation and diversity
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-03-15, Principal User Experience Designer,Bangalore,"Current Employee, more than 3 years",Good company but no pay hikes,"Good work culture. Good work life balance
","No pay hikes. Whatever happens you won't get any salary increment.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-03-15, Software Engineer (IC3),Bangalore,Current Employee,"Poor appraisal, no motivation to continue performing","Will learn about banking domain
","Poor hike and salary across years
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-15, Director,"Redwood City, CA","Former Employee, more than 1 year",Ok big corp job,"reasonable work-life balance, ok compensation
","big corp, top-down culture, no racial balance
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-15, Data Engineer,Bangalore,Former Employee,oracle,"work environment is really good
","no cons that I could observe
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-03-14, Principal Applications Engineer,Thiruvananthapuram,Current Employee,a,"good work life balance , good team
","salary increment not upto market value
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-14,Anonymous,Bangalore,"Former Employee, more than 3 years",Best place to work. Great work life balance,"Flexible. schedule, good career growth,
","Can not think of any cons
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-14, Senior QA Engineer,Hyderābād,"Former Employee, more than 3 years",Good place to work,"Work life balance is good
","Learning is low and no new skills exposure
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-03-14, Cloud Consultant,,"Former Employee, more than 1 year",Working environment,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Professional working environment, well training for employees
Cons
High pressure on revenue KPI,
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,N/A
2021-03-14, Principal Software Engineer,,Current Employee,nice place,"relaxed environment, meaningful work, good people
","too big sometimes, low pay
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-14, Principal Software Engineer,"Austin, TX","Former Employee, more than 5 years",good company for work-life balance,"relaxed environment; just like a large company
","not much chance to pursue more vigorous career expectation
Advice to Management
motivate the employee more. Create win-win environment
Be the first to find this review helpful
Helpful
Share
Repor","motivate the employee more. Create win-win environment
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Neutral
2021-03-14, Senior IAM Engineer,Hyderābād,"Current Employee, more than 8 years",Good technology company still stuck in old school leadership style,"technologies, flexible timings, self learning opportunities during free time.
","incompetent middle management, service lobs have dirty games and politics.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-14, Business Development Representative,"Dublin, Dublin",Former Employee,ok to start at,"fun team, good work life balance
","perks and benefits could be improved, not very competitive
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-03-14, IT Consultant,Seoul,Current Employee,eh....,,"ltant in Seoul
Recommend
CEO Approval
Business Outlook
Pros
just ok company to work
Cons
nothing to say, don't go
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,N/A,N/A
2021-03-14, Strategic Alliance Director,"Edinburgh, Scotland, Scotland","Current Employee, more than 3 years",Nice people / demanding company,"Great colleagues, good benefits, some empowerment in your role
","Painful internal processes, lack of progress and compensation frozen
Advice to Management
Stop ticking boxes and start looking after your people
Be the first to find this review helpful
Helpful
Share
Repor","Stop ticking boxes and start looking after your people
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-03-14,Anonymous,,Former Employee,bad management,"- generous flexible benefit amount
","- long working hours
- imbalanced work life
- management does not care about your wellbeing
- no regular merit increment, no bonus scheme
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,N/A,N/A,N/A
2021-03-14,Anonymous,Bangalore,"Current Employee, more than 5 years",Not worth it anymore,"retirement type company with a bit of flexi
","no hike , no money, only slavery
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2021-03-14, Contracts Manager,Bucharest,Current Employee,not so recommended,"good work environment/ team/ colleagues
","deficient salary policy in th ecompany
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Neutral,Agree
2021-03-14, Sales Director,"London, England, England",Current Employee,Autocratic organisation - no empowerment,"Pay well, pay commission as promised, products are very strong
","Dictatorial Execs, impose unrealistic targets, expect you to have zero life (even on holiday)
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-14,Anonymous,,Current Employee,Good,"Good learning opportunity with new technologies
","Less onsite opportunities offered in projects
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-03-13, Senior Software Developer,Bangalore,"Current Employee, more than 1 year","Good flexibility, not too good work quality, not that much hike","Good flexibility
Not that much layoff
Good retirement company
","Too many specific tools. Wont be helpful in outside world.
Very less Hike.
Too much noise and mandates and not that much actual good work
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,N/A
2021-03-13, Business Development Consultant,"Santa Monica, CA","Current Employee, more than 1 year",Pretty good first post-college job,,"ltant in Santa Monica, CA
Recommend
CEO Approval
Business Outlook
Pros
If you work hard and show initiative (networking, positive attitude, etc.), there’s no reason why you won’t get promoted into a closing role. Benefits and compensation are decent too. I’ve never been micromanaged and have had positive experiences with all my managers.
Cons
Certainly, customer perception and (probably) the products themselves aren’t up to the competition’s standards. This isn’t really an issue for BDCs and their short-term success in the role, but it makes long-term trajectory (from a resume, career-building, and compensation perspective) a little more hazy than ideal.
Advice to Management
I think the BDCs are really well managed at Oracle — not sure any of the listed qualms are particularly actionable for them.
Be the first to find this review helpful
Helpful
Share
Repor","I think the BDCs are really well managed at Oracle — not sure any of the listed qualms are particularly actionable for them.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Disagree,Neutral
