date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-03-26, Staff Engineer,,Current Employee,great season for memory super cycle but i don't know future,"great for memory super cycle
","not better than sumsung and not sure about future
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-03-24, Data Analyst/Data Scientist,Seoul,Current Employee,Don't care about employees,"There are many talented employees.
","Recently, many employees are leaving the company
Advice to Management
Present your employees a vision
Be the first to find this review helpful
Helpful
Share
Repor","Present your employees a vision
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Neutral,Neutral
2021-03-20, Engineer,Seoul,Current Employee,nice company,"Smart people, great welfare, good company culture.
","Security forces you to work in an environment where you're not free.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-02-23, Senior Firmware Engineer,Seoul,"Current Employee, more than 5 years",Pros and cons,"and cons
23 Feb 2021 - Senior Firmware Engineer in Seoul
Recommend
CEO Approval
Business Outlook
Pros
Location is good
Free meal provided
","Very limited promotion
Narrow working space
Advice to Management
Need to have more career opportunities
Be the first to find this review helpful
Helpful
Share
Repor","Need to have more career opportunities
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Neutral
2021-02-18, Optical R&D Engineer,,"Current Employee, more than 1 year",Quite good choice in Korea,"Good salary and benefits. SK tried to enhance their ESG competency
","Location of HQ and Old-fashioned cultures(getting better)
Advice to Management
Better Compensation needed
Be the first to find this review helpful
Helpful
Share
Repor","Better Compensation needed
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2021-02-16, Engineer,,Former Employee,Not good company,"There are nothing pros pros
","There are too many incompetent guy
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-02-04, AI Software Developer Engineer,Seoul,Current Employee,Top salary in korea,"Top salary in korea. Can a lot of experience about factory data.
","Some people are rude and irresponsible.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-02-03, Senior Engineer,,"Current Employee, less than 1 year",Titanic,"Compared to Samsung, nothing is better than there.
","Ambiguitious reward, Out of professionality, sinking down
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2021-01-29, Principal Engineer,"Korea, KY",Current Employee,World no.2 memory provider,"Good opportunities to work with relevant team
","many cases of inefficient working culture
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-01-28, Analog Circuit Engineer,Seoul,Current Employee,Tie 2 semiconductor company,"Good environment for work
Good welfare
","Long distance from seoul
Lower payment than Samsung
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-01-28, Procurement Manager,Seoul,Current Employee,Not recommended,"One of well-known company in korea
","Trying best to reduce the yearly bonus
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2021-01-19, Design Engineer,Milan,"Current Employee, more than 5 years",hight tech company,"High tech, 


Yiu will be exposed to hight tech know how
","English is not used for the communication
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-01-17, Tech Leader,,Former Employee,Poor morale,"Thanks to limited competitors pool, company can enjoy profits anyway
","Morale is getting poor by cutting payroll from HR policy despite profitability, seeking and pursuing only external manpower for executives.
Internal politics are pervasive .. it is all about the politics to survive in there.. good people only want to get away from there
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,N/A
2021-01-06, Engineer,Seoul,Current Employee,Semiconductor Company,"Collaboration and Friendly working environment. Technology Driven Company.
","Work location is far from main city and Top-down hierarchy.
Advice to Management
N/A
Be the first to find this review helpful
Helpful
Share
Repor","N/A
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Disagree,Neutral,Agree
2021-01-03, ASIC Engineer,"Texas City, TX",Current Employee,Nand solution,"Salary is good but location is not good.
","Profit share is not bad
Advice to Management
Happiness as same as PS
Be the first to find this review helpful
Helpful
Share
Repor","Happiness as same as PS
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Disagree,Agree,Agree
2020-12-28, Researcher,Seoul,Current Employee,Typical semiconductor manufacturer,"The pay is not that bad
","Located in out of nowhere
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2020-12-28, Software Engineer,Seoul,Former Employee,Orinary Korea semiconductor company,"higher salary compare to other company in Korea
","location of company is worst
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2020-12-17, B2B Sales Representative,Icheongeo-ri,Current Employee,Review,"Biz item with consistency, relatively high salary
","Located in rural area, spend long time to commute
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-11-02, Software Engineer,Muar,"Former Employee, more than 3 years",good company,"good culture, smart team member
","work life balance is bad
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,N/A
2020-11-02, Associate,"New York, NY",Former Employee,Good,"One of the best companies in Korea, with Samsung.
","Your mistakes can be counted so big. It requires night hours, and overnight working.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-09-30, Tech Leader,Cheongju,"Current Employee, more than 3 years","One of the best company ""in Korea","SKhynix follows tech trends very fast.
","Follows very fast but not leading yet.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2020-09-27, Senior Digital Designer,Icheongeo-ri,"Former Employee, more than 1 year",Many departments you can choose,"Big company. If you are active, there are many chances.
","Big company. There are things you can't understand.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Agree
2020-02-10, Technical Leader,,"Current Employee, more than 1 year",Typical Korean big company,"High compensation compared to other companies in Korea
","Located in suburb
Some teams are very old-fashioned (hierarchical)
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2019-11-22, Quality Engineer,Icheongeo-ri,"Current Employee, less than 1 year",Good but,"Awesome welfare
free meals
Pays well (in Korea)
","location sucks really bad. there is nothing around
Managers are a little bit dumb
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2019-11-17, Product Manager,,"Current Employee, less than 1 year",It is a good place to start a career as entry/junior level,"I recently joined Product Planning/Enablement sector. I could have a chance to join meetings with high level executives as long as customer on new product discussion. I could express my thoughts. I am thinking the chance might not be even given to new comers at different firms.
","Co workers are very busy with their work and have no time to teach me or give some directions. I have to deal with the work on my own and it gets tough at times.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-09-07, Director,,"Current Employee, more than 3 years",Vision,"no work, 3 meal support
","no responsibility, no expert, no benifit
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2019-08-27, Senior Software Engineer,Icheongeo-ri,"Current Employee, more than 10 years",DRAM profit is big but old style,"Market value is big. If you work in up-turn period share cash benefit.
","Only DRAM company not further or less. Any logic and software work not a big deal. Just side job.
Advice to Management
Old style, not agile, not consider personal condition. Evaluate performance how many hour s to stay in the work.
Be the first to find this review helpful
Helpful
Share
Repor","Old style, not agile, not consider personal condition. Evaluate performance how many hour s to stay in the work.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2019-05-08, Manager,"San Jose, CA","Current Employee, less than 1 year",Good place to work,"Good people, and nice & professional envrionment to work. Good welfare.
","It would be good that the strategic direction is shared by having opencomm
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2019-05-03, Senior Manager,,Current Employee,hynix,"good education program, can get knowledge of semiconductor, good working and life balance
","strict culture, too many documents
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2019-02-20, Circuit Design Engineer,,"Former Employee, more than 5 years","Good people to work with, intense working","I've learned a lot from colleagues they're very helpful and nice to work. You can get quite an amount of bonus depends on the sales.
","Location wasn't ideal. Lots of night work and working on weekends
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2019-01-31,Anonymous,,Current Employee,Pros and cons,"and cons
31 Jan 2019 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
Little layoff, Good market position
","Payment, Huge fluctuations of market,
Big gap between management and employees
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2019-01-26, C&C Engineer,Seoul,"Former Employee, less than 1 year",Recommend if you want stable job and lots of salary,"Good welfare, satisfied with the salary, not too much work
","tedious work, can't feel like making an measurable value
Advice to Management
Don't judge people with their working time,
Be the first to find this review helpful
Helpful
Share
Repor","Don't judge people with their working time,
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2018-12-31, Software Engineer,Seoul,"Current Employee, more than 5 years",Good company to work with,"Good fellows with well-empowered management
Work-life balance
","Future technology development
lack of consumer products
Advice to Management
Should be much flexible on new technologies
Be the first to find this review helpful
Helpful
Share
Repor","Should be much flexible on new technologies
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2018-11-30,Anonymous,,Current Employee,NAND Flash Design,"I don't want to recommend.
","There is no vision. Political place
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2018-09-10,Anonymous,,Former Employee,.,"Work schedule was set weekly
","Long hours during work week
1 person found this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2015-02-22, Volunteer,"Long Is City, NY",Current Employee,Working at this company is great,"The workers are very nice and cooperative
","There are no cons that I can think of
Advice to Management
Be nicer to your workers
Be the first to find this review helpful
Helpful
Share
Repor","Be nicer to your workers
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2013-06-15,,,Former Employee,Overall family like environment but not much challenge,"lots of opportunities. the company tries to take care of you.
","long commute from Seoul.
work was not challlenging
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2013-05-15, Senior Engineer,Cheong-gol,"Current Employee, more than 8 years","Growing company, it means things that you can do a lot and need to work hard","It's the second biggest memory supplier in the world, giving you lots of opportunity to work with global IT companies such as HP, Apple, Dell, SONY, CANON.. etc.
","Culturally hynix is horizontal compared to other Korean companies. in engineer side new ideas and approach are commonly welcomed.
Advice to Management
The key value of innovative firm is human resource. The firm should take more aggressive position to hunt innovation champions.
Be the first to find this review helpful
Helpful
Share
Repor","The key value of innovative firm is human resource. The firm should take more aggressive position to hunt innovation champions.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2013-03-30, Senior Research Engineer,Icheongeo-ri,"Former Employee, more than 5 years","Good company, full of humanity, SK group","humanity, good culture, SK group
","rare profit sharing
1hour from Seoul
Advice to Management
leave subordinates to work
Be the first to find this review helpful
Helpful
Share
Repor","leave subordinates to work
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2013-02-12, FAE,"Tongzhou, Beijing, Beijing","Current Employee, more than 1 year",an easy call interview from HR,"asked me about my former job, my background and language level.
","quite free interview, at the end of call interview, she arrange time for face-to-face interview.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Agree
2013-01-07, Firmware Engineer,"Santa Clara, CA","Current Employee, less than 1 year",Management changing after getting bought by Hynix,"Generally Friendly people to work with in the office, not a lot of politics, it's mostly just work and dealing with clients, if you are in the engineering teams. You can work in any aspect of a project as long as it is something that needs to get done. Free lunch in Hynix building after the office move. Currently still get catered food from random places for dinner.
","Promotions were random, moving people to be project leads when they have no business in being a project manager, only because they wanted a higher salary. Salary is not very competitive. There is only SVN for code management. Code base rarely has comments, making code harder to understand. There are code base where 60-90% were written by 1% of the people in a project. That 1% becomes overworked and is unwilling to explain what they did in the code, slowing down development. There are not enough people that know enough about the code and its fast becoming a game of watching deadlines fly by. If you join, be prepared to read a lot of undocumented and un-commented code and fix it. There is really no training into the architecture and methodology of projects because hardly anything is documented. Management does not seem to understand that the code has to be maintained. If this is not changed, the code will eventually be unmaintainable even with an army of engineers. The other review is correct, you are more likely to be hired if you are Asian because most of the company is Asian, but there are exceptions, but generally you just need to do well and just show that you can think. Things haven't settled down yet from the Hynix buyout so I don't know what is going to happen in the next 6 months.
Advice to Management
Tell the engineers to maintain/explain/comment their code. Internal documentation of code and architecture is a must. Hiring needs to be more diverse.
3 people found this review helpful
Helpful
Share
Repor","Tell the engineers to maintain/explain/comment their code. Internal documentation of code and architecture is a must. Hiring needs to be more diverse.
3 people found this review helpful
Helpful
Share
Repor",3.0,Disagree,Agree,Agree
2012-05-21,,"Santa Clara, CA",Current Employee,Great career growth opportunities in a family-type environment.,"I enjoy working at Link A Media Devices as there is always something to learn with everyone wearing multiple hats. Management truly cares about the workforce and always has an open door policy to addressing any concerns. Compensation is average for the industry and they offer a good benefits package with low employee contribution rates. There is truly a family-type work environment which makes the thought of leaving a challenging one.

Performance reviews are conducted annually alongside merit increases; depending on performance, off-cycle increases are not unheard of. Nightly catered dinners, and flex hours help to mold the start-up feel. If you are looking for career growth and a great work opportunity, this is the place to be.
","Long work hours can hinder a true work/life balance. Expected in a start-up, but can be daunting. 

No current 401k match as a benefit to employees.
Advice to Management
Implement a 401k match. Increase the vacation max so that employees who don't have the opportunity to take vacation don't lose any vacation time accrual.
Be the first to find this review helpful
Helpful
Share
Repor","Implement a 401k match. Increase the vacation max so that employees who don't have the opportunity to take vacation don't lose any vacation time accrual.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,N/A
2012-04-15,,,Former Employee,good,"good oportunity to learn and practice
","Not that much stable. Not good location
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Neutral,N/A
2010-08-04,,,Former Employee,Hynix - Not a good place to work,"It is a good stepping stone for those who just graduated. Gain working experience & also human relationship in the working environment
","Very political, Management not practising fairness & transparency. Promotions are rewarded to those that have good relationship with the higher level not base on performance.
Advice to Management
Better change your working attitude in handling the subordinate other wise Hynix wont be able to grow and will always have high turn over
Be the first to find this review helpful
Helpful
Share
Repor","Better change your working attitude in handling the subordinate other wise Hynix wont be able to grow and will always have high turn over
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,N/A
