date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-09-29, Design Leader,Taipei,"Current Employee, more than 5 years",Not too bad,"1. Friendly colleague & manager 
2. Stable salary growth
","1. The average work hours surpass those in the competitor
2. Heavy workloads
Advice to Management
Work-life balance.
Be the first to find this review helpful
Helpful
Share
Repor","Work-life balance.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2021-09-23, Procurement Specialist,Taipei,"Former Employee, more than 3 years",Procurement Specialist,"That is a big company.
","You can't learn a lot of knowledge in there.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-09-23, Project Engineer,Taipei,"Current Employee, less than 1 year",Good for fresh graduates,"Learn how to survive in the fast paced environment
","Sometime you will have to work till late night.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2021-09-08, Software Engineer,Taipei,"Current Employee, more than 3 years",Engineer,"Free working hours, independent work arrangement
","Slow promotion and average salary
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,Agree,N/A
2021-09-03, Interaction Designer,Taipei,"Former Employee, more than 1 year",working culture,"for the innovation department I was on, our team had a great synergy on developing from ideas to working prototypes; feel like a startup environment.
","when it comes to computex or some other major computer events, working extra time is a MUST.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-02, Deputy Manager,Taipei,"Former Employee, more than 8 years",Good salary & package in Taipei,"Above average industry standard - high level
","Heavy pressure from your workload
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-16, Senior Mechanical Development Engineer,Taipei,"Current Employee, more than 1 year",Somehow not bad,"Variable working hours
First-hand news on the latest model
Friendly working environment
","Terrible up-down communication
Bad production control
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Disagree
2021-08-11, Senior Software Engineer,Taipei,Current Employee,Senior software engineer,"Good good good good good
","Well done for this salary
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-08,Anonymous,,"Former Employee, more than 1 year",na,"convenient store near by the company
","low salary and too many old ppl talking instead of working
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2021-08-08, Manager,,"Current Employee, more than 1 year",Honest with all,"A lot of lessons and stable salary for career. You could find out the good way to learn from in or outside.
","Do not have competition salary for new era. Maybe you can’t get the enough money for high life quality.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-07-30, Project Manager,"Shanghai, Shanghai, Shanghai",Former Employee,Try other companies if you had choice,"less overtime comparing to other ODM
slow pace of work
less meetings and reports, less pressure
","too low salary, totally no allowance at all
no management in long-term employment
no efficiency
office environment too bad
the canteen sucks
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-07-28,Anonymous,,"Current Employee, more than 1 year",Good company if you want stable,"Good working environment, friendly colleague and good welfare. If you are a freshly graduated student, then you can quickly learn a lot.
","Company/boss may not have the patience to invest in their own R&D. Integration is more preferred.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-07-17, Function Manager,,Current Employee,A good freshman training place,"Top 5 ODM for ITE products
","Top management team's mindset change so slowly
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-07-07, Software Engineer,Taipei,Current Employee,Senior engineer,"Good position for the fresh graduate.
","Take times to level up your base salary range.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Neutral
2021-06-15, Design Leader,,"Current Employee, more than 3 years",It depends on the client you are responsible.,"If you doesn't major the hot customer, it's a nice job.
","If you major the hot customer, you need to call help to share the loading.
Advice to Management
Work on time and eat on time.
Be the first to find this review helpful
Helpful
Share
Repor","Work on time and eat on time.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2021-06-09, Customer Quality Engineer,"Vĩnh Yên, Vinh Phúc, Vinh Phúc","Former Employee, more than 1 year",Overall is so bad,"Coordinates are pretty nice enough
Salary is competitive enough with surrounding working locations
","HR is unprofessional
Internal procedure is troublesome and take time
Salary level is not competitive compared to other companies in same industry
Security and administrative departments are the most.
Low/no allowances
Leadership is credibly bad,
Do whatever figure out, no any plans
All plans may be changed, even until last minutes :)). Can not know anything for sure in advance.
Advice to Management
Take corrective actions to fix one by one item
Be the first to find this review helpful
Helpful
Share
Repor","Take corrective actions to fix one by one item
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2021-06-07,Anonymous,Taipei,"Current Employee, more than 1 year",Growing team for server department,"Have some good opportunities in their whitebox brand
","No clear R&R, no FAE team established.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-06-07, QA Engineer,"Vĩnh Yên, Vinh Phúc, Vinh Phúc","Former Employee, more than 1 year",Bad management,"Friendly and supportive co-workers, good environment to learn for freshers
","Bad management, bad leadership and doesn't have a clear career path to offer their employees, yearly paid raise is low
Advice to Management
Improve leadership and management
Be the first to find this review helpful
Helpful
Share
Repor","Improve leadership and management
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2021-06-02, Sales Manager,Taipei,Current Employee,Compal sales,"stable and pay the wage on time
","fixed salary, no bonus and motivation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-05-04, Freelancer,Taipei,Former Employee,China salary,"The salary is getting worse.
","It's stable job for life without challenge
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-04-27, Software Engineer,Taipei,Current Employee,Nothing to say,"I can't see the future in this department.
","Nothing to say, just want to leave
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-04-23, Strategy Analyst,,Former Employee,salary,"good for new graduate students
","no flexible working hours. 
employee ages are old.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-04-17, Senior Software Engineer,Taipei,Current Employee,An old and bureaucratic company,"Every thing is very stable.
","Every thing is very slow.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-03-23, Project Engineer,Taipei,"Former Employee, less than 1 year",Good for fresh graduates,"You could learn a lot about laptops.
","You may work more than 12 hours a day for the previous months.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-03-20, Senior Design Engineer,,Current Employee,A great company for entry-level engineers,"junior engineers are welcome and can learn a lot from colleagues
","a great number of supervisors who used to work as hardware projects lack of knowledge of software engineering, which leads to poor system designs and inappropriate project schedules
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-03-15, Senior Software Engineer,Taipei,Current Employee,Won't get rich here,"As title. Limited resource here.
","Working overtime to reach to timeline.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-03-13, Senior Engineer,Taipei,"Former Employee, less than 1 year",Good place if you are finding a manager position,"Nice manager and vice general manager
","Less marketing resource, and more manufaturing industrial mindset
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Disagree
2021-03-03, BIOS Engineer,Taipei,Former Employee,Great working environment.,"Great working environment and kind colleague.
","Have to stay here for more than 2 years to get a promotion.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-02-28, Layout Designer,Taipei,Former Employee,Great company,"Like working here, great benefits and culture
","A hard place to leave, they’ve been good to me.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-02-18, Software Engineer,,"Current Employee, more than 3 years",heavy job loading,"Contact with various company around TW
","low salary and low quality of working place
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,N/A,N/A
2021-01-26, Software Engineer,,Former Employee,Decent compensation and regular working hours,"As one of the primary smart device assemblers in Taiwan, it offers comfortable working environment, decent compensations, and regular working hours.
","If you like to work in big companies with stable working hours, this is the perfect place for you!
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-01-11, Design Manager,Taipei,"Former Employee, more than 10 years",Compal,"Good Company and location is convenient.
","Heavy loading and policies are changed frequently.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-01-10, Account Sales Executive,Taipei,"Current Employee, more than 5 years",Top ODM/OEM Company,"Working with world class customer and dealing with RFQ
","Internal BU information could be more open up to share and learn from
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-01-10, Assistant Manager,Taipei,"Current Employee, more than 5 years",Salary,"worldwide no1company for NB ODM
","there are many mountains there
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-01-05, Software Applications Engineer,Taipei,Current Employee,Not bad,"Nice coworkers, good benefits, work-life balance
","Low pay, limitation, bla bla bla
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-01-05, Project Manager,Taipei,"Former Employee, more than 1 year",Interview process,"It's a stable company and learned lots of communication skills. It's good to balance between work and life.
","Organization culture and less promotion opportunity
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2020-12-14, Deputy Manager,Taipei,Current Employee,Good Company,"1. Aggressive in Innovation.
2. Strong R&D resource
3. Good relationship with supply chain.
","1. Experienced company. 
2. Very large organization.
3. Cost-oriented
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-08, Systems Analyst,Taoyuan,Current Employee,If you no any other choose,"Nice person, nice work environment
","Very busy, coffee need pay 10 NTD
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-11-03, Senior Project Engineer,Taipei,"Current Employee, more than 3 years",Senior Project Engineer,"independent working model & nice working place.
","long work time & ODM culture.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2020-11-01, Project Manager,Taipei,Current Employee,I have been working at Compal full-time,"Comp, opportunities, learning, growth, investment
","High Pressure, ambiguity, change fatigue,
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Neutral
2020-10-23, Account Manager,Taipei,Current Employee,Not such a great company should be,"A Global 500 company in Taiwan
","Too much drama and process
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Neutral,Neutral
2020-10-21, Product Design Lead,,Former Employee,Good place for newbie,"Good for newbie training skill
","Long working time, sometimes not getting work and life balanced
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-10-05, Android Engineer,Taipei,"Former Employee, more than 3 years",Not suggestion,"clear division of job, do need the professional skills
","slow salary adjustment and higher hierarchical management
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Neutral,Neutral
2020-09-15, Software Engineer,Taipei,"Current Employee, less than 1 year",Massive influence in the ODM/OEM industry.,"Nice colleagues and comfortable work environment.
","the interview process is not that fluently
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2020-06-19, HW Engineer,Taipei,"Former Employee, more than 1 year","Team leader, department manager are not qualified and bad company culture","one of biggest ODM/OEM company
","low salary, bad company culture, no team work concept in most of team
Advice to Management
Compal must transfer from traditional company to actual tech company, it is not the generation to work hard but should be work smart.
the most important is top managers should figure out what is the vision / value of company and execute their plan exactly.
1 person found this review helpful
Helpful
Share
Repor","Compal must transfer from traditional company to actual tech company, it is not the generation to work hard but should be work smart.
the most important is top managers should figure out what is the vision / value of company and execute their plan exactly.
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Disagree
2020-04-30, AI Engineer,,Current Employee,It's big company,"It's a big and stable company
","The administrative work is lengthy
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-04-14, Storage Engineer,Taipei,Current Employee,Good company,"good flexibility and nice work environment
","need to work over time frequently and
Advice to Management
provide and give more suggestion to employee
Be the first to find this review helpful
Helpful
Share
Repor","provide and give more suggestion to employee
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2020-04-10, Data Engineer,Taipei,"Former Employee, more than 1 year",Looking for profitable directions in machine learning,"Resource to learn software development
","Limited resource to have mentorship on ML field
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Neutral,Neutral
2020-03-16, Technical Project Manager,Taipei,Current Employee,Need to relocate to Vietnam.,"New here, have no idea.
","New here, I don’t know.
Advice to Management
HR is not professional enough.
1 person found this review helpful
Helpful
Share
Repor","HR is not professional enough.
1 person found this review helpful
Helpful
Share
Repor",4.0,N/A,N/A,N/A
2020-03-02, Software Engineer,Taipei,"Former Employee, more than 1 year",Not too bad,"Overtime pay
friendly team members
Good place to start career
","long working hours
often on business trips
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-02-21, Human Resources and Industrial Relations,Greater Noida,Former Employee,SD rating,"Clear communication, Best Employees empowerment, rich employees caring, Perfect people development and coaching, nice team work and good paymaster with nice amenities.
","Some times late management decisions
Advice to Management
More focus needed on business acumen and avoid traditional practices
Be the first to find this review helpful
Helpful
Share
Repor","More focus needed on business acumen and avoid traditional practices
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,N/A,Neutral
2020-01-27, Senior Engineer,,"Former Employee, more than 1 year",great job,"a nice environment and great call work
","the pay is low than averang
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2019-09-20, Project Engineer,Taipei,"Former Employee, more than 3 years",Compal Life,"Good supervisor and colleague
","Usually to work over time
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2019-09-09, Senior Project Manager,Taipei,"Former Employee, more than 3 years",Low salary with unclear direction of company business,"Easy job
Relaxing atmosphere
Nice co-workers
Nice office booth
","Low salary (comparing with other companies in the same industry)
Business is going down
Awful China factory
Advice to Management
Cut the old and useless employees off and pay more to the young aggressive ones to keep the team alive.
1 person found this review helpful
Helpful
Share
Repor","Cut the old and useless employees off and pay more to the young aggressive ones to keep the team alive.
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2019-08-20, Software Applications Engineer,,Former Employee,Good organized company but overwhelmed employee,"good team work and clear working process
","working hour is too long
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Neutral
2019-06-17, Design Quality Engineer,Taipei,"Current Employee, less than 1 year",could be better,"easy work and can get the hang of work
","low salary high overtime no free drinks or food
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Disagree,Agree
2019-06-07, Design Leader,Taipei,"Current Employee, more than 10 years",Good,"stable and still struggle for growth of ODM work
","a traditional company. lots of people and department conflict.
Advice to Management
need to keep people by raise their salary.
Be the first to find this review helpful
Helpful
Share
Repor","need to keep people by raise their salary.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,N/A,N/A
2019-05-30, Design Leader,Taipei,"Former Employee, more than 8 years",Design leader,"For new guys is good...but don't stay too long
","Very evvey old company problem.
Advice to Management
No management will watch this
Be the first to find this review helpful
Helpful
Share
Repor","No management will watch this
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2019-05-28, ESD Engineer,,"Former Employee, more than 1 year",Good place to get started,"Lots of people to develop with
","Big company culture, so will be very specialised.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-05-24, Deputy Program Manager,Taipei,"Former Employee, more than 5 years",Procurement,"Fast paced, lots to learn
","Old fashioned management style all about cost down
Advice to Management
Stop the political fights for the good of the company
Be the first to find this review helpful
Helpful
Share
Repor","Stop the political fights for the good of the company
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Disagree,Agree
2019-05-16, Lead Designer,,"Current Employee, more than 5 years",Huge company but very bureaucracy,"1. benefit
2. flexible working time in this level
3. convenient location.
","1. bureaucracy, every proposal has multiple boss
2. Always work overtime.
3. Decision changes quickly. Do anything when new ideas is coming out.
4. Hardware thinking applied in software
5. Work here like serve military.
Advice to Management
Please specific idea and direction
1 person found this review helpful
Helpful
Share
Repor","Please specific idea and direction
1 person found this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Disagree
2019-04-16, Systems Engineer,Taipei,"Current Employee, more than 1 year",Long working hours,"Can get to know different components of supplier
","Long working hours with little salary paid
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2019-04-12, Deputy Manager,Taipei,"Former Employee, more than 8 years",Stable company but has somebureaucracy,"You can have a stable salary to pay your bills.
","It's difficult for you to have a deep study of a new technology.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2019-03-24,Anonymous,,Former Employee,Not too bad,"overtime pay
friendly team members
Good place to start career
","work overtime
different apartments with different cultures
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2019-02-16,Anonymous,,Former Employee,Overall good,"Managers are encouraging in terms of employee’s career plan
","Limited growth and limited in terms of promotion
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2018-12-14,Anonymous,Taipei,"Former Employee, more than 5 years",Project Manager,"Good working enviroment
Free managment style
Above average pay once you get to senior engineer status
","No work life balance whatsoever
Your client=god, basically your boss will grade your kpi base on your clients feedback
Cost down oriented ways of doing projects
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Neutral
2018-09-26,Anonymous,,Former Employee,Procurement,"welfare is very great. A good place to learn and strengthen analytical skills
","Sometimes would work overtime and need Advanced Excel Skills
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2018-09-05, Senior Acoustic Engineer,Taipei,Current Employee,Fast pace fine Job,"Relatively stable job, fine team.
","Too many works need to do at the same time, might be difficult to arrange just by the priority.
Advice to Management
Consider the resource to ask for reasonable plan.
Be the first to find this review helpful
Helpful
Share
Repor","Consider the resource to ask for reasonable plan.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Disagree,Neutral
2018-08-28,Anonymous,Taipei,"Former Employee, more than 10 years",Account Manager,"Stable promotion path. Completed training system.
","Low salary and oftem overtime.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Agree,Neutral,Neutral
2018-08-05,Anonymous,Taipei,"Former Employee, more than 8 years",project team,"Have change to get exposure 
Well organized
","long work hour/work overtime frequently
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
