date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2017-11-08, Senior Software Engineer,Bangalore,"Current Employee, more than 1 year",product company with government policies,"variety of tools and projects to work and learn.
Always a fun place to work. Every month there will be some fun activities or events to participate. Good package.
","So much of process and because of these process, people became lazy to work. Its so advanced Japan-based company but there is no agile in the Bangalore center. IT team behave as of like they are working in ISRO and doing some rocket science job. Admin(office admin) team behaves as of like they are working without salary, they feel like they are doing some charity work. IT team members say ""how can that user can escalate, he just joined a month back"". Attitude and ego problem for most of the people. Not enough work to most of the employees, simply come and go.
Advice to Management
Maintaining a process is good, but should implement with agile. we are in the 21st century, other companies are ahead because of they are implementing very fast. Here it will take ages for anything. We are feeling shame to take salary without contributing anything to the company, please give us work regularly and revise these old process and try to bring some agile in it.
1 person found this review helpful
Helpful
Share
Repor","Maintaining a process is good, but should implement with agile. we are in the 21st century, other companies are ahead because of they are implementing very fast. Here it will take ages for anything. We are feeling shame to take salary without contributing anything to the company, please give us work regularly and revise these old process and try to bring some agile in it.
1 person found this review helpful
Helpful
Share
Repor",2.0,Agree,N/A,Agree
2017-11-07,Anonymous,,Current Employee,Marketing Coordinator,"really great benefits at sony
","not too many cons here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-11-07, Senior Design Engineer,Kuala Lumpur,"Current Employee, more than 5 years",Worst Company to growth your knowledge,"Nothing good here. They only care about ""their"" people.
","I can't do anything here. 
No career growth
Low salary increment. Only RM150 per year.
Bonus 2.0 per year.
Working for 6 years, but salary only 4k. huhu
Advice to Management
Please change...
Be the first to find this review helpful
Helpful
Share
Repor","Please change...
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Disagree
2017-11-05, IHD Engineer,Chennai,"Current Employee, less than 1 year",IHD Engineer/Traineer,"Working culture is good and can learn more for beginers
","there is no on role chance to upgrade
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Neutral
2017-11-04,Anonymous,,Former Employee,Good place overall,"work environment is pretty good.
","Average pay and quality of work is not so good
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-11-02,Anonymous,,Current Employee,Great work life balance,"Progressive
Incredible incentives
Great coworkers
Great benefits
Flexible hours
Lots of travel included
Holiday vacation
","Slightly sexist
Strange days off during the holidays
Advice to Management
Value everyone equally
Be the first to find this review helpful
Helpful
Share
Repor","Value everyone equally
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2017-11-01,Anonymous,,"Current Employee, more than 5 years","Creative Director, Brand Strategist & Senior Producer","Excellent working team and GM who empowered us to perform our very best.
","Sony is a massive company and this sometimes makes it difficult to cross-promote its own properties worldwide.
Advice to Management
A devoted brand strategy team could better communicate and coordinate efforts between all regions to assure brand continuity and optimize results.
Be the first to find this review helpful
Helpful
Share
Repor","A devoted brand strategy team could better communicate and coordinate efforts between all regions to assure brand continuity and optimize results.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2017-11-01,Anonymous,,Former Employee,Great name for future employment,"Sony is a reputable company with some big pull on future applications.
","They seem to like to lay off a lot of employees at the end of their fiscal year.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2017-10-31, Sales Promoter,"London, England, England","Current Employee, less than 1 year",not a bad place to work,"good pay and reasonable hours
","high pressure, encouraged to sell a lot
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2017-10-30,,"Farīdābād, Haryana, Haryana",Former Employee,MIS Executive,"Good company to work. Great salary.
","Management is not co-operative & supportive.
Advice to Management
be humble
Be the first to find this review helpful
Helpful
Share
Repor","be humble
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2017-10-26,Anonymous,,Former Employee,Constant layoffs,,"ant layoffs
26 Oct 2017 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
great products. Used to be a great company but the layoffs just destroyed the company culture.
Cons
constant layoffs, no security and entitled management. Inside the company is not how it looks outside.
Advice to Management
S
Be the first to find this review helpful
Helpful
Share
Repor","S
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,N/A
2017-10-26, Accountant,"London, England, England","Former Employee, less than 1 year",Accountant,"great team ethic and good pay
","long hours and average office interior
Advice to Management
do up the office!
Be the first to find this review helpful
Helpful
Share
Repor","do up the office!
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2017-10-26, Director,"Park Ridge, NJ","Former Employee, more than 5 years",director,"Great place to work. Forward thinking and innovative.
","Way too many meetings. Great minds but would like to see less of them.
Advice to Management
Continue to work on improving employee benefits.
Be the first to find this review helpful
Helpful
Share
Repor","Continue to work on improving employee benefits.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Neutral,Neutral
2017-10-26,Anonymous,,Current Employee,Engineer,"It is a nice working place
","But has limited growth opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
