date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2017-10-12,Anonymous,,Current Employee,review,"good benefits
good Swedish mentality for work/life balance
exposure to multiple economies/customers being multinational company
","Same people in management positions for long time
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-12, Senior Manager_Sales Commercials,"Gurgaon, Haryana, Haryana","Current Employee, more than 3 years","Very Good company badly affected by Management Politics thus effecting Sales, Ops, lost Focus and Hugh cost","Good Environment, Work life balance, Cutting edge technology n high-end learning, good products to offer, Good reputation worldwide among customer
","High cost of products, lost Focus, very slow descision making n implementation thus not able to counter competition effectively, Arrogant behavior in technology leadership, Humongous politics at top level leading to all this.
Advice to Management
Be fast in taking and implemention descision else competition will eat you in near future. Recognize talent n make them grow.
Be the first to find this review helpful
Helpful
Share
Repor","Be fast in taking and implemention descision else competition will eat you in near future. Recognize talent n make them grow.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Disagree,Neutral
2017-10-12, Software Developer,Rome,"Current Employee, less than 1 year","Good place to work for a graduate, but no progress in career","Keep in touch with big size companies and their internal procedures
Trained to be customer oriented
For a new graduate, a good place to start
","No progress on my career since 6 years
Negative outlook for the future
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2017-10-12,Anonymous,,Current Employee,Average,"Work life balance and brand name
","Poor management of resources. Very less growth opportunity
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2017-10-11, Customer Network Support Engineer,"Yokohama, Kanagawa, Kanagawa","Current Employee, more than 3 years",customer network support engineer,"great working culture, freedom to work
","nothing I can think of right now
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2017-10-11, Software Developer,Budapest,"Current Employee, more than 1 year",Mixed,"Telecom product development - this is a pro if you want exactly that
","burocracy, open office, mediocre dev workspace (eg. hw, monitors), average salaries, too much communication/coordination overhead, company way of working prefers the extroverted yes-men vs. the introverted safe players
Advice to Management
Read the Joel on Software blog for insights about how SW development works
Be the first to find this review helpful
Helpful
Share
Repor","Read the Joel on Software blog for insights about how SW development works
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Neutral
2017-10-11, Senior Project Manager,"Dallas, TX","Former Employee, more than 10 years",A changing environment,"Ericsson has great benefits, salary, learning opportunities, travel potential and is a diversity conscious employer.
","Ericsson is going through major changes in employee base, product focus, customer retention, and overall strategy.
Advice to Management
Communication, strategy and direction must be driving company wide. These critical business components cannot stop at management levels.
Be the first to find this review helpful
Helpful
Share
Repor","Communication, strategy and direction must be driving company wide. These critical business components cannot stop at management levels.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Neutral,Disagree
2017-10-11,Anonymous,,Former Employee,Finance,"Great pay and benefit package
","Management ineffective at running a company. The good old boys is alive and well at Ericsson
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2017-10-11, Manager,Hong Kong,"Former Employee, more than 1 year",First In First Out,"Work life is balance. best company ever.
","first in first out. layoff is on going due to company re-organization
Advice to Management
wrong time to join a great company
1 person found this review helpful
Helpful
Share
Repor","wrong time to join a great company
1 person found this review helpful
Helpful
Share
Repor",3.0,Disagree,N/A,Neutral
2017-10-11, Software Design Engineer,"Guangzhou, Guangdong, Guangdong","Former Employee, more than 1 year",Nice colleges but below average salary,"Fortune 500, good chance to grow and lots of training, Work/Life Balance
","low salary, and not much annual bonus
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-11,,,Current Employee,Ericsson on the decline,"Strong Intellectual properties, products and solutions. 
People friendly company in general.
","rapidly losing market share.
laid back work culture.
Hard to find work in the company as there is internal competition for the available positions.
Advice to Management
Do not hire people if there is no work and provide better training and upskilling programmes.
2 people found this review helpful
Helpful
Share
Repor","Do not hire people if there is no work and provide better training and upskilling programmes.
2 people found this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Disagree
2017-10-11,Anonymous,,Current Employee,Work Life balance,"Work Life balance is good in Ericsson
","Layoffs are frequent based on company profits
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-10,Anonymous,,Current Employee,Good Company to Work For,"People 
Flexibility 
benefits
Market leader
Career opportunities
","Can't think of anything
Advice to Management
Continue investing
Be the first to find this review helpful
Helpful
Share
Repor","Continue investing
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2017-10-10,Anonymous,Calcutta,"Former Employee, more than 3 years",Excellent company,"Good working and good exposure
","More managers and less developers
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-10-10, Vice President,"Reston, VA","Former Employee, more than 1 year",Vice President,"Salary, benefits and technology exposure
","Lack of understanding of the Federal Market Place
Advice to Management
Create opportunities to collaborate across business lines.
Be the first to find this review helpful
Helpful
Share
Repor","Create opportunities to collaborate across business lines.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2017-10-10,Anonymous,,"Current Employee, more than 1 year",SQL developer in ericsson,"Good environment. Work culture very good
","hR process Little poor.managment need to improve
Advice to Management
Need to improve. Should be more interactive
Be the first to find this review helpful
Helpful
Share
Repor","Need to improve. Should be more interactive
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
