date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2018-01-11, Tax Consultant,Greater Noida,"Former Employee, less than 1 year",It was really nice to work there. Work environment was good.,,"ltant in Greater Noida
Recommend
CEO Approval
Business Outlook
Pros
Work Culture is smooth and proper. Everyone works in team properly
Cons
Distance travelling. And timings are really very early . Reach at 9.30 morning
",,5.0,Agree,Agree,Agree
2018-01-10,Anonymous,Hanoi,"Current Employee, more than 5 years",Manager,"This is focus on my major with my love and well-experience
","There is no downside here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2018-01-08, Product Planning,Singapore,"Current Employee, more than 3 years",TV Product Planning,"Opportunity to experience product, tech, broadcasting and content work. Opportunity to travel overseas
","No life and work balance
",,4.0,Disagree,N/A,Disagree
2018-01-04, Senior Software Engineer,"Sunnyvale, CA","Former Employee, more than 3 years",Senior Software Developer,"Good work/life balance. Decent monetary compensation, excellent health insurance and 401 matching. People in general are high level professionals. The company supports continuous education.
","The company is mainly hardware company with software component being second priority. Some in the company are dedicated to innovation but in general innovation is not the strongest component
",,3.0,Disagree,Neutral,Neutral
2017-12-26,Anonymous,,"Former Employee, more than 5 years",LG unhealthy working enviornment,"Great benefits and salary is competitive
","No work life balance. Employees are misspoken to and not appreciated.
",,2.0,Disagree,N/A,Agree
2017-12-25,Anonymous,,Current Employee,Related to work culture,"1. Feel free to work 2. Working environment is too good
","1. Senior level managers are not that much freindly.
",,3.0,Agree,N/A,Agree
2017-12-23,Anonymous,,"Former Employee, more than 5 years",Incompetence,"After spending nearly 6 years working for LG, enough was enough. The only pros Competitive salary, Bonus structure, Staff sales. Basically buying staff, which is no way to run a company.
","Management instability and complete neglect for staff. No leadership, no development or direction. They have no idea on how to treat employees and VERY low retention rate. Out of approximately175 staff based in Weybridge, I believe in 2017, (I was informed 50+ allegedly) people left!! Speaks volumes and best avoided.
",,1.0,Disagree,Neutral,Neutral
2017-12-22,Anonymous,,Current Employee,Not recommended in the slightest,"Subsidised canteen. Private health care. Pension. 25 holiday days.
","- Very dull, quiet, unhappy atmosphere within office - Treated like children (genuinely only allowed to leave the office when the clock hits 17:30 on the dot.) - Expected to stay later if meetings run over, without any warning - You cannot earn any more annual leave days - Bi yearly reviews are a waste of time, nothing is taken on board it's simply a box ticking exercise - You cannot take more than 2 weeks off at once - Management are disinterested in progressing staff - Yearly targets are always outlandish and unachievable, leading to poor morale - Although subsidised, food in the canteen isn't brilliant (poor quality ingredients for sandwiches etc) - Terrible location (frequently gridlocked with traffic) - office is new but not comfortable. Poor air quality, and suggestions for desk improvements by health assessor ignored. - No small kindnesses (like allowing staff to leave a little bit early before the break up for Christmas) - poor staff discount on products (practically non existent?) - very disorganised (if a member of staff leaves, they rarely rehire and just pass extra work onto unsuspecting employees.)
",,1.0,Disagree,Neutral,Disagree
2017-12-19, Staff Software Engineer,"San Diego, CA","Former Employee, more than 8 years",review,"good benefits and good people
","salary lower than market standard
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2017-12-19, Sales and Marketing,Milan,"Former Employee, more than 1 year",Poor people and management,"Possibility to learn and live the consumer electronic market.
","Bad Management, impossible to work with corean, you will only have a carrer thanks to the right corean you made friend with. Embarassing chief of division
",,1.0,Disagree,Disagree,Neutral
2017-12-16, Senior Software Engineer,Seoul,"Current Employee, more than 5 years","People are good. But, there is a lot of work.","Co-workers are good. If you are a developer, you can build work experience.
","There is a lot of work. Company requires a lot of responsibility to developer. Executives are not smart.
",,3.0,N/A,N/A,N/A
2017-12-16, Deputy Manager,Pune,"Former Employee, more than 5 years",Deputy Manager,"Learning and strong drive from top management
","No work life balance, no support from mgt
1 person found this review helpful
Helpful
Share
Repor",,4.0,Disagree,Disagree,Agree
2017-12-15,Anonymous,Cairo,"Current Employee, more than 1 year",LG Electronics Egypt,"Neat work place and excellent construction facilities.
","Toxic work environment, missing team work, poor leadership, incompetent managerial staff, poor work-life balance, almost no opportunity for self-development and very low wages.
",,2.0,Disagree,Neutral,Neutral
2017-12-15, Intern,Amstelveen,"Former Employee, less than 1 year",Intern,"Good Lunch. Good co workers. Good location.
","Difficult company culture. Difficult Korean Managers.
",,2.0,Disagree,Neutral,Disagree
2017-12-14,Anonymous,,Current Employee,senior researcher,"Great products, Free Food, Flexible Schedule, Fitness Center
","Long hours, stressful work environment
",,3.0,N/A,N/A,N/A
2017-12-14,Anonymous,,Former Employee,Good Experience,"Learned a lot and made connections
","had a lot of down time
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-12-12, Product Manager (P M),,"Former Employee, more than 5 years","Nice people that I learned, warm-hearted","great people, many chances to see and learn through them.
","slow decision due to big company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-12-11, Engineer,Seoul,"Current Employee, less than 1 year",Nice to start as your first career,"You will get to learn lots of technical stuff. Work and life balance is good.
","Too much and redundant reports to the top
",,4.0,Agree,Agree,Agree
2017-12-08,Anonymous,,Current Employee,Personal compensation is bigger than P.S.,"Personal compensation is given to the self motivated worker
","Profit sharing is less than other companies
",,3.0,N/A,N/A,N/A
2017-12-05, CCO,"San Diego, CA","Current Employee, more than 3 years",cheif complaince officer,"LG Electrician good company to work in prof your experience work style and LG given good services to his customer.
","LG electronic good company but here dont have time to holiday because LG saying customer have holiday then we have chance to given service.
",,5.0,N/A,N/A,N/A
2017-12-04, Senior Software Engineer,Thāne,"Current Employee, more than 3 years",Lay Off Every Year!!!,"Good Benefits, Free Food, Convenient Location
","Lay Off Every Year!!! Not very good pay!
",,3.0,Disagree,Neutral,Neutral
2017-12-03, Demand Planner,"Weybridge, England, England","Current Employee, more than 1 year",Not for everyone,"Decent corporate benefits (pension, sick pay, healthcare, dental, etc.) Look good on your CV, so is a good stepping stone for your next role
","Lack of communication within departments Hard to progress Quite an isolating working environment Too KPI driven Not too keen on social events and such Pay is usually below market value
",,2.0,Disagree,Disagree,Disagree
2017-11-30, Executive,Pune,"Former Employee, more than 1 year",Nice Place To Work,"Good Salary and Facilities Good Infrastructure
","Work-life Balance Travel Time Work load
",,4.0,Agree,Neutral,Neutral
2017-11-29,Anonymous,,Former Employee,"Nice people, but lack of strategy","- People are generally nice and eager to help others out - Relatively good work/life balance and it's encouraged
","- Pay is not competitive to its peers in the industry - Too much ""let's copy Samsung"" mentality
",,3.0,Disagree,Disagree,Neutral
2017-11-29,Anonymous,,Current Employee,Alright,"LG has a very good reputation
","Too much traveling for work
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2017-11-27,Anonymous,"Fresno, CA","Former Employee, more than 1 year",Security Software Engineer,"Well paid salary, work/life balance.
","In-efficient way of work, not so many oppertunity to try new techniques.
",,4.0,Agree,Neutral,Neutral
2017-11-27, Sales Manager,"Weybridge, England, England","Current Employee, more than 1 year","Fast paced, dynamic & forward thinking","Continual Innovation stream , ever evolving business practice
","Not for 9-5 mentality or faint hearted
",,4.0,N/A,Agree,Agree
2017-11-23,Anonymous,,"Current Employee, less than 1 year",Learn Alot,"Always challenging and dynamic environment
","no work and life balance
",,3.0,Disagree,Neutral,Agree
2017-11-21, Electronics Sales Associate,Lagos,"Current Employee, more than 5 years",Electronic sales,"Been busy and getting experience
","Demand of some boss
",,4.0,Agree,N/A,Disagree
2017-11-19,Anonymous,,Former Employee,Director,"Company gives a job security and industry average salary. They put people first
","Lots of stress in working and require lots of report. Frequent overtime in working.
",,4.0,Disagree,Neutral,Neutral
2017-11-19, National Sales Manager,Lahore,"Former Employee, more than 10 years",Country Manager Sales,"Global Best Brand,Innovative product,Quality,Ca rear Growth ,Opportunity to prove experience
","No t established team in the area
",,4.0,N/A,N/A,N/A
2017-11-18, Senior RF Engineer,Seoul,"Current Employee, more than 8 years",Good for start your career.,"Korean Top4 company. Company culture is pretty better than other Korean company.
","Work too hard. Job is very difficult. Very good in South Korea.
",,3.0,Agree,Neutral,Neutral
2017-11-11,Anonymous,,Current Employee,Review,"Good skillful colleagues and working culture
","Non-systematic organization and operation in project management
",,4.0,N/A,N/A,N/A
2017-11-10,Anonymous,,Former Employee,Great company to work at and improve your job skills,"Great products, very customer focused. Decisions can be made very fast to stay relevant and ahead of competitors.
","Cultural difference between Korean management and locals.
",,4.0,N/A,N/A,N/A
2017-11-07,Anonymous,"Lincolnshire, IL","Current Employee, more than 5 years",My experience at LG,"Great health insurance and benefits, opportunities since it is a global company
","Long hours, stressful work environment
",,3.0,Disagree,Neutral,N/A
2017-11-06, Tax Accountant,Eastern Creek,"Current Employee, more than 3 years",Tax Accountant,"Very challenging environment, good learning platform. Good discount on LG products
","Typical Korean culture, non flexible working environment. No work/life balance
",,2.0,N/A,N/A,N/A
2017-11-01, Finance Manager,Algiers,"Current Employee, more than 8 years",FINANCE MANAGER,"Very big multinational company with korean culture
","always a new challnge working in LG and tight deadlines
",,4.0,Agree,Agree,Agree
2017-10-29, Analyst,Paris,"Current Employee, more than 5 years",analyst,"Among co workers, we have a good team spirit.
","The long process, indecisive managers, no career opportunities.
",,2.0,Disagree,Neutral,Neutral
2017-10-28, Procurement Engineer,Riyadh,"Current Employee, more than 3 years",LG Shaker Co Ltd,"Good work atmosphere, especially for Indians
","All managers are Koreans, behaviour is not good sometimes
",,2.0,Disagree,N/A,Disagree
2017-10-24, Sales Associate,"Beijing, Beijing, Beijing","Former Employee, more than 1 year",Nice work experience,"Good communication, nice attitude, amazing experience
","bad pay, bad lunch, rare break time.
",,5.0,Agree,Agree,Agree
2017-10-24,,"San Diego, CA","Former Employee, more than 3 years",Great Experience,"Compensation, Beautiful Location, Free lunch vouchers, Telecommuting/Flexible Schedule, Fitness Center
","Lost in Translation - Clarity between HQ and the local office seems to sometimes be lacking due to language barriers. I did have a personal translator though, which was nice.
",,4.0,Agree,Agree,Agree
2017-10-23,,"Huntsville, AL","Former Employee, more than 10 years",Do Not Work here if you do don't stay long,"benefits are great BCBS, vision, dental, life insurance
","everything else This is a korean company and don't let anyone fool you. Your opinions don't matter if you are anyone other than a Korean.
",,1.0,Disagree,Disagree,Disagree
2017-10-21,Anonymous,,Current Employee,Test Engineer II,"Company will but 100% of health premiums
","No path for upward mobility. Low salary. No work/life balance.
",,3.0,Disagree,Neutral,Neutral
2017-10-19,Anonymous,"Florham Park, NJ","Current Employee, more than 10 years",Administrative assistant,"flexible hours, great boss,
","dissolving, no upward mobility, slow periods
",,5.0,Agree,N/A,Neutral
2017-10-17,Anonymous,,Former Employee,Place for work,"Good place for work with good people and very good organization culture
","Too good to be true
",,4.0,Agree,Neutral,Agree
2017-10-16,,,Current Employee,The company is good,"They tries to focus on work-life balance.
","But they have hard time with their business except TV.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-15,,,Current Employee,Office job for a graphic designer,"- Salary - Other graphic designers really talented and helpful - Office hours (almost no extra-hours) - Discounts for their products
","- Not really followed into my internship - Office job (not creative at all) - Really up-down management
",,4.0,N/A,Agree,N/A
2017-10-11,,,"Current Employee, more than 5 years",Work environment,"Global company with a huge network.
","Working environment is horrible, with fights and no recognition for efforts.
",,1.0,Disagree,Disagree,Disagree
2017-10-09,Anonymous,,Current Employee,LG review,"Great work-life balance. Work independently no micromanagement. Holidays and weekends off. Pays weekly
","My position is a marketing position. Marketing a company that doesn't put the bigger piece of it pie towards advertising can be challenging.
",,4.0,Agree,Agree,N/A
2017-10-09,Anonymous,,Former Employee,Software Engineer,"The work life balance is fine.
","Lot of company politics and gossip
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,N/A
