token,frequency
the print version,1
this version,1
continuous operation,1
the approval,9
the countrys central bank,1
international exchange,1
bank,47
international trade,5
commitment,5
the public,2
sector,13
position,20
the chinese financial industry,1
a good standing,1
the international financial community,1
long history,1
foreign exchange,37
trade,9
vital support,1
foreign trade,1
development,95
economic infrastructure,1
offering,5
settlement,10
fund,28
transfer,11
reform,20
period,78
the historic opportunity,1
strategy,59
economic development,2
the countrys,5
key foreign financing,1
channel,5
business,249
commercial bank,7
initial public offering,1
a dual listing,1
the official banking,1
partner,1
the only bank,2
the sole financial institution,1
economy,2
integrated bank,1
global service,4
network,15
the chinese mainland,36
an integrated service,1
platform,23
corporate banking,12
personal banking,13
other commercial banking,1
investment,111
banking,67
direct investment,4
insurance,78
leasing,4
a comprehensive range,1
addition,50
the spirit,3
excellence,1
history,3
one century,1
adoration,1
the nation,1
soul,1
integrity,1
backbone,1
innovation,45
path,1
forward,7
principle,3
an excellent brand,1
image,4
the industry,5
face,4
the period,13
a large stateowned commercial bank,1
enable advancement,3
technology,23
drive,3
deliver,2
performance,68
transformation,20
enhance,2
strength,10
an effort,7
a worldclass,12
the new era,13
contribution,14
a modernised economy,1
national rejuvenation,1
life,12
goal,1
the guidance,1
the strategic goal,3
prosperous society,1
the goal,2
further strengthening,1
the development,38
foundation,2
improving,1
management,340
system,114
mechanism,38
further enhancing,1
comprehensive strength,1
the socialist modernisation,1
a big worldclass,1
a strong worldclass,1
the building,9
a financial mainstay,1
a banner,1
global financial industry,1
all business,2
a digitalised bank,1
user experience,3
ecology,2
offline coordination,2
flexible product,1
intelligent,2
risk,430
control,60
a bid,7
newfinance,1
a new ecosystem,1
a close,1
eye,1
the market,17
customer,71
a provider,1
highquality,11
a builder,1
a creator,1
datadriven value,1
a pioneer,1
the globe,5
the real economy,24
the requirement,4
line,25
the new development,1
the supplyside structural reform,3
organisation,3
a highquality,2
model,54
great capacity,1
value,111
creation,10
market,148
competitiveness,8
awareness,6
strategic focus,1
the reform,5
mindset,1
the mechanism,1
the organisation,2
the invincible force,1
leadership,4
building,10
strict governance,4
governance,10
strong guarantee,1
strategic support,1
objective,6
the state,1
society,5
every commitment,1
an open mind,1
stick,1
capability,26
competence,2
carry,1
craftsmanship,1
perfection,1
the bottom line,6
compliance,39
abide,1
the law,2
sound,3
the long term,2
valuecreation,1
promote,2
sustainable growth,2
corporate bond,1
message,4
this report,14
the context,5
the meaning,2
the performing,1
the ordinary share,3
capital,156
a nominal value,4
unit,13
interest,112
rate,169
exchange,54
basis,22
point,18
percentage,23
a public company,1
a whollyowned subsidiary,3
institution,1
a company,1
the area,5
the purpose,14
preference,35
the preference,13
share,65
foreign investment,1
director,6
the listing,2
independent nonexecutive director,2
the lawful currency,1
senior management,36
warrant,1
the information,6
authentic accurate,1
no false record,1
misleading,1
statement,64
material omission,1
full responsibility,1
the meeting,11
the number,25
person,5
voting,3
nonvoting,1
accordance,103
international auditing,1
an unqualified opinion,1
the authenticity,1
accuracy,2
completeness,2
a final dividend,4
tax,170
subject,5
capitalisation,3
the capital,21
reserve,22
this profit,2
distribution,61
the reporting,57
no misappropriation,2
shareholder,24
no material guarantee,1
own information,1
information,55
future financial business,1
other performance,1
a number,16
a substantive commitment,1
the macroeconomic environment,1
the risk,46
the creditworthiness,2
operational risk,9
the same time,5
the section,21
income,188
profit,126
the year,117
net interest,21
margin,13
ratio,77
credit,215
cost,31
loan,68
impairment,50
the financial information,2
operating,46
equity,88
total dividend,1
average equity,3
tier,31
adequacy,39
quality,30
central parity,3
the comparative data,2
the previous reporting,3
net,21
fee,16
commission,27
net trading,12
allowance,47
amortised cost,50
fair value,203
other comprehensive income,93
loss,137
the dividend,23
ordinary share,3
other equity,12
number,3
issue,10
the beginning,4
average capital,1
preparation,14
average balance,4
average daily balance,1
yearend,5
accrued interest,16
year,57
end,3
nonperforming,1
balance,21
the data,3
name,4
irbankofchinacom,4
httpwwwboccn,1
this beautiful,1
vigorous spring,1
season,1
a profit,19
a yearonyear increase,4
a year,2
onyear increase,1
the ratio,2
the allowance,4
a dividend,2
approval,26
era,1
a new development,1
drove,1
a world,1
class,2
the past year,5
the general principle,1
progress,19
stability,5
work,28
the implementation,15
a promising start,1
journey,1
the quality,8
efficiency,14
the end,80
the previous year,5
a wellspring,1
structure,29
infrastructure,7
the symposium,1
the initiative,6
the interaction,2
pricing,7
service,93
financing,27
micro,10
inclusive finance,29
growth,7
the bankwide average,1
overcapacity,4
excess inventory,1
assist,1
weakness,1
the concept,2
green credit,2
appropriate manner,1
marketbased debtforequity,1
a total volume,2
the belief,1
speculation,1
the housing,1
finance,35
a bottom line,1
approach,11
prevention,18
mitigation,14
defence,8
last year,1
internal risk,3
a compliance,2
file,2
the internal control,8
assessment,25
consumer,15
protection,10
regulatory rating,2
institutional system,1
anti money,1
counterterrorism,1
sanction,3
the antimoney,1
laundering,5
rating,21
antimoney,4
sound asset,1
cooperation,17
the reaching,1
targeted poverty,2
alleviation,21
order,50
the tough battle,1
poverty,17
input,1
a balance,1
home,3
the rest,1
the country,5
gratuitous capital,1
role,2
advancement,5
transaction,29
smart counter,2
the digitalisation,1
mobile banking,19
volume,7
experience,17
reputation,3
private cloud,1
use,27
a string,1
the intelligent investment,2
advisor,3
smart customer,4
smart risk,1
quantitative transaction,1
the integration,6
overseas information,2
integrated operation,3
the product,2
the establishment,10
a threelevel,1
the innovation,2
base,18
series,2
star,1
a campaign,1
merchant,3
thousand,1
an increase,65
solid progress,2
ability,15
capacity,13
the contribution,2
revenue,10
capitallight,1
behalf,14
debt,45
worldwide,2
marketing,15
globalisation,3
the preparation,6
a wealth,1
subsidiary,7
provision,3
replenishment,2
program,2
a constant flow,1
vigorous development,1
account,28
comprehensive operation,3
differentiated management,2
organisational structure,3
an appropriate manner,1
the management,21
incentive,4
restraint,1
benchmarking,1
emphasis,1
cultivated excellent,1
young management,1
training,12
different age,1
the frontline,1
mass,1
meeting,22
passion,1
vitality,1
operation,20
a new level,2
the first time,5
spot,2
percapita,1
peroutlet,1
the morale,1
executive,12
warm welcome,2
heartfelt,1
gratitude,2
the world,2
today,1
profound,1
the past century,1
the external environment,4
the banking,10
industry,17
the general spirit,1
the work,8
supplyside structural reform,3
the financial sector,2
the aim,13
a decisive foundation,1
the first stage,1
the 0th anniversary,2
the founding,2
outstanding performance,1
the first year,1
new development,1
driving,2
delivering,2
enhancing,2
solid performance,1
the equity,15
common equity,6
all meeting,1
steady growth,3
a continued increase,1
costtoincome,1
favourable growth,2
momentum,3
the construction,21
a digital bank,1
the volume,5
an intelligent outlet,1
mobile,6
productivity,1
doortodoor account,1
opening,6
the handling,1
time,13
antifraud,1
the infrastructure,2
distributed private cloud,1
a multiregion,1
multicentre,1
invention,1
patent,1
the global financial industry,1
new vitality,1
the financial module,1
single window,1
an innovative electronic collective letter,1
guarantee,18
duty payment,1
the first batch,3
crude,2
oil,4
trading,58
a package,2
the internationalisation,2
first batch,2
iron,3
ore,3
advisory product,1
rail,1
transport,1
an appointment,1
online foreigncurrency,1
withdrawal,2
financial service,5
supply,10
chain,4
a cloud,1
technologybacked payment,1
product,41
the countrys expansion,1
openingup,1
free trade,2
the first pilot,1
the free trade,1
the lead,4
bond,18
index,3
overseas regional management,1
the professional role,1
overseas business,1
the intensive operation,1
