token,frequency
information,290
capital,308
other information,16
financial information,27
additional information,15
report,99
statement,48
income,225
comprehensive income,8
balance,36
sheet,80
cash,205
flow,178
equity,204
the person,4
climate,89
ambition,61
strategy,136
investment,62
policy,149
transformation,25
governance,36
performance,242
overview,51
fiscal year,259
segment,261
oil,423
gas,669
marketing,23
control,78
risk,193
management,394
arbitration,9
supplemental oil,21
pursuant,64
corporate governance,109
compensation,212
the administration,39
related party,7
the company,122
parent,19
company,141
other financial information,7
the parent,28
model,26
safety,177
corruption,84
tax,129
evasion,18
creation,32
host,30
methodology,21
third partys report,8
reporting,57
a translation,5
the website,3
the information,53
denregistrement,4
universel,4
accordance,209
no omission,1
import,4
knowledge,26
applicable accounting,1
a fair view,2
financial position,21
the consolidation,15
the rapport,1
gestion,1
the cross,1
reference,103
list,8
page,1
the development,92
the business,67
the competent authority,2
prior approval,2
a public offer,1
the admission,1
trading,94
a regulated market,4
a transaction,2
note,88
the group,5
total,229
presentation,69
a broad energy,17
history,10
pioneer,2
spirit,2
business,220
energy,234
greenhouse,49
action,60
carbon,174
neutrality,90
net,111
renewable,3
hydrogen,35
the energy,99
transition,24
a global leader,7
the period,59
innovation,14
the heart,15
acceleration,2
a performance,6
integrated model,4
operational excellence,8
global footprint,3
an ongoing dialogue,5
an operational structure,2
major business,2
system,81
sustainability,24
chapter,319
a presence,13
natural gas,150
electricity,120
reliable cleaner,1
possible total,1
the ambition,18
represent,3
the part,1
identity,9
an exemplary manner,1
priority,16
security,56
health,96
environment,54
integrity,18
the fight,14
fraud,33
strict adherence,1
this course,1
sustainable growth,1
commitment,64
geographical area,8
gender,32
the world,49
men,2
structure,33
shareholder,19
type,30
area,46
the survey,7
bearer,8
that date,15
the basis,95
employee,141
paragraph,20
indicatorsa,1
net income,61
share,404
average capital,15
ratiob,1
organic cash,29
the fiscal year,56
a definition,1
the alternative performance,1
this chapter,98
point,94
b,102
approval,52
recordable injury,1
rate,240
emission,27
the use,80
end,62
use,119
proportion,6
senior executive,1
percentage,37
power,107
