token,frequency
the year,129
reference,44
message,3
outlook,20
upstream,11
oil,360
gas,348
information,101
capital,110
society,34
change,79
energy,114
transition,78
governance,29
section,21
disclosure,22
image,1
a light,1
the extensive range,1
the importance,14
daytoday,1
direct iconographic approach,1
the fiscal year,3
file,3
number,17
name,4
registrant,1
charter,1
incorporation,20
organisation,19
van,175
royaldutchshellshareholdersshellcom,2
principal executive,1
pursuant,12
each class,8
the issuer,2
a nominal value,6
the number,38
common stock,1
the close,7
the period,102
the annual report,4
none,8
obligation,3
check,9
mark,9
the registrant,12
a wellknown seasoned issuer,1
this report,33
transition report,1
indicate,4
period,70
such filing,1
this chapter,1
filer,7
a nonaccelerated filer,1
growth,77
company,70
definition,3
accordance,111
the extended transition,1
financial accounting,2
the term,10
basis,60
this filing,1
response,32
the previous question,1
financial statement,3
item,4
an annual report,1
a shell,1
cid0cid0,27
cid0,309
history,5
development,74
the company,52
capitalization,1
the offer,2
use,35
overview,12
structure,28
equipment,47
operating,50
a operating,1
sheet,29
tabular disclosure,1
harbor,1
senior management,7
ownership,12
party,7
counsel,2
association,6
a offer,1
listing,7
plan,67
distribution,17
the issue,5
display,1
part,65
committee,22
dollar,7
measurement,10
acre,1
day,24
natural gas,117
a factor,10
barrel,23
kboed,1
a unit,1
annum,6
a daily basis,1
a calendar,1
year,53
petroleum,3
a current cost,20
carbon,23
capture,8
storage,15
dioxide,9
share,252
free cash,14
flow,109
final investment,2
decision,17
accounting,53
health,15
safety,60
security,24
environment,41
global oil,4
industry,46
mining,6
lease,26
licence,25
contract,39
total,21
recordable case,4
frequency,5
total shareholder,5
return,14
the parent,4
the absolute,1
reporting,23
control,33
significant influence,2
neither control,2
joint control,3
an investment,11
regard,5
portfolio,55
a wide range,13
scenario,10
a spectrum,1
aboveaverage intensity,1
intensity,29
the development,24
investment,84
horizon,7
ambition,24
societys implementation,1
goal,7
global average temperature,3
preindustrial,6
indirect carbon,1
the energy,60
a reconciliation,2
certain information,2
the control,6
interest,368
exchange,31
the required precision,1
a meaningful reconciliation,1
unreasonable effort,1
respect,141
