token,frequency
report,147
listed,78
stock,63
exchanges,7
earthquake,2
orphan,4
sponsorship,2
project,32
sponsored,7
cumulatively,2
insurance,611
service,222
covering,5
million,713
customer,63
generation,5
integrated,5
business,284
processing,3
system,85
life,244
it,28
initiated,2
operation,109
enhanced,19
constantly,12
paperless,5
application,35
reached,14
a,85
n,1889
u,375
l,807
r,900
e,1582
p,555
management,534
discussion,10
analysis,43
contents,1
prelude,2
chairmans,2
statement,148
embedded,38
governance,37
other,64
information,125
financial,384
definitions,2
material,53
risk,313
profile,4
core,15
summary,31
in,207
annual,158
unless,9
context,3
otherwise,6
requires,8
following,51
expression,1
meaning,3
the,845
subsidiary,76
amc,34
amp,28
clwm,24
clpc,30
cli,22
cbirc,15
csrc,1
hkse,8
sse,3
company,515
law,81
securities,81
prc,62
capital,111
group,96
controlling,21
shareholder,120
nonwholly,3
owned,9
asset,416
limited,100
indirect,7
non,10
wholly,4
whollyowned,3
banking,7
regulatory,48
commission,42
predecessor,3
association,19
for,238
purpose,35
refers,5
excluding,7
special,27
administrative,8
region,6
ha,174
stated,15
detail,14
existing,4
including,128
relating,41
macro,5
trend,14
investment,478
network,12
security,279
please,21
refer,25
may,89
face,5
future,89
development,116
section,19
headed,5
referred,5
statements,14
c,1233
h,433
f,486
i,317
established,38
june,61
according,44
wa,267
successfully,2
exchange,49
december,724
january,138
respectively,71
registered,16
rmb,681
leading,11
posse,4
extensive,14
distribution,53
comprising,2
exclusive,24
agent,42
direct,15
sale,125
representative,48
dedicated,2
nondedicated,2
agency,42
one,110
largest,9
institutional,6
investor,44
becomes,6
shareholding,7
also,61
pension,37
our,12
product,163
include,51
individual,61
accident,40
health,48
provider,6
annuity,46
as,330
approximately,11
longterm,59
policy,155
contract,256
force,24
we,31
provide,32
shortterm,31
name,16
chinese,2
中國人壽保險股份有限公司簡稱中國人壽,1
english,1
legal,26
office,44
address,11
street,3
wwwechinalifecom,2
irechinalifecom,2
tower,2
ii,51
contact,6
secretary,34
li,16
liyhechinalifecom,1
ms,31
yinghui,1
main,14
person,41
external,26
engaged,3
iii,27
and,69
place,5
obtaining,2
journal,2
times,3
wwwssecomcn,1
website,17
clearing,8
wwwhkexnewshk,1
plaza,1
lfc,1
telephone,3
fax,1
email,4
media,1
companys,9
share,161
disclosure,57
designated,16
websites,1
obtained,17
v,132
computershare,1
investors,5
services,7
shops,1
th,27
depositary,2
adr,1
king,3
llp,7
debevoise,1
ming,6
changan,1
long,7
history,3
excellent,6
brand,7
prominent,2
principal,29
sound,6
strength,3
technology,31
first,62
batch,1
enterprise,23
underwrite,1
approved,46
government,38
establishment,17
october,27
founded,1
after,38
restructuring,11
reorganization,3
successively,26
home,2
abroad,3
becoming,1
triplelisted,1
since,57
played,1
role,8
explorer,1
pioneer,2
industry,52
committed,3
creating,3
worldclass,4
through,7
continuous,10
building,12
become,8
famous,1
strong,2
world,5
growing,1
value,406
influence,9
end,93
selected,7
worlds,1
most,4
influential,1
published,17
twelve,1
consecutive,5
year,595
ranking,6
ranked,3
session,156
list,5
stick,1
explores,1
huge,1
potential,13
market,136
maintains,1
position,87
gross,40
written,80
premium,186
exceeded,4
achieving,4
new,71
record,21
high,15
accumulation,3
solid,1
comparable,8
total,93
amounted,20
capitalization,5
outlet,5
counter,6
urban,4
rural,5
area,18
reporting,178
period,193
number,84
channel,65
form,25
unique,2
powerful,1
within,76
reach,6
moreover,2
implemented,15
strategy,28
great,22
depth,13
adhering,2
concept,7
technological,5
innovation,5
cultivate,1
firstclass,1
operational,11
control,126
strives,1
establish,4
equipped,3
mobile,7
intelligent,20
social,13
feature,9
leverage,1
convenient,3
public,36
base,6
offering,5
during,51
course,30
accumulated,30
wealth,12
professional,19
stable,14
team,20
experience,51
well,26
versed,1
art,3
key,33
personnel,14
comprise,5
indepth,4
knowledge,8
understanding,21
member,97
senior,63
experienced,2
underwriting,12
actuary,5
manager,53
movement,19
might,3
impact,50
yearonyear,56
increase,92
income,225
persistency,2
rate,155
month,32
percentage,64
protection,18
oriented,6
firstyear,24
regular,48
point,35
major,65
indicators,2
five,44
years,7
data,19
change,118
under,10
standards,13
ended,221
revenue,21
earned,5
claim,96
expense,114
benefit,88
profit,209
tax,146
net,136
attributable,47
equity,193
holder,56
ordinary,25
cash,171
inflowoutflow,11
operating,55
activity,48
liability,253
per,36
basic,43
diluted,5
ratio,30
weighted,11
average,27
decrease,46
yield,27
figure,7
past,9
adjusted,18
basis,74
equivalent,33
fair,231
loss,166
availableforsale,61
heldtomaturity,21
deposit,71
purchased,21
agreement,213
resell,18
loans,11
statutory,30
restricted,12
property,111
investments,24
associate,65
joint,81
venture,68
calculating,2
earnings,15
tail,1
difference,28
taken,5
account,40
liabilitiestotal,1
paid,124
sold,43
repurchase,45
beginning,48
derivative,33
items,23
of,69
reasons,4
term,100
an,20
scale,13
negotiated,1
allocation,21
bond,72
corporate,44
need,10
liquidity,35
loan,72
debt,68
plan,56
steadily,1
increased,39
renewal,11
deferred,56
balance,30
payable,75
interestbearing,14
universal,9
maturity,35
borrowing,18
combined,7
comprehensive,77
fiveyear,2
bank,33
gbp,1
date,114
threeyear,5
usd,15
september,22
eur,3
sixmonth,1
automatically,4
renewed,19
upon,37
pursuant,53
all,27
fixed,21
floating,9
realised,17
gain,49
na,5
steady,6
growth,32
expansion,5
interest,147
dividend,81
fund,158
spread,5
qualified,4
impairment,66
participating,24
result,84
effort,17
redemption,45
subordinated,11
taxable,6
open,9
due,99
overall,25
volatility,8
downward,6
acquisition,28
cost,121
reserve,57
policyholder,56
resulting,21
finance,30
significant,91
s,29
chairman,52
flourish,1
thrives,1
spring,1
breeze,1
blow,1
beautiful,1
season,1
behalf,4
trillion,3
