token,frequency
contents,2
about,5
governance,95
management,955
and,211
analysis,79
significant,131
events,11
fiveyear,1
summary,38
introduction,1
business,792
performance,87
glance,1
chairmans,2
statement,156
customer,488
development,246
technologypowered,15
transformation,44
overview,8
life,312
health,127
insurance,1229
property,254
casualty,143
investment,690
technology,205
embedded,36
value,514
liquidity,56
capital,243
resources,8
risk,918
sustainability,10
prospects,1
future,88
corporate,187
report,197
changes,20
directors,122
supervisors,37
financial,1003
statements,86
independent,82
auditors,7
consolidated,106
income,384
comprehensive,181
position,135
in,423
cash,210
flows,5
notes,50
other,159
information,163
ping,1602
an,1552
milestones,1
honors,1
awards,2
cautionary,1
regarding,58
forwardlooking,26
to,42
extent,22
made,60
contain,13
historical,14
essentially,1
forward,35
looking,6
these,31
include,65
limited,70
projection,3
target,15
estimate,54
plan,126
expects,7
anticipates,3
may,116
occur,6
words,1
potential,27
objective,34
intends,1
belief,4
variation,2
word,2
similar,19
expression,3
intended,5
identify,15
subject,27
known,12
unknown,1
uncertainty,20
general,105
specific,26
readers,1
cautioned,1
variety,6
factor,46
many,6
beyond,7
control,139
affect,13
operation,217
result,104
could,12
cause,6
actual,33
differ,6
materially,4
expectation,15
expressed,4
exchange,55
rate,285
fluctuation,16
market,201
share,411
competition,9
environmental,28
change,190
legal,36
regulatory,80
framework,59
international,38
economic,75
condition,44
considered,31
carefully,4
reader,1
place,30
undue,2
reliance,1
companys,14
addition,49
undertakes,12
obligation,42
publicly,5
update,5
revise,2
contained,3
new,135
event,41
otherwise,23
employee,146
affiliate,1
responsible,58
making,25
representation,4
concerning,5
boundless,2
world,14
we,67
journeyed,1
at,27
leaving,1
footprint,1
sand,1
time,64
with,18
prayer,1
sincerest,1
hope,2
hand,15
shoulder,2
fight,5
finance,104
tech,1
charity,5
volunteering,1
service,449
rural,22
communities,1
support,72
working,8
hard,2
keeping,9
mind,3
run,8
way,15
serving,13
real,42
economy,38
people,25
livelihood,11
advancing,4
lifes,15
reform,37
digitization,4
building,29
smart,89
city,27
healthcare,87
ecosystem,72
embracing,1
sky,2
launching,2
pingan,2
you,1
i,4
together,11
more,8
million,625
numerous,1
family,14
household,2
era,1
on,26
journey,2
december,679
rmb,441
number,94
internet,52
user,95
retail,134
contract,345
per,109
operating,181
profit,397
proportion,49
holding,36
multiple,27
different,37
subsidiary,209
sourced,12
base,33
attributable,56
shareholder,155
parent,64
company,459
roe,5
basic,21
earnings,18
group,274
solvency,90
margin,127
ratio,180
asset,812
liability,328
return,99
residual,27
net,229
interest,262
costtoincome,5
nonperforming,30
loan,212
provision,112
coverage,18
day,71
overdue,39
core,64
tier,18
adequacy,32
na,5
note,48
some,5
indicator,36
disclosed,51
le,41
five,26
year,841
figure,3
reclassified,10
restated,6
conform,2
securities,110
relevant,99
period,148
presentation,9
strives,5
become,16
worldleading,8
furthered,4
toward,7
datadriven,12
focus,14
employ,7
increase,104
efficiency,30
improve,69
acquisition,37
enhance,25
while,7
reducing,5
cost,196
promotes,13
innovation,20
fintech,11
healthtech,5
applies,6
innovative,24
namely,21
auto,84
by,45
empowers,18
continuously,26
optimizes,2
integrated,67
model,133
one,66
product,279
onestop,12
exploiting,1
local,20
advantage,20
