token,frequency
a,32
n,3
u,67
l,7
r,7
e,2
p,2
o,3
t,2
something,6
strange,1
remarkable,1
ha,36
happened,1
last,7
year,120
take,14
look,2
number,29
to,20
shareowner,3
the,169
percentage,12
represent,9
share,49
physical,24
gross,24
merchandise,9
sale,172
sold,11
independent,17
third,31
party,34
seller,68
mostly,1
small,3
mediumsized,1
business,111
opposed,1
retail,23
first,14
thirdparty,31
grown,4
total,27
put,3
bluntly,1
kicking,1
butt,1
and,18
high,4
bar,2
firstparty,4
dramatically,2
period,65
billion,159
past,7
compound,3
annual,9
growth,47
rate,96
time,51
but,8
provide,42
external,6
benchmark,1
ebays,1
why,1
much,10
better,11
selling,14
able,17
grow,8
faster,3
amazons,2
highly,7
organized,5
organization,5
there,15
isnt,2
one,25
answer,4
know,8
extremely,1
important,8
part,25
we,306
helped,1
compete,2
investing,17
offering,40
best,5
tool,9
could,69
imagine,1
build,11
many,27
including,121
help,4
manage,8
inventory,46
process,21
payment,60
track,1
shipment,6
create,7
report,36
sell,26
across,10
border,1
inventing,2
every,5
great,2
importance,2
fulfillment,72
membership,12
program,33
in,117
combination,4
two,7
meaningfully,1
improved,2
customer,164
experience,25
buying,2
with,4
success,12
well,38
established,12
difficult,5
people,6
fully,5
appreciate,1
today,6
radical,1
launched,2
invested,8
significant,53
financial,134
risk,54
internal,28
debate,1
continue,37
significantly,14
experimented,1
different,11
idea,2
iteration,3
foresee,1
certainty,1
would,26
eventually,1
like,16
let,2
alone,1
whether,24
succeed,2
pushed,1
forward,4
intuition,3
heart,3
nourished,1
optimism,1
curiosity,4
power,4
wandering,9
from,4
early,5
life,12
knew,1
wanted,3
culture,6
builder,2
curious,1
explorer,1
they,5
invent,5
even,7
theyre,1
expert,1
fresh,1
beginner,1
mind,1
see,24
way,17
thing,20
mentality,1
approach,10
big,4
hardtosolve,1
opportunity,11
humble,1
conviction,2
come,4
launch,3
reinvent,1
relaunch,1
start,1
rinse,1
repeat,4
path,1
anything,1
straight,2
sometimes,1
often,6
actually,5
youre,2
going,2
efficient,4
place,2
plan,13
execute,2
contrast,1
also,69
random,1
its,6
guided,2
hunch,2
gut,1
powered,2
deep,1
prize,1
enough,6
worth,1
little,2
messy,1
tangential,1
find,3
essential,2
counterbalance,1
efficiency,8
you,2
need,11
employ,1
outsized,1
discovery,2
nonlinear,1
likely,14
require,11
million,203
range,8
startup,3
large,12
enterprise,9
government,24
entity,13
nonprofit,1
looking,3
solution,2
end,4
user,3
spend,3
lot,1
thinking,2
want,5
inside,1
developer,11
dev,1
manager,2
ops,1
chief,19
digital,35
officer,29
information,63
security,104
etc,1
based,53
listening,4
critical,8
ask,3
listen,1
carefully,2
figure,1
thoughtfully,1
quickly,5
speed,3
matter,18
no,16
thrive,1
without,12
kind,3
obsession,2
biggest,1
needle,2
mover,1
dont,1
must,4
behalf,8
tap,1
inner,1
imagination,1
whats,1
possible,9
whole,5
example,10
asked,1
world,8
wa,85
fact,5
ready,1
hungry,1
didnt,1
followed,1
took,2
necessary,11
began,2
building,15
reworking,1
experimenting,2
iterating,1
countless,1
proceeded,1
pattern,5
recurred,1
for,33
invented,1
scalable,1
low,5
latency,3
keyvalue,2
database,16
used,40
thousand,4
aws,24
carefullytocustomers,1
side,1
heard,1
loudly,1
company,74
felt,2
constrained,2
commercial,16
option,16
unhappy,1
provider,7
decade,1
expensive,3
proprietary,16
highlockin,1
punitive,1
licensing,8
term,47
spent,3
several,10
engine,3
fullymanaged,1
postgresqlcompatible,1
service,183
durability,1
availability,10
onetenth,1
cost,154
surprised,1
worked,4
optimistic,2
specialized,2
workload,2
over,6
ran,1
using,23
relational,2
broad,6
familiarity,1
among,20
made,14
technology,61
goto,1
wasnt,1
ideal,1
though,2
suboptimal,1
data,59
set,18
size,10
acceptable,7
query,1
long,9
make,27
work,11
application,6
storing,1
amount,87
terabyte,1
petabyte,1
requirement,19
apps,3
changed,3
driving,1
realtime,1
processing,18
ability,16
request,5
per,31
second,6
store,62
inmemory,1
series,1
ledger,1
right,30
job,2
save,2
money,11
get,3
product,150
market,54
plunging,1
helping,1
harness,1
working,7
advance,6
initial,8
attempt,1
externalize,1
failure,13
it,7
experimentation,1
refinement,1
valuable,2
insight,1
enable,14
month,13
ago,2
remove,1
heavy,3
lifting,1
complexity,3
guesswork,1
step,7
machine,4
learning,9
democratizing,1
model,10
top,3
sagemaker,1
enhance,4
adding,2
new,41
reinforcement,2
capability,3
steep,1
curve,1
moving,1
largely,8
reach,4
wellfunded,3
technical,5
none,6
willingness,2
try,1
totally,1
responding,2
customercentric,3
run,3
growing,3
fast,4
imagining,1
impossible,2
remains,6
player,3
global,21
singledigit,1
larger,5
retailer,3
country,16
operate,12
thats,1
nearly,1
offline,2
brick,1
mortar,1
considered,10
might,5
serve,13
needed,1
really,1
delight,1
environment,3
clear,3
vision,4
rid,1
worst,1
checkout,1
line,8
wait,2
instead,2
imagined,1
walk,1
pick,1
leave,1
getting,1
hard,8
technically,1
required,31
effort,6
hundred,3
smart,4
dedicated,2
computer,11
scientist,4
engineer,4
around,4
design,9
camera,2
shelf,1
algorithm,1
stitch,1
together,3
imagery,1
cooperating,1
simply,2
receded,1
background,1
invisible,1
reward,1
response,3
whove,1
described,8
shopping,5
magical,1
excited,2
future,47
scale,5
as,53
grows,1
everything,1
failed,2
experiment,2
if,31
move,3
amazon,1
occasionally,1
multibilliondollar,1
of,12
course,6
wont,1
undertake,1
cavalierly,1
good,13
bet,3
ultimately,4
pay,9
this,27
largescale,1
taking,3
society,4
news,2
single,6
winning,1
cover,2
loser,1
development,19
fire,4
phone,2
echo,2
started,1
while,3
accelerate,2
inspired,1
origin,1
arena,1
wed,1
cloud,6
day,14
recommendation,3
gave,1
front,1
row,1
seat,1
after,1
debuted,1
asking,1
definitely,1
research,5
doesnt,1
gone,1
said,4
black,1
alwayson,1
cylinder,1
kitchen,3
pringles,1
talk,1
question,2
turn,3
light,3
play,1
music,11
i,15
guarantee,5
theyd,1
looked,1
strangely,1
thank,2
since,13
firstgeneration,1
purchased,3
alexaenabled,1
device,23
understand,3
knowledgeable,1
ever,2
doubled,2
skill,4
spoke,1
ten,4
compared,20
builtin,2
available,34
headphone,1
car,1
home,3
closing,2
shareholder,14
letter,6
focus,18
hiring,3
retaining,4
versatile,2
talented,3
employee,38
think,2
owner,8
achieving,6
requires,13
use,26
analysis,8
raised,3
minimum,7
wage,7
anhour,1
fulltime,2
parttime,2
temporary,3
seasonal,4
hike,1
benefitted,1
site,3
holiday,5
strongly,1
believe,26
benefit,42
invest,14
drove,1
decision,23
always,3
offered,8
competitive,15
decided,1
lead,3
offer,35
went,2
beyond,5
seemed,1
challenge,5
competitor,10
match,1
do,2
yet,5
go,1
throw,1
gauntlet,1
back,4
competition,15
everyone,1
introduced,1
came,2
head,1
mentioned,1
tuition,1
fee,27
towards,2
certificate,5
diploma,1
qualified,7
field,3
study,1
leading,1
indemand,1
career,2
associate,2
away,1
more,1
taken,3
advantage,6
continues,1
similarly,1
train,4
hourly,2
resume,1
writing,1
communicate,1
effectively,7
basic,6
october,11
continuation,1
commitment,23
signed,5
presidents,1
announced,5
upskilling,1
innovative,2
training,2
our,86
investment,83
limited,7
current,34
present,9
tomorrow,1
workforce,2
pledged,5
recently,2
support,22
cs,1
education,1
elementary,1
school,1
university,1
student,1
particular,6
attracting,1
girl,1
minority,2
profession,1
incredible,2
talent,1
veteran,3
meeting,2
pledge,2
hire,3
military,1
spouse,1
providing,6
onthejob,1
computing,5
huge,1
allowing,4
challenging,2
continuing,3
worldwide,6
pioneering,1
spirit,1
teams,1
attach,1
copy,3
original,7
sincerely,1
executive,24
shareholders,2
reprinted,1
passed,1
milestone,1
yearend,3
served,9
yielding,1
revenue,48
extended,6
leadership,9
despite,2
aggressive,4
entry,6
internet,15
online,42
commerce,9
precious,1
personalization,1
amazoncom,2
us,12
real,4
value,90
hope,1
enduring,2
franchise,3
window,1
marshal,1
resource,12
pursue,4
purchasing,1
receptive,1
forming,1
relationship,11
landscape,1
continued,8
evolve,1
pace,1
moved,1
credible,1
devoted,1
substantial,8
energy,4
awareness,1
traffic,3
goal,2
solidify,3
extend,5
position,18
begin,5
area,4
targeting,2
strategy,2
serious,1
crisp,1
execution,2
leader,2
all,7
about,3
fundamental,3
measure,27
direct,5
result,114
stronger,2
powerful,2
economic,15
translate,1
directly,4
higher,14
profitability,7
greater,11
capital,58
