token,frequency
dear,1
shareholder,8
customer,132
partner,22
employee,42
as,57
i,8
reflect,11
progress,5
past,6
year,284
first,15
want,11
say,1
thank,1
commitment,20
investment,111
proud,3
weve,1
accomplished,1
together,18
innovate,3
help,24
navigate,2
digital,18
transformation,7
even,5
optimistic,2
opportunity,32
ahead,4
we,211
living,2
crucial,1
time,41
history,2
impact,61
technology,46
every,28
part,54
daily,4
life,19
work,18
aspect,3
society,4
economy,3
acute,1
ever,1
it,13
incumbent,1
upon,12
leader,4
industry,20
ensure,7
build,10
always,1
creates,4
too,1
often,4
celebrate,1
disruption,2
sake,1
without,9
reflecting,4
unintended,1
consequence,7
what,2
world,40
need,20
benefit,47
people,28
broadly,3
trusted,3
our,108
mission,9
empower,13
person,9
organization,47
planet,4
achieve,12
business,133
model,17
dependent,5
success,6
grounded,1
creating,7
local,19
economic,11
community,10
helping,5
unlock,6
power,8
address,8
pressing,3
challenge,5
platform,31
tool,24
enable,13
creativity,3
u,41
they,7
drive,12
smallbusiness,1
productivity,37
large,17
competitiveness,3
publicsector,5
efficiency,5
also,67
support,33
new,100
startup,4
improve,7
educational,3
health,10
outcome,14
human,9
ingenuity,3
sense,2
purpose,6
lie,1
culture,3
enables,7
pursue,2
growth,50
mindset,2
its,3
continuous,3
practice,5
learning,13
renewal,1
courage,1
confront,1
fixed,3
collectively,3
moving,1
group,7
know,2
learn,4
to,12
must,7
diverse,7
perspective,2
experience,33
around,22
deep,2
unmet,1
unarticulated,2
each,3
day,13
pushing,3
obsessed,1
inclusive,4
operate,8
one,41
ultimately,1
make,21
bigger,1
difference,5
and,33
greatest,1
privilege,1
microsoft,4
seeing,3
firsthand,1
incredible,2
ecosystem,5
touch,1
billion,209
single,10
positively,2
impacting,1
in,147
ha,28
connected,3
hundred,1
thousand,1
home,3
across,43
solar,1
using,52
innovating,4
payasyougo,1
household,1
le,14
establish,1
credit,42
applying,6
among,12
state,8
vulnerable,1
population,1
child,2
foster,2
care,1
medapp,1
cardiologist,1
visualize,1
patient,2
heart,2
beat,3
real,5
reducing,4
amount,81
perform,4
openheart,1
surgery,1
hawaii,1
connect,7
land,3
sea,1
focus,7
best,8
protect,2
pristine,1
coral,1
reef,1
take,8
diving,1
yearold,1
dyslexia,1
avoided,1
reading,2
class,12
started,2
underserved,1
rural,1
code,5
opening,3
door,1
future,40
would,11
previously,16
unimaginable,1
globe,1
enterprise,19
iconic,1
brand,1
like,8
zf,1
car,1
manufacturer,13
capability,9
thrive,3
company,47
software,97
largest,11
revenue,255
biggest,1
private,4
employer,2
chose,1
fuel,2
transforming,5
shopping,1
empowering,1
million,196
associate,1
sum,1
create,19
broad,14
surplus,1
everywhere,1
farmer,1
able,5
apply,7
precision,1
agriculture,1
conserve,1
resource,18
increase,36
yield,3
hospital,1
lower,24
cost,102
healthcare,1
reaching,1
market,65
the,151
breadth,1
depth,1
trust,4
placing,1
fueling,2
result,56
