token,frequency
a life,3
insurance,386
company,24
capital,47
life,45
an extensive distribution,2
network,8
asset,53
management,401
shareholding,3
individual life,2
group,15
accident,18
health,36
provider,2
annuity,29
the company,109
force,21
shortterm health,3
governance,7
report,35
value,144
management discussion,2
and,33
analysis,28
financial report,2
information,74
long history,1
excellent brand,1
the predecessor,2
the first batch,2
business,223
establishment,6
the restructuring,1
reorganization,2
home,3
the first financial insurance,1
enterprise,7
the role,1
an explorer,1
pioneer,1
industry,42
a worldclass,2
financial insurance,1
brand,6
longterm,5
continuous brand,1
building,4
the world,2
influence,2
the end,104
the brand,1
session,4
list,1
principal,2
sound financial strength,1
principal business,2
the life,11
market,73
leading position,2
a new record,1
high,1
the longterm,3
development,74
accumulation,1
financial strength,1
comparable,1
the total market,1
capitalization,4
the number,24
powerful distribution,1
service,48
the reach,1
strategy,15
great depth,5
concept,5
technological innovation,1
firstclass,1
operational management,1
risk,253
control,65
customer,12
a customer,2
system,74
mobile intelligent,1
convenient,1
extensive customer,1
base,3
an extensive customer,1
offering,2
the long course,1
a wealth,1
experience,26
operation,55
professional management,1
team,15
the art,1
core,7
knowledge,5
understanding,4
senior management,32
investment,245
no movement,1
a material impact,3
stable core,1
asia,1
golden dragon,1
award,6
highquality,12
ark,1
alleviation,4
the year,311
annual insurance,1
influential insurance,1
the annual hybrid,1
it,1
the asia,1
region,2
the association,1
the excellence,1
xxx,3
a yearonyear increase,16
net profit,43
attributable,15
equity,107
an increase,52
income,115
yield,17
solvency,20
percentage,32
a payment,7
duration,9
major financial data,1
indicators,1
years,3
tax,95
profit,117
ordinary share,9
cash,97
inflowoutflow,11
december,136
assets0,1
share,41
share0,3
operating,22
international financial reporting,1
ifrs,1
yield0,4
increase,9
decrease,11
fair value,151
loss,112
the percentage,10
change,7
net cash,5
the tail,1
account,21
the previous year,11
the period,40
the period0,4
major items,1
reasons,1
for,4
the maturity,4
term,24
the allocation,3
government,12
the fair value,59
liquidity,26
policy,64
deposit,2
the accumulation,2
the scale,1
universal insurance,2
other insurance,5
the combined impact,1
total comprehensive income,1
distribution,40
a threeyear bank,1
loan,7
a maturity,8
date,68
a fiveyear bank,3
a sixmonth bank,1
maturity,17
pursuant,29
the agreement,72
the above,4
rate,104
fiveyear bank,1
a threeyear loan,1
a oneyear bank,1
payable other borrowingsnote,1
the steady growth,1
net fair value,3
the expansion,1
interest,78
spread income,2
other income,9
a combined impact,1
the growth,9
a decrease,5
surrender,5
contract,61
