token,frequency
the year,88
certain,1
the document,1
historical information,1
business,152
operating,30
the forwardlooking,1
detailed discussion,1
website,2
preamble,1
table,1
information,26
executive,27
the company,55
charge,4
certify,1
the annual business,1
report,12
knowledge,3
this report,6
other financial information,2
the report,2
the financial condition,5
cash,84
sung,163
commercial name,1
establishment,3
an initial public offering,1
name,20
a resolution,15
phone,3
number,17
english language,1
the corporate headquarter,1
https,1
wwwsamsungcomsec,1
air,14
network,9
smartphone,18
tv,99
a global electronics,1
firm,21
the world,8
regional headquarters,5
the global digital,1
era,2
innovative technology,1
value,69
the core,1
product,72
position,38
the market,20
leader,3
hardware,2
software,7
smart tv,1
portfolio,8
market,114
leadership,15
competitive edge,1
the premium,1
segment,14
a key product,1
the business,17
a lineup,1
lowend,2
growth,26
series,3
the smartphone,7
exceptional user,1
innovative hardware,1
new form,1
technology,65
highdefinition,8
battery,2
charger,1
mobile payment,1
service,63
platform,7
investing,1
future growth,3
healthcare,1
the same time,1
endtoend,1
commercialization,1
experience,30
mobile application,1
camera,10
sensor,29
consignment production,1
display,44
influence,1
endproduct,1
new demand,2
the development,5
high quality,2
mobile productsand,1
memory,25
capacity,33
density,1
the top,1
the global memory,1
cost,46
competitiveness,24
advanced process,1
each technological iteration,1
focus,8
the forefront,2
advanced manufacturing,1
process,31
nextgeneration,14
gate,1
division,34
mobile panel,1
businesss,1
a main factor,1
the increased adoption,1
release,1
automotiveshas,1
the overall market,2
the large panel,1
ultralarge,2
productivity,8
a global leader,1
connected car,2
audio,9
renowned brand,1
both internal development,1
lineup,18
quality,69
an affiliate,3
a total,3
a reduction,3
the addition,1
reduction,8
the list,1
ownership,37
mil,30
major subsidiary,1
equipment,41
company,68
appliance,13
production,103
erythingdacorcom,2
system,37
ent,4
iew,2
serv,1
panel,32
new technology,17
display panel,7
monitor,7
ork,2
solution,10
adv,1
t,9
development,17
provider,29
da,1
e,36
ico,10
inv,1
estment,7
v enture,2
sro,7
conditioner,5
ate,16
component,10
manufacturing,7
repair,1
management,107
stem,1
oo,5
s,5
note,30
additional information,1
major business,1
ersec,3
inspiration,1
ionroad,7
sia,4
semiconductor,22
ice,14
rating,10
credit,26
external credit,1
stable investment,2
outlook,4
agency,7
range,5
bond,13
review,12
issued debt,2
grade,2
ability,9
debt,24
level,8
risk,92
low credit,2
substantial credit,1
high credit,2
speculative likelihood,1
default,6
recovery,3
interest,44
little prospect,1
strong ability,1
strong capacity,2
exposure,10
favorable business,1
nonpayment default,1
a virtual certainty,1
nonpayment obligation,1
ultimate recovery,1
visàvis,1
breach,1
the filing,1
a bankruptcy,1
petition,1
the taking,1
a similar action,1
history,6
the information,3
asset,18
security,5
location,8
printing,1
package,1
head,14
office,12
no change,1
the reporting,27
period,48
the annual meeting,1
addition,27
date,55
the major shareholder,10
the same year,3
printing solution,1
the sale,10
full ownership,1
stake,1
affiliate,3
organizational structure,2
a team,2
unit,11
organization,9
the first quarter,2
paidin capital,1
a postsplit basis,2
a cumulative basis,1
accordance,86
the same date,2
basis,17
stock,56
split,6
effective fro m,1
par value,6
every co,1
mmon,1
preferred share,2
the cancellation,1
treasury,10
a part,4
shareholder,18
return,6
policy,23
method,22
direct acquisition,1
dividend,10
capital,38
registered stock,1
registered equity,1
common stock,7
nonvoting,1
noncumulative preferred stock,1
preferred stock,3
par,1
the number,9
nonvoting preferred stock,1
the total number,3
no voting,3
limited voting,3
full voting,2
the right,4
the appointment,1
dismissal,2
a portion,1
way,3
sustainable growth,3
performance,73
the scale,1
other return,1
share,48
profit,166
total cash,1
total stock,1
payout,1
ratio,17
yield,2
the parent,22
a consolidated basis,10
common share,1
further information,1
