token,frequency
business,72
highlights0,1
revenue,34
combined volume,2
proﬁt,4
oil,52
a percentage,5
total volume,8
margin,10
net proﬁt,1
equity,99
average number,1
the year0,1
this publication,2
convenience,2
reference,11
no useful purpose,2
any particular company,2
financial year,10
interest,70
tax,83
depreciation,9
amortisation,8
profit,70
the share,5
income,71
balance,34
sheet,26
image,1
metal,15
warehouse,1
trade,43
the world,13
closer,1
the wealth,1
mutual trust,1
mission,1
that responsibly,1
global network,3
the global economy,2
a quarter,1
a century,1
prosperity,1
a glance,2
management,124
funding,64
model,97
governance,24
diverse business,2
statement,22
review,14
progress,7
responsible business,1
performance,30
further information,3
visit,1
wwwtrafiguracomresponsibility,1
core,5
physical trading,1
complement,1
volume,18
a fragmented market,1
no single company,1
a dominant position,1
petroleum,13
the few oil,1
product,9
global presence,1
comprehensive coverage,1
subsidiary,10
market,127
access,12
shipping,5
desk,18
freight,9
commodity,38
trading,87
the professional market,1
provider,2
port,9
transport,2
particular expertise,1
hardtoreach,1
potential partner,1
support,15
specialised alternative investment,1
private equity,1
the global supply,1
demand,48
governancefinancial statementsrisk,27
capacity,17
physical commodity,5
value,92
the global trade,1
exceptional service,1
the supply,8
chain,5
thirdparty tankage,1
regional market,1
customer,6
highquality,3
barge truck,1
rail pipeline,1
vessel,3
space,2
time,17
form,1
network,4
knowledge,2
financing,23
cost,30
efficiency,3
scale,1
investment,33
supply,29
optimisation,1
liability,16
risk,126
insurance,7
compliance,8
responsibility,9
resilient,1
the resilience,3
the provision,6
global roster,2
the year,104
company,19
0th anniversary,1
another year,1
strong trading,1
financial performance,6
global scale,3
disciplined approach,3
a profit,2
the previous year,7
asset,17
strategy,9
growth,40
energy,5
the other hand,4
the oil,4
a number,18
intense competition,1
arbitrage,5
a pricing,1
structure,14
spot,6
forward,5
consistent profit,1
a strong financial performance,1
aggregate profit,1
the figure,4
gross profit,7
percent,113
division,9
contribution,10
a difficult first half,1
the end,28
pretax profit,1
the sale,24
infrastructure,15
joint venture,13
global fund,3
manager,4
a longterm perspective,1
activity,17
a single deep talent,1
pool,2
skill base,1
the company,14
the combination,3
profitable track,1
record,5
this year,9
a highvolume lowmargin,1
hubs,1
scale manage,1
the maximum benefit,1
bespoke,1
share,33
a disciplined approach,1
allocation,2
capital,51
approach,12
a rapid reaction,1
tariff,1
conflict,3
traditional commodity,1
the agility,1
backwardation,3
the start,8
fiscal year,15
book,10
storage,13
the business,14
footing,1
finance,29
region,1
instrument,15
currency,17
the same time,2
leverage,4
adjusted debt,6
net equity,1
yearend,5
target,1
ratio,11
facility,16
part,27
focus,7
portfolio,8
term,11
marketing,2
worthy,1
mention,1
footprint,9
a significant share,1
export,16
the country,6
producer,5
this position,4
the capacity,2
the market,35
side,5
further growth,2
the copper,2
belt,1
subsaharan,1
further diversification,1
nickel,7
cobalt,6
innovation,1
the coal,3
an important strategic development,1
place,14
the agreement,3
a certain number,1
this transaction,5
a network,1
a key role,1
copper,19
lead,15
addition,16
the profit,2
the transaction,13
this joint venture,1
a new partnership,1
future investment,2
a continuation,1
an approach,1
the opportunity,3
the risk,17
a consolidating,2
industry,10
environment,14
the global interest,1
rate,81
cycle,4
credit,67
the sector,2
economic growth,2
the strength,1
population,2
industrialisation,1
urbanisation,2
development,6
electrification,1
anything,1
volatility,14
trend,1
a consequence,4
recent underinvestment,1
new production,1
first demand,1
the transition,1
a lowercarbon,1
economy,2
need,1
organisational structure,1
profitable growth,2
a challenging year,1
some commodity,2
an excellent financial performance,1
this financial year,1
an increase,10
gross operating,1
profitability,8
financial liquidity,1
a significant gain,1
a new investment,2
venture,6
last year,5
a range,6
every year,2
the trend,1
net profit,2
a decrease,1
figure,1
a business,11
total gross profit,1
component,2
strong year,2
a satisfactory result,1
the first half,2
a result,30
the switch,1
the contango,1
pricing,17
radical restructuring,1
a material improvement,1
the final quarter,1
underlying trading,1
a further contributor,1
a gain,6
divestment,5
the concurrent revaluation,2
the retained interest,5
a collection,1
ongoing capacity,1
debt,37
geography,4
the increase,9
diversification,4
base,14
the reduction,2
targeted leverage,1
continued strict control,1
expenditure,8
cash,82
utilisation,1
resilient business,1
increased average,1
the relentless,1
pressure,3
sector,6
the consequent requirement,1
control,17
that context,1
preferred measure,1
operating,20
yearonyear,5
the fundamental strength,1
the level,8
increase,8
the strong increase,1
increased need,1
the pricing,4
formula,2
borne,1
financial income,1
expense line,1
the income,3
this total,1
the net balance,1
item,9
line,12
the other income,1
an impairment,5
amount,33
the equityaccounted investee,4
an amount,12
percent stake,1
an agreed price,2
a pretax loss,2
significant gain,1
arose,1
the divestment,4
stake,9
certain infrastructure,1
the joint venture,5
beneficial transaction,1
another successful example,1
partnership,2
a new joint venture,1
a wellestablished international fund,1
continued access,1
this approach,1
discipline,2
platform,2
a standalone basis,1
the creation,1
an oil,2
the subsequent sale,1
a majority,3
retention,1
the establishment,3
iron,18
ore,24
mine,23
flow,42
comparable,1
the basis,11
price,38
a net working,1
requirement,2
a backwardated oil,1
capital debt,1
a net cash,1
use,14
a net use,1
net cash,9
the overall balance,1
a year,6
a public rating,2
the fact,3
a rating,3
order,8
a particular rating,2
level,24
longterm value,2
creation,2
maintenance,2
a strong balance,1
a public,1
