token,frequency
limited,66
stock,30
code,46
ordinary,67
hshare,4
offshore,24
preference,117
report,107
the,1424
print,1
version,6
published,9
april,23
supersede,1
aannual,388
reporten,402
m,462
hkex,404
ec,402
bank,379
longest,1
continuous,10
operation,116
among,41
wa,202
formally,1
established,48
february,13
following,53
approval,51
dr,2
sun,1
yatsen,1
from,56
served,77
consecutively,1
country,114
central,61
international,55
exchange,120
specialised,16
trade,15
fulfilling,5
commitment,66
serving,21
public,40
developing,7
financial,1310
service,252
sector,30
rose,5
leading,27
position,109
industry,58
developed,22
good,9
standing,8
community,4
despite,1
many,12
hardship,1
setback,1
after,8
drawing,2
long,11
history,6
statedesignated,1
foreign,128
became,10
responsible,34
managing,7
provided,44
vital,1
support,45
nation,5
development,186
economic,51
infrastructure,5
offering,16
settlement,21
overseas,108
fund,98
transfer,47
nontrade,1
during,40
reform,42
opening,5
period,116
seized,7
historic,4
opportunity,27
presented,20
government,53
strategy,49
capitalising,3
advanced,20
technology,47
boost,4
key,72
financing,57
channel,34
building,57
competitive,12
advantage,26
business,384
in,253
transformed,4
wholly,8
stateowned,19
commercial,60
august,62
incorporated,6
listed,50
june,53
july,51
respectively,47
becoming,8
first,53
launch,4
initial,34
achieve,8
dual,1
listing,14
market,231
designated,31
thus,67
sole,7
institution,243
emerging,21
economy,49
seven,5
consecutive,16
year,329
having,2
olympic,4
games,5
official,6
banking,167
partner,5
winter,4
making,29
two,21
as,337
globalised,3
integrated,24
ha,141
wellestablished,1
global,57
network,21
set,67
mainland,90
well,55
region,104
it,233
platform,32
based,89
pillar,2
corporate,88
personal,80
cover,7
investment,317
direct,22
security,173
insurance,132
aircraft,33
leasing,15
area,63
providing,26
customer,318
comprehensive,87
range,23
serve,54
local,48
noteissuing,2
respective,9
upheld,1
spirit,7
pursuing,6
excellence,2
throughout,8
one,41
century,4
with,18
adoration,1
soul,2
integrity,5
backbone,1
innovation,52
path,2
forward,50
people,13
guiding,2
principle,23
built,10
excellent,16
brand,12
image,3
widely,2
recognised,122
within,53
face,13
great,22
achievement,5
large,7
follow,4
xi,7
jinping,2
thought,2
socialism,3
chinese,13
characteristics,2
new,107
era,28
fully,22
implement,11
th,31
persistently,9
enable,9
advancement,8
drive,10
deliver,12
performance,83
transformation,30
enhance,32
strength,16
effort,59
build,18
worldclass,17
make,26
greater,20
contribution,28
modernised,1
realise,9
national,22
rejuvenation,2
aspiration,1
live,1
better,15
life,41
strategic,39
goal,8
enabling,1
driving,4
delivering,2
enhancing,25
realisation,1
requires,14
threestep,2
approach,37
by,29
completes,2
moderately,2
prosperous,2
society,9
respect,28
consolidated,95
foundation,9
cemented,2
unique,4
improved,72
system,127
mechanism,47
enhanced,49
overall,36
basically,2
realises,2
modernisation,2
highranking,2
strong,10
toptier,3
front,9
become,11
treasure,2
modern,5
socialist,2
paragon,2
implication,1
we,55
quicken,3
step,7
digitalised,3
offer,11
user,5
experience,37
rich,4
scenario,21
smooth,3
onlineoffline,3
coordination,5
innovative,19
flexible,6
product,127
backed,4
efficient,7
management,567
intelligent,8
risk,652
control,174
leveraging,10
mobile,25
create,7
portal,5
access,7
whatever,2
need,29
wherever,2
go,3
simple,3
tap,2
phone,3
keeping,10
close,14
eye,3
trend,22
accelerate,6
adopting,4
groundbreaking,2
initiative,12
strive,5
provider,6
highquality,20
builder,3
connected,37
creator,3
datadriven,3
value,372
pioneer,5
across,14
globe,4
demand,27
real,34
requirement,97
rapidly,7
advance,185
digital,7
assetlight,2
streamlined,5
organisation,15
optimise,12
supply,11
resource,35
actively,44
three,27
critical,13
battle,2
foster,4
model,70
capacity,18
creation,7
competitiveness,12
raise,6
awareness,8
current,52
potential,24
challenge,9
maintain,13
focus,16
courageous,2
implementing,13
promote,16
mindset,2
gather,3
invincible,2
force,7
leadership,4
ensure,18
full,37
strict,15
governance,43
continuously,51
improve,50
capability,31
impetus,2
objective,32
strategyboc,1
plan,197
core,18
responsibility,54
professionalism,4
prudence,5
always,4
state,22
employee,55
shareholder,137
perform,14
boldly,1
take,18
carry,8
mission,1
abide,2
every,4
made,67
keep,1
word,1
consistent,10
action,9
open,7
mind,2
adhere,1
honesty,1
trustworthiness,1
aim,16
endow,1
competence,4
work,45
craftsmanship,1
constantly,8
pursue,2
perfection,1
move,5
ahead,6
never,1
stand,1
still,4
daring,1
exploration,1
learn,1
others,22
proactively,14
develop,8
idea,2
firmly,4
hold,30
bottom,5
line,41
compliance,51
law,41
governing,7
bid,6
sound,20
growth,40
term,93
evaluate,2
result,70
profitability,5
promoting,20
