token,frequency
year,86
andtelephone,1
name,18
par,6
value0,3
check,10
mark,8
the registrant,24
a wellknown seasoned issuer,1
pursuant,237
section,126
period,60
such filing,1
disclosure,23
herein,22
registrantsknowledge,1
definitive proxy,2
information,71
reference,119
filer,4
a nonaccelerated filer,1
reporting,10
company,83
growth,7
companysee definition,1
filercnonaccelerated filercsmaller,1
companyc,1
filercnonaccelerated filerxsmaller,1
the extended transition,1
c,9
a shell,1
the aggregate,23
market,34
value,65
common stock,77
billionindicate,1
the number,90
stock,71
practicable dateas,1
outstandingnot,1
forth,78
b,24
d,15
this form,2
the reduced disclosureformat,1
annual meeting,7
proceedings0item,1
a combined report,1
the common equity,1
the reduced disclosure,1
own behalf,1
the information,22
this report,41
neither company,1
any representation,1
asto,1
the other company,1
an explanation,3
each company,4
suchinformation,1
explanation,2
separateinformation,1
addition,87
separate,1
plc,8
the year,43
part,75
the future,23
othertrademarks service,1
trade,10
technology,41
the lawsof,2
cable,162
the fourth quarter,15
reportable business,13
segment,105
fourreportable business,2
highspeed internet,21
videovoice,1
security,41
automation,15
brand,6
business,178
national cable,8
a variety,14
entertainment,63
news,26
international cable,2
television,162
studio,19
production,69
variousdigital propertiesbroadcast,1
local broadcasttelevision,7
network,70
broadcast,77
various digital,2
theme,36
a consortium,7
park,24
resort,7
a directtoconsumer,4
internet voice,6
wireless,46
phone,54
a content,4
other business,8
a wireless,4
service,154
mid0,1
arena,8
other information,3
number,31
principal executive,4
charge,15
website,1
wwwsecgov,1
wwwcomcastcorporationcom,1
practicableafter,1
filingscomcast,1
internet video,1
voice,41
a discounted rate,3
distribution,88
system,38
revenue,251
the sale,51
customer,52
base,5
highspeedinternet,4
video,125
streaming,4
a limited number,3
a quad product,1
bundle,1
a component,15
equipment,51
theyuse,1
advance,15
a monthly basis,6
a portion,30
residential,1
length,2
all business,3
accordance,212
theircontractsas,1
total customer,3
residential customer,2
the transmission,5
available information,1
ofdecember,1
penetration,1
footprint,8
the designated market,1
internet,45
downstream,4
gigabit,2
access,34
an online portal,3
mobile,2
apps,2
an address,1
book,6
