token,frequency
limited,71
stock,25
code,55
ordinary,73
hshare,5
offshore,25
preference,117
report,139
the,1559
print,1
version,11
published,11
april,16
supersede,1
ra,448
eng,448
方案a,46
m,510
hkex,454
boc,353
方案,405
a,535
p,586
bank,368
longest,1
continuous,13
operation,155
among,61
established,56
served,76
consecutively,2
country,129
central,70
international,58
exchange,152
specialised,7
trade,37
after,12
drawing,3
long,8
history,3
statedesignated,2
foreign,140
became,10
responsible,37
managing,6
offering,17
settlement,35
overseas,120
fund,97
transfer,50
nontrade,1
service,361
restructured,4
wholly,8
stateowned,25
commercial,63
provides,11
various,33
financial,1431
ha,141
developed,24
large,16
delivering,7
local,52
currency,90
featuring,11
complete,6
business,434
variety,7
strong,14
strength,8
wa,231
listed,46
becoming,5
first,81
launch,8
initial,43
public,45
achieve,8
dual,5
listing,19
market,239
official,14
banking,214
partner,11
winter,15
olympics,3
thus,53
making,18
serve,56
two,23
olympic,6
games,16
in,267
institution,263
emerging,13
economy,55
designated,34
designation,5
maintained,28
ten,21
consecutive,16
year,389
with,30
growing,5
status,18
competitiveness,11
comprehensive,184
marched,1
forward,70
rank,5
world,18
from,60
th,42
launched,45
enter,4
new,148
stage,67
reform,43
development,287
aligning,1
endeavour,2
national,48
embark,2
upon,13
brand,23
journey,3
towards,8
building,78
firstclass,14
global,65
group,206
as,384
globalised,19
integrated,62
across,24
mainland,137
well,66
region,130
noteissuing,1
respective,8
wellestablished,1
network,10
platform,60
based,106
pillar,1
corporate,114
personal,75
cover,8
investment,313
direct,18
security,142
insurance,161
aircraft,31
leasing,27
asset,682
management,791
technology,68
area,85
providing,26
customer,318
range,14
embodies,1
noble,2
sense,2
duty,58
commitment,67
over,13
upheld,2
spirit,1
pursuing,7
excellence,3
remained,10
committed,9
benefit,72
society,10
contributing,9
prosperity,4
nation,8
adoration,1
soul,1
integrity,1
backbone,1
innovation,64
path,2
people,23
guiding,4
principle,24
built,29
excellent,16
image,5
widely,3
recognised,112
within,51
industry,74
faced,6
period,129
historic,1
opportunity,20
great,17
achievement,7
follow,3
develop,14
full,46
understanding,5
apply,12
philosophy,10
paradigm,9
uphold,6
mission,10
common,12
good,14
practice,17
value,446
provide,39
innovate,2
prudence,6
openness,3
inclusiveness,2
collaborate,2
mutual,5
growth,33
take,21
strategic,42
approach,28
invigorate,4
adapt,5
change,152
drive,6
major,58
breakthrough,12
strive,3
build,25
make,28
even,6
greater,31
contribution,30
realising,6
rejuvenation,1
aspiration,2
live,3
better,9
life,56
community,11
shared,6
future,55
mankind,1
strategy,114
under,11
guidance,11
xi,6
jinping,3
thought,4
socialism,3
chinese,17
characteristics,3
era,4
focus,19
basic,31
driving,7
force,9
aim,15
meet,26
demand,24
we,60
adhere,5
