token,frequency
notice,29
statement,96
cid,65
priceimpact,1
home,9
shareholders,14
wa,204
year,314
one,90
restock,7
kroger,29
threeyear,16
plan,451
create,11
shareholder,202
value,323
pursuing,2
vision,5
serve,13
food,42
inspiration,2
uplift,3
pleased,2
report,42
achieved,23
set,59
last,37
we,170
delivered,20
billion,78
saving,24
cost,190
control,66
process,22
improvement,22
invested,14
future,92
operating,169
profit,75
cash,321
flow,84
goal,53
landing,1
first,38
always,4
toughest,1
critical,6
since,27
everything,2
follows,20
depends,3
foundation,2
weve,1
built,2
that,7
position,29
u,43
deliver,9
objective,23
transform,4
company,204
longterm,168
growth,46
commitment,25
customer,88
associate,38
community,4
by,13
serving,14
stakeholder,5
rewarded,1
investing,20
also,107
growing,7
today,5
introducing,1
new,42
way,17
shop,3
fresh,8
savor,1
save,2
love,1
shopping,6
ever,3
establishing,7
live,5
and,24
reinventing,2
retail,36
model,9
together,10
better,15
of,15
course,7
transformational,1
change,132
hard,1
recognize,19
lot,1
work,14
just,1
look,3
fortune,3
list,6
you,16
count,5
dozen,1
truly,1
transformed,3
fewer,4
quarter,62
ago,5
but,3
transformation,6
imperative,2
energized,1
throughout,12
history,7
expectation,6
continue,35
evolve,1
customers,3
want,10
term,135
anything,6
anytime,4
anywhere,4
associates,1
opportunity,11
grow,6
personally,2
professionally,1
part,34
team,12
respect,95
care,14
rightly,1
sustainable,7
profitability,3
plus,14
dividend,66
know,4
inspired,1
purpose,54
motivated,1
uniquely,1
its,2
exciting,2
time,144
industry,15
even,5
embrace,1
several,18
thing,12
remain,13
constant,1
relentless,1
clarity,1
to,34
promise,1
everyone,1
friendly,2
caring,2
every,6
improve,8
day,33
ha,136
four,22
main,2
driver,8
our,94
combined,15
come,5
incremental,10
strategy,41
annual,138
business,169
reviewed,12
approved,44
engaged,12
experience,53
transforming,2
leading,7
omnichannel,1
retailer,17
dont,3
distinguish,1
store,95
online,14
rather,8
need,20
problem,2
solve,3
easiest,1
seamless,3
solution,6
could,42
mean,41
delicious,1
restaurantstyle,1
meal,12
run,4
kit,6
dinner,1
tonight,1
order,17
stock,234
grocery,19
essential,5
week,38
ship,1
pantry,1
household,8
staple,1
go,4
rapidly,2
expanding,1
capability,2
relevant,10
available,93
accessible,1
digital,22
physical,4
environment,9
building,3
krogers,35
platform,8
sale,250
grew,5
the,802
rate,209
end,44
going,4
forward,7
trending,1
toward,2
working,11
seamlessly,1
integrate,2
brickandmortar,2
at,19
offered,2
full,30
integration,2
ecosystem,5
reach,6
continues,4
shine,1
portfolio,6
brand,15
recordsetting,1
pace,2
reaching,1
unit,152
share,479
fourth,25
remains,5
key,13
introduced,2
item,64
alone,2
helped,2
drive,10
strong,29
yearoveryear,2
