token,frequency
global provider,4
information,37
technology,77
infrastructure,43
every person,8
home,18
organization,15
intelligent world,22
the world,77
a private company,2
no government,1
agency,1
outside organization,1
a robust corporate governance,1
system,98
board,2
deputy,1
executive,4
the companys,36
chairman,2
office,6
the board,3
authority,13
corporate strategy,4
management,153
body,4
customer,36
satisfaction,12
major company,2
profit,50
distribution,14
capital,9
work,25
the center,7
everything,10
value,63
hardworking,1
industry,156
source,11
research,55
ecosystem,65
success,29
this way,2
the industry,45
a whole,4
local employment,1
comply,1
openly engage,1
message,4
network,79
innovative simplified intelligent secure,1
trustworthy,5
intelligent secure,1
digital experience,1
life,8
travel,6
entertainment,3
secure,6
stable network,4
security,101
privacy,55
protection,42
the power,5
openness,4
transparency,7
software,42
engineering,30
business,156
continuity,27
the resilience,1
carrier,10
a solid track,2
record,2
development,87
openness collaboration,2
joint innovation,10
the value,6
symbiotic industry,1
an active member,2
open source,16
the foundation,18
forward,4
sustainable development,14
the digital divide,3
digital inclusion,9
the importance,3
emergency,3
response,8
the massive earthquake,1
the nuclear accident,1
a tsunami,1
disaster,2
essential telecom,1
equipment,44
further promote,1
sustainability,18
a lowcarbon,4
footprint,1
environmental protection,6
the next generation,2
talent,12
the digital economy,12
the past year,6
the unfailing trust,1
support,21
the solidarity,1
dedication,4
the external environment,4
the competitiveness,2
open innovation,6
society,11
the only way,2
intelligent transformation,8
robust growth,1
the long run,1
an extraordinary year,2
enormous outside pressure,1
the commercial rollout,1
a singular focus,1
worldwide,4
order,29
commercial adoption,1
respect,16
trust,8
innovation,66
the globe,3
revenue,57
the same time,12
base,7
station,7
net,13
operating,39
cash,56
flow,17
chinese yuan,1
enterprise,25
an intelligent world,8
digital transformation,19
the digital world,10
intelligent,30
transformation,21
full swing,1
digital,1
growth,18
the global community,3
partner,9
an enormous set,1
climate,5
change,9
social development,1
consumer,15
the global macro,1
environment,20
the year,60
downward pressure,2
progress,27
strategy,40
the global economy,4
an innate human pursuit,1
this opportunity,1
embrace,2
global open,1
collaboration,20
technological innovation,7
address,2
the myriad,1
prosperity,1
everyone,13
the intelligent world,14
the distant future,1
the stage,2
a world,4
the global population,2
create,3
definition,1
video,14
cloud,83
massive connectivity,2
a superior experience,2
the digital,3
set,1
both social progress,1
time,20
space,11
ultrahighdefinition,1
education,26
deployment,13
every industry,4
online,7
healthcare,5
virtual entertainment,1
electricity,9
transportation,11
finance,18
scale,3
artificial intelligence,6
new value,2
the commercial success,1
spillover,3
effect,3
social value,1
a new economic force,2
a new wave,2
global economic growth,2
the computing,7
domain,19
an before,1
this process,1
demand,14
open ecosystem,1
storage,37
cloud service,1
bandwidth,3
service,73
level,8
a series,10
converged transport,2
public lossless,1
center,29
fullywireless,1
allnew,1
strong stability,1
reliability,9
trustworthiness,20
series,21
synergy,6
router,2
digital innovate,1
goal,12
a lead,1
help,11
mature,1
fertile soil,4
part,19
an industrywide effort,1
addition,38
the shift,4
intensive heterogeneous diversified computing,1
broad consensus,1
the leveraging,1
a fullstack,4
allscenario,7
portfolio,11
processor,7
training,29
