token,frequency
the fiscal year,2
the transition,1
period,36
file,1
number,9
name,2
registrant,1
charter,1
other jurisdiction,1
incorporation,3
organization,4
principal executive,1
telephone,3
area,1
code,2
pursuant,11
each class,2
each exchange,1
check,8
mark,8
the registrant,14
a wellknown seasoned issuer,1
section,2
such filing,1
site,1
disclosure,10
herein,9
definitive proxy,6
information,58
reference,67
any amendment,1
filer,6
a nonaccelerated filer,1
reporting,7
company,25
growth,31
è,1
the extended transition,1
financial accounting,1
a shell,1
the aggregate,1
market,43
value,35
stock,27
the last reported sale,1
price,26
share,48
par,6
the information,11
this report,11
the extent,3
forth,4
definitive proxy statement,1
annual meeting,6
such proxy statement,1
the end,7
part,5
a diversified health,5
care,230
the health,36
system,28
work,6
everyone,3
the company,30
refer,1
diversified family,3
health,169
technology,24
clinical expertise,2
these core,3
aligned business,3
an array,4
large multisite,1
public sector,5
benefit,27
behalf,9
state,60
community,3
the provision,9
hospital,4
other diversified global health,2
a health,2
business,95
the broad health,3
marketplace,3
life,6
help,2
overall health,2
performance,19
quality,22
consumer,18
experience,6
provider,23
pharmacy,33
delivery,38
aggregate,2
spending,3
management,60
administrative technology,1
consulting,2
a wide variety,3
industry,22
investment,23
other income,8
the presentation,2
certain other financial information,1
segment,10
geographic source,1
position,7
strong local market,1
the breadth,1
product,10
many distinct market,1
service,34
advanced technology,3
cost,29
effective clinical engagement,1
extensive expertise,1
distinct market,1
innovation,3
patient care,1
improve affordability,1
medical care,9
analyze,1
a simpler consumer,1
access,17
other health,16
extensive government,1
regulation,13
further discussion,2
regulatory environment,1
consumeroriented health,2
alliance,2
employer,8
insurance,49
maintenance,4
third party,1
a service,2
fee,5
potential liability,2
riskbased product,1
the risk,12
return,5
a monthly premium,3
a fixed rate,2
individual,3
a oneyear period,2
other management,1
a fixed monthly service,1
financing,9
coordination,3
facilitation,2
administration,6
transaction,4
processing,6
a contracted network,3
vision,2
the consolidated purchasing,1
capacity,1
contract,23
costeffective access,1
a large number,2
network,12
manage,1
group,8
the commercial marketplace,1
distribution,7
collaboration,2
addition,33
professional employer,1
own proprietary private exchange,1
diverse product,1
portfolio,7
a continuum,1
engagement,8
the flexibility,1
a full spectrum,3
coverage,20
major product,2
a full range,2
traditional indemnity,1
preventive care,1
direct access,1
catastrophic protection,1
couple plan,1
design,6
responsibility,5
this suite,1
reimbursement,4
personalized behavioral incentive,1
education,2
employersponsored benefit,1
the large group,1
a comprehensive suite,1
provided access,1
use,9
each medical plan,1
a core,1
set,1
the offering,1
type,4
line,2
small business,1
clinical need,1
decision,3
support,8
utilization,8
case,2
complex condition,1
positive behavior,1
change,4
mental healthsubstance,1
disorder,1
employee,9
assistance,1
integrated pharmaceutical care,1
unit,13
the appropriate use,1
clinical evidence,1
physician,1
dental vision,1
critical illness,1
disability,1
approach,4
the provider,3
active duty,1
military service,1
wellbeing,2
age,5
preventive,2
acute,2
chronic disease,2
senior market,1
distinct pricing,1
underwriting clinical program,1
marketing,2
this market,2
a selection,1
affordable networkbased care,1
unique health,1
traditional feeforservice,2
prescription,7
drug,10
care management,4
clinical management,2
a nurse health,1
a network,2
extensive distribution,1
direct marketing,1
membership,8
us government,9
agent,3
program,19
preferred provider,1
exchange,12
monthly premium,1
member,10
monthly consumer,1
gender,1
institutionalized status,1
status,5
the local level,1
account,3
competitor,1
the longterm payment,1
rate,38
outlook,5
each geographic area,1
model,11
a medical cost,1
level,11
healthier,1
nurse,1
inhome preventive care,1
unmet care,1
highrisk,1
certain care,1
medical record,1
software,23
clinical care,4
patient,4
a comprehensive set,1
home,20
nursing,1
modeling,1
high risk,1
the right,2
the right place,1
the right time,1
standalone,2
the standalone,2
a large spectrum,1
low cost,1
the majority,3
the diverse,1
the remainder,1
association,2
a diversity,1
coinsurance,1
total,14
the year,37
the benefit,1
employerfunded health,1
the state,2
other federal state,2
expansion,3
a formal bid,1
process,4
a number,11
participation,9
commitment,1
consistency,1
the eligible population,1
base,4
long term,1
the structure,1
medical cost,16
eligibility,2
childless,1
these health,2
the chronically,1
risk,24
medical behavioral,1
a consistent relationship,1
the medical community,1
a care,1
effective care,2
administrative efficiency,3
the ability,5
local market,2
environment,5
family,1
government,31
this population,1
development,6
feeforservice,2
a population,1
this expansion,1
integrated management,1
physical behavioral longterm,1
communitybased collaboration,1
clinical model,1
the clinical experience,1
the model,1
drive,2
specialty,20
primary care,1
emergency,1
a comprehensive range,1
mobilization,1
the world,2
every aspect,1
expertise,4
constrain,1
a broad network,1
a contracted provider,1
diagnostic imaging,1
surgery,1
the external payer,1
an owned network,1
a variety,6
expatriate,1
solution,1
a global medical network,1
evacuation,1
telemedicine,2
equipment,16
the right support,1
possible patient,1
receive highquality,1
global life,2
wellness,2
population,5
the care,4
patient satisfaction,1
excellence,1
continuum,1
local ambulatory,1
a physicianled patientcentric,1
datadriven organization,1
transition,1
payment,22
patient health,1
accountable care,2
local care,2
ownership,2
the coordination,1
neighborhood,1
walkin care,1
a consumerfriendly approach,1
a traditional inpatient hospital,1
occupational health,1
a particular focus,1
the preventive care,1
intervention,2
continuumphysical health,1
wellness mental health,1
hospitalization,1
postacute,1
behavioral health,1
organ,1
physical therapy,1
guidance,1
a whollyowned subsidiary,1
scalable electronic payment,1
a risk,4
basis,11
an administrative fee,1
monthly fee,1
a feeforservice basis,1
a contracted fee,1
income,46
individual market,1
other federal procurement,1
the quality,2
efficiency,3
achieve efficiency,2
quality meet,1
compliance,18
core,4
an order,1
backlog,3
the backlog,3
revenue,30
historical experience,4
the current portion,2
any assurance,1
regard,2
the timing,4
scope,1
the potential,1
cancellation,1
nonrenewal,1
early termination,1
force,1
other technology,1
primary market,2
challenge,1
a broad array,1
particular focus,1
clinical performance,2
improvement,1
containment,1
cloud,1
costeffective,1
understand,1
deliver,1
accuracy,1
data,4
research,1
epidemiology,1
safety,2
infusion,4
comprehensive wholeperson,1
demographic medical laboratory,1
insight,1
benefiting,1
clinical quality,1
trend,9
pharmaceutical spending,2
a substantial majority,1
large national employer,1
operating,22
scale,1
mail,3
order,2
chronic,1
overall pharmacy,1
appropriate manner,1
good health,1
inappropriate utilization,1
nonadherence,1
client,3
medical spend,1
various utilization management,1
medication,1
assurance,1
adherence,2
a distinctive approach,1
the management,1
pharmaceutical care,1
comprehensive decisionmaking,1
