token,frequency
group,128
pte,6
ltd,12
financial,354
business,123
highlight,4
revenue,29
bn,14
combined,8
volume,98
commodity,102
traded,34
mmt,21
gross,19
profit,128
asset,342
oil,80
percentage,7
total,63
margin,33
noncurrent,26
shareholders,2
equity,130
minerals,2
average,22
number,32
employee,22
year,336
run,6
october,38
september,102
million,286
metric,13
tonne,40
earnings,18
interest,107
tax,153
depreciation,20
amortisation,21
operating,50
excluding,6
share,65
result,82
equityaccounted,21
investees,36
gainslosses,4
divestments,5
subsidiary,65
investment,153
impairment,97
loss,174
income,132
expense,53
exclude,1
deconsolidated,7
balance,73
sheet,25
cover,5
image,1
ore,40
storage,19
inside,2
warehouse,10
mine,43
near,4
management,177
funding,90
model,102
governance,52
statement,201
trade,61
global,103
brings,2
world,33
closer,2
together,10
it,33
grows,1
wealth,1
nation,1
forge,1
common,1
build,12
mutual,1
trust,3
traﬁgura,16
make,13
happen,2
and,2
mission,1
responsibly,2
we,114
deploy,1
infrastructure,13
skill,3
network,9
move,14
physical,45
place,14
plentiful,1
needed,1
connecting,1
customer,32
economy,12
quarter,8
century,1
increase,48
prosperity,1
advancing,2
find,2
role,8
wwwtraﬁguracom,1
glance,2
chief,21
executives,2
marketplace,2
review,22
performance,50
products,8
trading,162
shipping,17
chartering,11
risk,237
manages,13
meet,19
diverse,8
need,19
report,49
complemented,1
reflects,6
progress,7
implementing,2
responsible,13
practice,10
set,13
assessing,9
managing,13
social,5
environmental,10
impact,44
for,39
information,37
please,4
visit,2
wwwtraﬁguracomresponsibility,1
trafiguras,28
core,10
logistics,17
complement,4
enhance,1
activity,74
with,19
office,19
country,25
truly,2
in,113
fragmented,1
market,313
single,6
company,83
ha,176
dominant,2
position,78
one,58
largest,12
trader,20
petroleum,17
product,46
trafigura,69
presence,5
comprehensive,47
coverage,3
major,33
the,464
supported,12
across,37
including,69
metal,55
mineral,20
negotiate,2
offtake,8
supply,73
agreement,54
miner,3
smelter,12
invest,9
improve,4
access,18
client,9
fixture,1
our,30
desk,32
closely,6
integrated,5
providing,10
freight,24
service,35
team,55
internally,2
externally,3
professional,6
operations,4
based,69
regional,4
postfixture,1
operation,53
managed,8
relevant,21
consolidated,112
within,29
productsmetals,1
key,68
multimodal,9
provider,4
focused,17
exportdriven,2
emerging,9
owns,4
operates,17
port,36
terminal,24
transport,8
particular,20
expertise,7
efficient,2
logistic,1
solution,7
challenging,12
environment,30
hard,2
reach,6
location,15
t,2
h,4
e,26
mining,55
g,4
roup,1
nage,1
develops,1
project,29
conduct,3
technical,5
audit,99
existing,9
potential,23
partner,6
provides,11
advisory,2
support,35
investor,19
specialised,2
alternative,6
real,9
private,13
fund,25
independently,2
benefit,42
groups,14
insight,2
demand,90
offices,2
employees,4
australia,1
over,27
view,32
directors,30
a,37
resilient,2
generating,7
proﬁt,23
cycle,8
i,4
pleased,4
present,18
this,64
wa,183
another,12
strong,60
scale,4
transacted,1
geography,6
time,55
nearly,4
existence,6
competitive,9
transparent,3
ever,4
demonstrate,2
beneﬁts,1
diversiﬁed,7
ability,13
generate,4
consistently,4
throughout,15
economic,32
executive,7
ofﬁcer,5
backdrop,4
robust,14
ﬁrst,9
since,24
ﬁnancial,13
crisis,7
expanding,6
markedly,2
region,10
drove,4
growth,76
paved,1
way,10
tighter,6
consequent,5
volatility,31
however,21
trend,12
clear,6
uneven,1
reﬁned,27
still,11
characterised,2
much,20
oversupply,9
relatively,5
low,21
reducing,9
arbitrage,9
opportunity,31
mixed,3
turned,5
usd,235
percent,108
level,75
recorded,27
broadly,4
line,27
proﬁts,3
registered,4
last,17
ﬁve,3
yearago,1
ﬁgure,7
see,32
precise,1
measure,17
strip,1
gain,40
meanwhile,3
attributable,20
owner,10
noncontrolling,25
higher,26
previous,21
compared,21
highlights,3
included,42
handled,16
division,21
reinforcing,2
toptier,2
important,18
especially,12
pleasing,2
increasing,22
example,15
establishment,3
leading,23
exporting,1
crude,40
doubling,2
sold,13
reflecting,5
increased,44
price,178
good,13
book,25
nearequal,2
contribution,21
exceptionally,2
board,9
nonferrous,16
concentrate,51
bulk,17
lower,17
owing,6
reduced,10
resultant,3
compression,2
significant,92
building,12
newer,1
liquefied,3
natural,20
gas,30
coal,37
iron,29
established,14
independent,17
ago,2
extended,3
lead,35
recent,23
generated,9
signiﬁcant,12
return,15
industrial,15
flow,76
class,3
refining,11
distribution,17
resources,4
terrafame,3
finnish,2
nickel,24
cobalt,12
zinc,43
