token,frequency
dear,1
shareholder,9
colleague,2
customer,133
partner,23
continued,12
commitment,22
investment,129
our,113
tremendous,1
progress,6
impact,46
past,7
year,283
would,11
possible,10
without,15
trust,10
belief,3
mission,8
wa,63
recordbreaking,1
company,51
we,227
delivered,2
billion,206
revenue,210
operating,114
income,208
cash,92
flow,25
returned,1
commercial,64
cloud,126
business,125
largest,10
world,34
surpassing,1
gross,25
margin,35
expanding,3
percent,14
i,7
proud,3
helping,4
organization,51
every,37
size,9
industry,16
innovate,4
thrive,2
using,41
platform,34
tool,28
and,41
empowering,1
everyone,6
consumer,26
student,4
teacher,3
firstline,6
worker,7
around,19
experience,28
help,26
always,3
feel,2
confident,1
capable,2
control,41
empower,16
person,7
planet,9
achieve,13
ha,25
never,1
important,4
at,8
time,34
many,17
calling,1
attention,1
role,5
technology,53
play,6
society,2
broadly,4
remains,3
constant,1
it,19
ground,2
u,36
enormous,1
opportunity,26
responsibility,18
ensure,6
create,15
benefit,57
including,109
make,19
small,14
productive,7
multinationals,1
competitive,13
nonprofit,4
effective,41
government,20
efficient,3
they,5
improve,6
healthcare,5
education,1
outcome,12
amplify,1
human,8
ingenuity,3
allow,3
people,22
everywhere,1
reach,12
higher,23
today,7
increasingly,5
need,16
build,18
proprietary,1
solution,41
compete,13
grow,7
organizations,9
embrace,2
approach,20
something,1
call,5
tech,3
intensity,2
adopt,1
bestinclass,1
software,94
service,239
also,70
digital,18
capability,13
believe,24
next,17
big,1
breakthrough,3
come,3
like,8
retailer,3
provider,12
manufacturer,12
working,10
partnership,5
day,9
work,28
alongside,2
innovating,4
creating,3
new,76
earning,2
want,13
become,8
independent,17
dependent,6
success,5
resulting,10
deeper,1
larger,2
multiyear,9
agreement,41
growing,6
momentum,1
across,45
layer,1
differentiated,2
stack,2
application,57
infrastructure,12
data,26
artificial,3
intelligence,7
ai,31
process,16
productivity,36
collaboration,8
one,36
great,3
privilege,2
job,3
seeing,1
action,8
in,137
rural,3
dr,2
saw,1
bring,9
mobile,7
community,12
needed,2
address,8
pressing,2
preventable,1
health,9
issue,17
diabetes,1
heart,1
disease,1
tuberculosis,1
his,1
introducing,3
basic,5
screening,1
remote,1
area,6
azurepowered,1
backpack,1
senior,5
lecturer,1
sydney,1
together,30
classroom,1
watching,1
online,24
learn,4
matter,16
students,1
report,19
happier,1
engaged,6
say,1
though,1
part,40
single,12
learning,10
seaside,1
city,1
familyowned,1
restaurant,2
relying,1
along,6
forecast,3
sale,53
better,1
tailor,1
menu,1
meet,10
taste,1
initiative,5
spearheaded,1
employee,43
went,2
waiting,1
table,17
teaching,1
machine,4
digitally,2
transform,8
worked,1
iceland,1
birna,1
dögg,1
smelting,1
plant,2
culture,5
for,15
first,17
schedule,2
shift,10
go,5
share,71
update,8
giving,3
voice,3
ford,2
motor,2
co,1
development,65
car,1
future,41
more,19
use,51
much,4
faster,3
pace,2
collaborate,2
vast,1
ecosystem,3
thirdparty,11
developer,31
nearly,3
country,14
leading,2
walmart,1
partnering,4
unprecedented,1
change,51
breakthroughs,1
computing,36
becoming,1
embedded,2
place,4
thing,4
this,23
era,5
intelligent,34
edge,17
shaping,1
phase,4
innovation,13
powering,2
system,44
previously,5
unimaginable,1
transforming,2
everything,3
investing,13
large,18
market,55
long,4
vital,1
value,112
creation,1
growth,55
home,2
since,9
acquisition,32
last,3
fall,3
accelerated,2
used,29
million,164
majority,3
fortune,2
beyond,8
github,10
complete,3
toolchain,1
language,3
framework,4
popular,2
codeediting,1
fastestgrowing,1
programming,3
building,7
computer,13
addressing,1
realworld,2
operational,5
sovereignty,1
regulatory,2
missioncritical,1
workload,4
compliance,8
certification,3
datacenter,4
region,9
open,10
datacenters,15
opened,1
public,14
sector,8
stringent,1
requirement,8
maintaining,5
security,83
integrity,2
classified,9
azure,11
extends,3
cloudtoedge,1
device,72
hci,1
full,6
power,13
generated,2
the,155
variety,12
velocity,1
volume,21
increasing,3
connected,1
coming,3
double,1
number,14
limitless,1
analytics,6
entire,2
estate,1
brought,3
