token,frequency
reference,1
this report,9
demand,17
growth,22
energy,23
source,7
mix,2
capacity,17
the impact,3
production,38
project,17
resource,8
cash,31
flow,14
generation,9
integration,4
technology,19
product,12
a number,2
oil,23
natural gas,18
feedstock,3
other market,1
the oil,1
gas,13
the demand,1
performance,24
the outcome,3
timing,2
exploration,27
development,32
timely completion,1
construction,8
war,1
other political public health,1
security,1
law,1
government,4
regulation,1
environmental trade,1
tax,6
the occurrence,1
duration,1
regulatory approval,2
future research,1
the ability,3
new technology,2
commercial scale,1
a costcompetitive basis,1
largescale hydraulic fracturing,1
recent form,1
forwardlooking,1
knowledge,1
no duty,1
any future date,1
this publication,2
operating,13
the section,1
the case,2
any reconciliation,1
other information,5
section,4
website general information,1
the term,6
industry,14
international energy,1
a variety,4
the same meaning,2
any government,2
payment,2
transparency,2
presentation,1
basis,7
acreage,6
schedule,4
net,7
day,22
sale,6
production0,2
throughput,1
sales0,2
prime product,1
page,6
income,15
capital,12
average capital,3
weak price,1
margin,1
environment,6
portfolio,12
loweremission,3
the cycle,1
strategy,5
longterm industry,2
a new decade,1
confidence,2
commodity,7
drop,1
significant progress,2
business,28
deliver,1
the industry,5
the commitment,2
value,34
the energy,3
dividend,3
consecutive year,1
future growth,1
work,3
change,4
prosperous global population,1
progress,3
scale integration,1
functional excellence,1
capable workforce,1
initial discovery,2
average,3
this scale,1
merger,2
bring,1
diverse growth,1
success,3
recoverable resource,5
bottom,2
the commodity,2
price,6
cycle,2
oilequivalent,5
a favorable cost,1
the strength,1
balance,4
sheet,9
percent,19
the down cycle,1
infrastructure,5
a taking advantage,1
an attractive cost,1
integrated development,1
approach,5
plan,7
additional value,1
chemical,11
natural decline,1
fact,1
deepwater,3
downstream,4
the competitiveness,1
potential,1
refining,6
network,7
a challenging margin,1
funding,1
expansion,13
manufacturing,10
coast,1
momentum,1
startup,6
additional oil,1
investment,7
pace,2
a shortfall,1
supply,12
this next decade,1
the future,2
global society,1
affordable reliable energy,1
environmental performance,2
the past year,1
longterm opportunity,1
clear forward,1
shareholder,6
strong commitment confident,1
a safe work,1
significant value,1
reduction,5
losttime incident,1
rate,2
emission,1
universities government,1
research,7
climate,3
a united effort,1
academia government,1
polyethylene,5
plant,15
ground,2
breaking,1
a steam,2
cracker,5
derivative product,1
society,4
the size,1
