token,frequency
to,9
shareowner,6
in,12
letter,6
shareholder,10
first,7
i,28
talked,1
hope,4
create,16
enduring,3
franchise,4
one,9
would,17
reinvent,1
mean,2
serve,3
customer,41
unlocking,1
internet,4
power,1
noted,1
grown,1
employee,34
surpassed,1
million,17
account,3
we,60
gone,1
public,2
splitadjusted,1
stock,4
price,5
per,4
share,7
wrote,1
wa,10
day,6
weve,9
come,3
long,9
way,11
since,1
working,5
harder,1
ever,1
delight,1
last,5
year,11
hired,1
directly,2
employ,2
people,10
around,3
world,9
prime,5
member,3
worldwide,2
more,3
small,3
mediumsized,1
business,16
sell,2
store,9
make,15
close,1
retail,1
sale,3
connected,1
smart,3
home,2
device,1
services,1
serf,1
ended,1
billion,18
annualized,1
run,2
rate,1
hadnt,1
invented,1
marketplace,2
aws,4
they,6
werent,2
even,6
idea,1
none,1
preordained,1
took,1
great,2
risk,6
put,2
sweat,1
ingenuity,1
created,5
trillion,2
wealth,3
who,2
your,2
chair,1
made,2
wealthy,1
but,6
th,2
representing,3
creation,9
owned,1
others,4
theyre,4
pension,1
fund,1
university,1
k,1
mary,1
sent,1
note,1
blue,1
sitting,1
write,1
approached,1
similar,1
story,2
time,13
know,8
whove,1
used,1
money,3
college,1
emergency,1
house,1
vacation,1
start,3
charity,1
list,1
go,2
im,6
proud,3
its,12
significant,3
improves,1
life,3
also,13
something,8
else,1
largest,2
part,8
value,27
than,1
you,5
consume,3
if,12
want,7
successful,2
actually,2
goal,7
everyone,1
interact,1
any,1
doesnt,4
touch,1
appears,1
surface,1
isnt,2
remember,1
past,4
prediction,1
future,5
cash,5
flow,4
discounted,1
back,1
present,2
the,23
market,14
anticipates,1
going,5
switch,1
gear,1
moment,1
talk,3
how,3
much,6
this,9
relatively,2
easy,8
question,3
answer,4
accounting,2
system,2
set,7
our,13
net,2
income,4
instead,1
publicly,1
traded,1
company,15
thousand,4
owner,4
sole,1
proprietorship,1
single,2
thats,3
earned,2
reasonably,1
look,2
compensation,2
expense,2
what,2
plus,1
another,3
include,1
benefit,6
various,2
payroll,1
tax,1
total,3
thirdparty,2
seller,3
internal,1
team,7
selling,2
work,28
estimate,5
profit,1
conservative,3
ill,2
for,3
break,4
consumer,4
well,7
offer,3
low,1
vast,1
selection,3
fast,2
delivery,4
imagine,1
ignore,2
purpose,1
thing,13
save,3
customers,1
complete,1
purchase,6
amazon,4
three,2
minute,5
le,5
half,3
finished,1
typical,7
shopping,3
trip,3
physical,5
driving,2
parking,1
searching,1
aisle,1
waiting,1
checkout,1
line,4
finding,2
car,1
research,1
suggests,1
take,15
hour,8
assume,1
couple,2
week,2
saved,1
important,4
were,2
busy,1
early,4
st,2
century,2
so,1
get,4
dollar,2
figure,2
let,5
saving,3
seventy,1
five,2
multiplied,1
subtracting,1
cost,7
give,2
challenging,1
workload,1
different,6
anyway,1
acknowledging,1
front,1
error,1
bar,2
high,3
direct,5
improvement,1
operating,2
cloud,2
versus,1
premise,1
vary,1
reasonable,2
across,3
entire,1
revenue,4
imply,1
difficult,1
estimation,1
exercise,1
reduction,1
smallest,1
portion,2
moving,2
bigger,1
increased,4
speed,1
software,1
development,1
significantly,2
improve,2
competitiveness,2
top,2
estimating,1
except,1
say,5
almost,2
certainly,2
larger,2
remembering,1
really,2
trying,1
ballpark,1
call,1
adding,1
together,3
u,15
summarizing,1
shareholders,2
b,5
group,5
statement,3
interaction,2
number,4
bottom,1
these,4
reason,2
buy,2
and,5
zerosum,1
game,1
it,5
pocket,1
draw,1
box,1
big,4
society,1
youll,2
find,2
invention,1
root,1
real,7
best,5
thought,3
metric,3
innovation,2
of,1
course,2
relationship,8
constituency,1
exclusively,1
cent,1
tell,3
whole,1
example,5
simple,1
invest,4
hold,1
duration,1
choosing,1
provide,3
direction,2
infrequently,2
matter,3
annual,2
meeting,2
right,3
process,4
vote,2
skip,1
voting,2
follow,2
standard,2
meet,3
require,1
training,1
certification,1
show,1
appointed,1
many,6
finegrained,1
pay,5
detailed,1
aspect,1
comfort,1
outcome,1
recent,2
union,1
bessemer,1
no,1
think,5
need,9
better,8
job,9
while,2
result,3
lopsided,1
strong,1
clear,3
vision,6
success,7
read,1
news,1
report,3
might,3
care,1
sometimes,1
accused,1
desperate,1
soul,1
treated,1
robot,1
accurate,1
sophisticated,2
thoughtful,1
option,3
when,4
survey,1
fulfillment,2
center,4
recommend,2
friend,2
place,2
able,1
informal,2
throughout,2
shift,1
stretch,1
water,4
use,4
rest,1
room,1
manager,2
without,2
impacting,1
performance,6
addition,3
lunch,1
built,1
normal,5
schedule,2
dont,5
unreasonable,1
achievable,1
tenure,1
actual,1
data,1
evaluated,1
period,3
variety,1
impact,4
given,1
track,1
miss,1
target,2
provides,1
coaching,3
extended,2
excelling,1
responsibility,2
fact,5
positive,3
provided,1
exceeding,1
expectation,1
terminate,1
employment,1
due,1
inability,1
perform,1
lower,1
operational,2
large,7
lead,5
operation,2
always,5
cared,1
deeply,1
hourly,3
environment,3
doe,3
computer,1
scientist,2
advanced,1
degree,3
never,5
got,2
advantage,2
despite,2
accomplished,1
wanted,3
most,2
wont,4
change,10
committing,1
upcoming,1
role,3
focus,9
new,12
initiative,1
inventor,1
enjoy,1
excited,3
alongside,1
passionate,1
ops,1
help,8
invent,2
arena,1
on,1
detail,1
flexible,1
stubborn,1
relentless,1
failed,1
mind,2
fail,2
either,2
dive,1
deep,2
safety,5
issue,1
workrelated,1
injury,2
related,1
musculoskeletal,1
disorder,1
like,3
sprain,1
strain,1
caused,1
repetitive,2
motion,2
common,1
type,2
likely,2
occur,1
six,1
month,1
solution,2
reduce,2
program,4
launched,2
site,2
coach,1
body,4
mechanic,1
proactive,1
wellness,1
reducing,2
workplace,1
concept,1
regular,2
daytoday,1
activity,2
outside,2
developing,2
automated,1
staffing,1
algorithm,1
rotate,1
among,2
muscletendon,1
decrease,1
protect,2
technology,6
central,2
rotation,1
rolling,1
attention,1
prevention,1
already,3
achieving,2
from,2
overall,1
decreased,2
resulting,1
away,1
professional,1
science,1
solve,2
complex,1
problem,1
establish,2
industry,1
practice,1
project,3
including,3
initial,3
prevent,2
collision,1
forklift,1
industrial,1
vehicle,5
two,5
ago,2
minimum,2
wage,5
pack,1
believed,2
a,2
paper,1
economist,1
californiaberkeley,1
