token,frequency
shaping,4
transformation,20
together,33
a,1147
n,1445
ua,16
l,572
r,1106
ep,1
o,847
t,840
key,98
k,114
swa,27
g,372
e,2013
u,468
p,316
volume,112
thousand,64
deliveries,14
customer,252
unit,114
sale,339
production,162
ifrss,1
million,618
sales,58
revenue,165
operating,267
result,276
special,111
item,146
percentage,46
return,87
earnings,118
tax,356
research,43
development,223
cost,296
rd,13
ratio,76
capex,14
capexsales,2
net,141
cash,289
flow,161
liquidity,46
dec,95
investment,197
equity,171
hgb,2
income,220
fiscal,180
year,757
dividends,5
per,89
ordinary,52
share,378
preferred,84
subsequent,12
statistical,5
trend,86
activity,163
investing,24
attributable,107
x,27
data,48
including,111
unconsolidated,10
joint,86
venture,78
these,84
company,280
accounted,43
using,111
method,64
delivery,47
updated,11
reflect,15
allocation,23
consolidation,28
adjustment,28
services,29
division,49
excluding,39
acquisition,29
disposal,34
average,59
this,202
version,22
annual,84
report,313
translation,12
original,12
the,1402
take,35
precedence,2
all,22
figure,140
shown,25
rounded,5
minor,8
discrepancy,14
may,136
arise,30
addition,165
amount,322
previous,313
parenthesis,1
directly,40
current,197
reporting,260
period,338
americaeuropeother,2
marketsasiapacificsouth,2
group,325
moving,2
globally,7
america,4
we,270
making,19
open,8
efficient,29
innovative,27
customercentric,1
show,36
right,98
track,2
contents,1
to,116
our,63
shareholders,11
divisions,10
letter,6
fields,1
passenger,134
škoda,21
seat,20
man,48
volkswagen,147
commercial,129
management,362
consolidated,273
financial,833
statements,179
additional,57
information,103
goals,4
strategies,3
statement,214
fiveyear,5
review,33
internal,63
comprehensive,91
performance,154
indicators,5
activities,3
changes,12
corporate,45
governance,29
remuneration,219
notes,69
executive,24
bodies,4
responsibility,33
disclosures,9
required,59
under,27
dates,2
condensed,4
accordance,114
enhancement,16
expected,90
prospects,3
wa,490
published,18
occasion,3
march,15
completely,17
new,336
ball,1
game,2
ha,208
begun,5
with,64
technology,59
alliance,13
at,231
harnessing,1
radical,3
change,169
industry,45
make,61
beginning,25
müller,3
supervisory,67
board,50
what,2
think,1
good,41
first,88
certainly,1
delivers,3
compelling,1
business,256
and,9
definitely,2
implement,18
necessary,33
measure,156
remain,22
successful,27
tomorrow,4
far,23
future,185
but,4
i,1219
imagine,1
like,9
also,407
believe,15
namely,1
essence,1
organization,35
drive,37
keep,3
so,2
ultimately,2
attitude,3
value,349
doe,14
stand,7
three,50
dimension,16
as,109
concerned,31
answer,3
could,43
hardly,1
clearer,1
exceedingly,3
world,79
ever,9
chose,1
vehicle,613
one,103
brand,264
grateful,1
trust,24
embodies,2
convincing,1
rose,57
billion,363
profit,168
better,8
despite,15
negative,78
percent,17
exceeded,22
forecast,40
indicator,44
strong,24
groups,17
situation,46
solid,9
fact,26
position,58
today,6
everything,1
happened,1
recent,7
really,1
great,9
teamwork,1
would,57
thank,1
employee,115
it,87
go,4
without,22
saying,1
shareholder,93
participate,7
success,51
therefore,74
propose,4
dividend,63
corresponds,14
payout,3
looking,7
ahead,9
entire,31
facing,4
major,35
challenge,25
reason,28
optimistic,3
reflected,8
price,165
returned,4
precrisis,1
level,150
end,117
express,7
confidence,10
market,488
realignment,5
indeed,2
plan,148
taking,29
effect,129
becoming,12
increasingly,12
tangible,2
element,13
strategy,83
demonstrating,2
intend,3
help,24
emobility,21
achieve,31
breakthrough,1
throughout,28
time,148
road,18
emissionfree,3
mobility,96
pressing,4
full,22
range,86
train,5
ultramodern,1
combustion,10
engine,144
through,6
working,73
hard,4
well,187
on,88
artificial,4
intelligence,6
service,237
digital,27
connectivity,11
last,18
least,26
fully,19
automated,16
car,145
come,8
steering,8
wheel,5
pedal,2
by,23
invest,15
resource,40
each,9
setback,3
encourage,4
devote,2
energy,36
bringing,3
m,517
h,318
s,976
ü,2
changing,4
course,31
towards,14
stopping,1
halfway,1
picking,1
pace,15
clear,8
goal,46
front,6
transform,3
automaker,3
brings,5
sustainable,42
people,22
firmly,2
because,2
following,96
operation,59
within,88
critical,7
mass,11
capacity,26
discipline,1
spearhead,2
you,2
might,5
asking,2
third,33
criterion,23
mentioned,8
admit,1
still,29
furthest,1
culture,17
large,30
requires,14
endurance,2
determination,3
in,637
spite,8
progress,16
see,26
every,14
day,40
find,3
heartening,1
repeatedly,1
encounter,2
they,24
hurt,4
inevitable,2
whats,1
important,58
deal,4
learn,5
its,8
cooperation,15
about,1
speed,8
pragmatism,2
decisiveness,1
ability,12
reduction,23
power,39
distance,3
need,31
authentic,1
vibrant,1
leadership,9
based,161
integrity,36
ask,2
is,1
yes,9
global,75
recognized,230
essential,7
foundation,8
healthy,4
true,5
yet,25
quite,2
way,24
for,70
mean,40
thing,30
particular,94
many,22
opportunity,55
turn,4
even,47
partner,34
environment,54
society,8
investor,58
enormous,3
potential,54
want,8
exploit,1
forward,26
counting,1
continued,49
support,28
move,7
journey,2
sincerely,1
chairman,58
audi,58
ag,266
dring,4
