token,frequency
notice,23
statement,112
k,62
family,6
of,15
priceimpact,1
home,9
shareholders,17
is,2
special,7
it,9
sentiment,2
i,39
expressed,2
time,68
count,5
often,3
page,11
annual,139
letter,15
something,2
deeply,3
believe,35
more,1
importantly,1
ha,121
taken,13
new,38
magnified,2
meaning,5
confront,1
greatest,2
health,30
threat,4
global,14
community,18
year,311
as,76
write,4
pandemic,31
curve,5
yet,8
hit,1
apex,1
we,183
feel,2
around,4
world,9
affected,32
disease,4
economic,16
disruption,6
there,11
much,3
still,3
know,6
long,13
last,39
how,6
many,18
life,18
lost,3
irreversibly,1
changed,3
what,11
impact,39
learned,2
uncertain,9
ever,4
purpose,34
matter,39
at,18
to,27
guidepost,1
every,9
decision,14
made,44
crisis,4
our,111
aim,2
focus,13
urgent,2
priority,7
provide,60
safe,5
environment,20
associate,38
customer,120
responsibility,27
obligation,101
open,9
store,122
comprehensive,32
digital,21
solution,6
efficientlyoperating,1
supply,24
chain,20
always,3
access,15
fresh,11
affordable,3
food,49
essential,6
kroger,36
extensive,5
measure,42
across,16
business,207
safeguard,3
in,133
addition,37
activating,1
coronavirus,13
task,1
force,3
february,227
prepare,2
approaching,1
closely,4
monitored,1
retail,47
market,118
regular,9
contact,5
country,5
including,215
ahead,5
term,68
cycling,3
grateful,2
generous,1
network,4
grocery,18
leader,5
company,161
benefited,1
earlier,8
experience,59
helped,3
u,88
anticipate,8
step,8
needed,6
take,11
distribution,28
center,16
manufacturing,21
plant,36
office,19
course,9
true,2
hero,1
story,1
recognition,13
incredible,2
selfless,1
commitment,21
serving,12
personnel,5
provided,45
bonus,103
premium,9
pay,43
frontline,1
established,32
paid,63
emergency,2
leave,2
guideline,18
early,6
may,162
hired,2
help,15
share,282
load,1
serve,10
safety,12
one,63
core,7
value,314
enhanced,3
daily,6
sanitation,2
practice,36
facility,56
includes,40
cleaning,1
commonly,1
used,86
area,20
like,12
cashier,1
station,1
self,1
checkout,1
credit,70
card,32
terminal,1
service,107
counter,2
shelf,3
restroom,1
providing,19
protective,1
mask,1
glove,1
installed,1
plexiglas,1
partition,1
check,13
lane,3
pharmacy,27
register,2
enterprise,7
added,4
sign,1
floor,1
decal,1
promote,3
physical,6
distancing,3
adjusted,66
