token,frequency
our,132
mission,1
is,3
to,65
serve,3
the,1107
mankind,1
through,3
resources,3
lukoil,745
one,66
largest,23
publicly,9
traded,14
vertically,10
integrated,21
oil,695
gas,345
company,619
world,13
each,6
day,59
improve,48
quality,32
life,12
million,278
consumer,13
country,50
around,2
globe,1
supply,56
product,330
power,87
heat,22
we,174
employ,3
people,7
join,1
effort,38
expertise,15
ensure,51
sustainable,19
development,201
about,71
governance,213
key,176
events,2
achievements,3
presidents,12
letter,19
business,204
model,27
strategy,49
exploration,161
production,534
refining,154
marketing,96
distribution,108
corporate,323
responsibility,102
executive,155
bodies,3
performance,191
indicators,6
chairmans,5
pjsc,339
system,197
general,140
shareholders,46
meeting,190
president,163
remuneration,151
management,369
internal,248
control,155
audit,130
commission,21
external,40
sustainability,24
ethics,5
information,198
security,68
subsidiary,124
openness,4
transparency,10
subsidiaries,6
other,191
entities,6
within,97
directors,125
report,152
appendices,115
financial,360
macroeconomic,21
overview,8
reserves,4
licenses,2
growth,85
projects,9
lubricants,6
petrochemicals,7
processing,45
generation,70
wholesale,14
trading,60
premium,31
sales,52
ordinary,20
appendix,41
consolidated,139
statements,39
managements,6
discussion,28
analysis,35
condition,68
results,26
operations,7
health,16
safety,42
personnel,35
environmental,30
protection,19
contribution,15
society,3
for,70
detail,39
see,38
section,19
page,24
references,1
throughout,6
document,85
equivalent,40
purpose,38
refer,3
andor,48
depending,12
upon,22
context,5
term,103
used,73
achieved,21
all,24
of,34
goals,2
during,20
year,225
delivering,9
on,57
new,116
longterm,65
and,65
in,456
some,6
areas,2
actual,35
substantially,10
exceeded,8
plans,11
kpi,10
hydrocarbon,113
free,22
cash,123
flow,77
rub,196
billion,287
proved,62
reserve,136
replacement,11
ratio,26
liquid,37
excluding,43
project,196
indicator,33
define,14
level,63
achievement,22
strategic,36
target,30
kpis,14
today,3
region,102
global,24
sea,13
nizhny,1
novgorod,2
timanpechora,31
west,4
drilling,56
first,64
well,239
d,19
field,324
jet,22
refueling,25
complex,40
sheremetyevo,6
airport,10
start,8
construction,65
work,61
delayed,16
coker,14
isomerization,9
unit,75
steam,13
facility,104
highviscosity,18
intensive,1
lowpermeability,2
reservoir,28
plateau,8
imilorskoye,6
portfolio,15
shallow,1
water,25
iraq,1
signing,13
plan,128
appraisal,5
ramp,8
designed,22
capacity,47
photo,7
boe,18
december,251
barrel,78
per,227
refinery,163
throughput,15
ebitda,6
tonne,221
retail,60
sale,263
petroleum,83
dividend,78
share,342
competitive,18
advantages,2
international,146
tsr,1
recommended,18
by,24
leveraging,4
strong,13
operational,38
due,174
improved,11
market,115
conditions,1
record,13
high,63
pp,15
two,61
thousand,126
eighteen,1
became,9
a,80
this,48
excellent,2
ha,202
provided,51
u,27
even,5
greater,3
confidence,2
successful,12
delivery,18
goal,37
i,11
pleased,1
note,61
intermediate,2
area,38
result,240
grew,28
continued,52
mix,4
slate,13
significantly,21
enhancing,19
focus,20
optimizing,9
cost,258
developing,40
technology,59
potential,40
environment,38
compared,91
although,2
price,242
volatility,14
uncertainty,21
remained,9
flexible,5
based,110
conservative,4
approach,47
planning,25
vertical,3
integration,12
effectiveness,16
relentless,1
capital,115
allocation,5
discipline,2
efficiency,71
contributed,4
increasing,22
return,14
average,90
employed,12
important,32
serving,1
metric,18
successfully,14
develop,30
full,61
alignment,3
approved,81
segment,75
also,158
fully,10
replaced,10
would,19
like,4
specifically,5
emphasize,1
wa,344
step,11
towards,2
resource,35
commercial,26
planned,13
managed,8
crude,332
flagship,2
short,7
time,88
launching,6
second,36
platform,26
using,65
cuttingedge,3
completion,23
yearonyear,71
contributing,4
