token,frequency
e,6
s,3
t,3
l,2
a n n,1
a l,1
v,1
i,2
the power,8
food,31
quality,12
life,13
everyone,6
today,6
nutritional health,3
pleasure,1
enjoyment,2
health,18
good nutrition,3
cover,1
exploration,1
the kitchen,2
a year,5
home,6
letter,1
valuecreation,2
strategy,13
faster,5
longterm growth,2
digitalization,5
review,4
information,6
performance,11
the engine,1
value,32
creation,10
an unprecedented environment,1
third consecutive year,2
improvement,8
growth,53
profitability,4
capital,19
efficiency,15
summary,1
the table,1
internal growth,6
trading,60
operating,78
profit,76
margin,47
constant currency,10
share,41
cash,8
flow,13
net financial debt,3
dividend,6
increase,5
financial performance,4
financial review,1
page,8
business,50
right,2
the planet,8
good business,2
expertise,20
the environment,15
generate,2
significant value,2
milk,9
cream,19
total group,1
social welfare,1
a force,7
positive societal impact,1
the core,2
approach,10
company,10
the long term,4
micronutrient,2
high vulnerability,1
coffee,25
a target,1
the volume,1
priority,1
job,1
the age,2
reduction,6
greenhouse,6
gas,6
tonne,3
product,20
manufacturing,4
waste,10
disposal,1
direct water,1
withdrawal,1
electricity,1
the good food,1
beverage,7
future,4
a difference,1
dependability,2
agility,4
a challenging year,1
every aspect,3
much uncertainty,1
place,10
supply,15
essential food,1
support,12
crisis,4
volatility,1
further progress,2
model,8
a balanced pursuit,1
topline,2
bottomline,2
real internal growth,1
pricing,12
strong momentum,7
exchange,7
appreciation,1
the swiss franc,4
a negative impact,4
a result,4
basis,37
the trading,2
free cash,4
accounting,1
the consistency,1
resilience,2
the agility,1
the strength,2
portfolio,22
decentralized model,1
speed,8
consumer,31
customer,6
strategic focus,2
significant progress,1
transformation,2
attractive highgrowth,1
the decision,2
water,20
focus,3
iconic international premium mineral,2
peanut,4
canned rice,3
porridge,3
the divestment,6
ice,12
the sale,5
stake,8
a joint venture,2
a nutritional powerhouse,2
a combination,4
strong organic growth,2
treatment,2
allergy,2
presence,5
directtoconsumer meal,3
delivery,7
the acquisition,6
a majority,4
research,9
development,9
key growth,1
production,12
network,6
investment,5
the expansion,1
center,2
demand,17
worldwide,1
the development,5
chain,17
fastchanging consumer,2
ecommerce digital engagement,1
nutrition health,1
wellness,4
major change,1
the pandemic,5
the rapid shift,1
athome consumption,3
behavior,2
this new reality,1
innovation,18
example,17
nutritional balance,1
meal,2
the health,7
an enormous impact,2
a volatile environment,2
the challenge,3
purpose,8
relentless,1
dedication,1
time,11
relevance,2
average time,1
market,26
top priority,2
ability,13
a pipeline,1
breakthrough,3
new growth,3
the number,5
multimarket,1
an emphasis,1
entrepreneurialism,1
creative ecosystems,1
plantbased dairy,4
the introduction,2
the back,1
a decade,1
the trend,1
increased pet ownership,1
cat,2
hair,2
dander,1
the quality,3
high consumer,1
category,13
drought,2
diseaseresistant coffee,1
plant,10
science,9
darkest,1
soluble coffee,2
building,4
flavor,5
aroma extraction,1
part,14
commitment,5
reuse,2
recycled aluminum,1
brand,19
range,9
premium,5
instant coffee,2
mince,1
a plantbased alternative,2
plantbased offering,1
taste,4
texture,2
nutrition,28
protein,7
scale,5
climate,11
change,10
packaging,29
biodiversity,8
the progress,2
financial success,2
this sustainability,2
ongoing digital transformation,1
a powerful catalyst,2
engagement,8
digital marketing,1
directtoconsumer,5
the sudden acceleration,1
online shopping,1
the same time,3
disciplined forwardlooking,1
flexibility,2
the use,5
remote assistance,2
augmented reality,4
the setup,1
new production,1
ontime product,1
a key driver,1
evolution,3
insight innovation,1
sustainable profitable growth,1
a leadership,1
role,1
sustainability,18
full respect,1
agenda,6
substantial progress,1
a detailed timebound,1
roadmap,1
course,2
net zero,1
the way,5
new business,3
regenerative agriculture,1
reforestation,2
program,22
renewable energy,2
emphasis,1
the need,2
disposable packaging,1
drive new behavior,1
management,30
infrastructure,1
oversight,1
social agenda,1
valuable guidance,1
practice,2
diverse experience,2
the appointment,1
a new independent director,1
the year,9
governance,6
framework,5
risk,16
the mission,1
diversity,6
inclusion,3
this opportunity,1
outstanding commitment,1
hard work,1
confidence,2
extraordinary health,1
an innovation,2
engine,2
digestive health,1
overall wellbeing,1
a portfolio,3
that contribute,1
public health,1
a sound,1
environment,2
tomorrow,1
acquisition,1
partnership,6
energy,4
difference,1
the modern consumer,1
healthy delicious convenient,1
highquality,8
regardless,1
income,1
level,5
distinctive premium,1
creative exploration,1
culinary excellence,1
drive,4
societal progress,2
a sustainable food,1
system,8
plantbased food,6
preferred choice,1
longterm value,6
the balanced pursuit,1
resource,4
efficient top,1
bottomline growth,1
continuous innovation,1
operational efficiency,3
discipline,2
success,4
a diversified portfolio,1
geography,3
objective,1
rapid innovation,3
highgrowth,3
highgrowth potential,1
every segment,1
the retail landscape,1
channel,5
loyalty,3
personalization,3
capacity,3
future demand,1
pet,8
care,5
readytodrink,2
strong doubledigit growth,2
retail level,1
potential,1
marketing,9
ecommerce,16
premiumization,2
decisive action,1
a turnaround,1
plan,2
infant,2
modern healthy frozen,1
new brand,1
an ability,1
producer,1
premium wet,1
moderate margin,1
cost,3
the business,6
combination,2
this approach,1
reinvestment,2
organization,2
solid progress,1
procurement,3
administration,3
the end,3
target,2
the period,1
operational footprint,1
fixed factory,1
annum,1
global buying,1
specification,1
complexity,1
buying,1
the penetration,1
service,3
the fifth,1
consecutive year,1
buyback,4
the form,2
the same period,2
act,1
combine,1
local knowhow,1
both society,1
a meaningful scale,1
net,5
zero,5
recyclable,4
the nutritional profile,1
a responsible partner,1
the environmental performance,2
circular economy,1
mid singledigit,1
organic growth,18
continued moderate margin,2
the longterm growth,1
shareholder,1
a disciplined approach,1
allocation,4
the right balance,1
flexible access,1
bps,2
expenditure,1
organic profitable growth,1
economic profit,1
downward trend,1
fivequarter average working capital,1
versus,2
this reduction,2
the company,6
inventory,2
elevated demand,2
order,2
clear governance,1
precise accountability,1
cultural fit,1
offer,2
optionality,1
strong commitment,1
a high level,1
year,3
a dividend,2
0th consecutive annual dividend,1
strong free cash,1
generation,1
excess cash,1
technology,8
a global pandemic,2
economic downturn,1
speedtomarket,1
innovative coffee,1
the market,2
environmental impact,2
need,1
maintain,1
continuous rigorous research,1
nutrition gastrointestinal health,1
metabolic health,1
brain,2
work,4
age,1
gender,3
specific health,1
the gut,1
microbiome,1
impact,7
pet health,3
healthy digestion,1
an effective immune,1
general wellbeing,1
the area,1
cell,1
function,4
celltrient,1
the value,4
every step,1
every phase,1
lifecycle,1
recipe,1
packagingfree delivery,1
the issue,1
highperformance,1
barrier,1
compostable packaging,1
recycled content,2
global research,1
use,7
recyclable paper,4
content,3
the biology,1
traditional propagation,1
local coffee,1
the first coffee,1
affordable everyone,1
access,8
a challenge,1
poverty,1
a problem,1
nutritious greattasting,1
this year,2
triple,1
play,1
the first time,3
a food,1
a bacon,1
cheeseburger,1
plantbased tuna,1
alternative,2
project,2
the challenging environment,1
paper,3
bar,3
organic bouillon,1
the first major brand,1
such packaging,1
a foldable sealable material,1
a sufficient barrier,1
block,1
a popular coated chocolate,1
confectionery,11
affordable highquality,1
acceleration,1
the new situation,1
globalmultimarket,1
the time,2
fasttrack,1
staff,2
leadership,4
team,1
a key competitive advantage,1
a cross,1
the launch,8
plantbased meat,1
fish,1
dairy,6
a wide range,2
sciencebased nutrition,2
unique open innovation,1
a flexible testandlearn,1
entrepreneurship,1
shape,1
a specific,1
equipment,1
real market,1
crosscategory,1
sustainable dairy,1
the porridge,2
wholegrain,1
divoire,3
the product,6
local consumer,1
affordability,1
travel,2
a dairy,1
factory,3
assistance,1
the new norm,1
a joint research,1
the initiative,1
a postdoctoral fellowship,1
future food,1
digital health,1
an accelerator,1
ups access,1
proofofconcept,1
funding,1
addition,6
a number,2
worldclass,2
the research,2
the world,8
stateoftheart,1
local innovation,1
an agreement,2
digital recipe,1
online,5
second,1
peak,1
platform,5
spend,1
internal social networking,2
a crucial driver,1
dataintelligent business,1
a connected world,1
this connected world,1
understand engage,1
digital innovation,1
opportunity,2
advice,1
voice,1
search,2
social commerce,1
last mile delivery,1
efficient service,1
this strong growth,1
deep understanding,1
experience,7
profitable directtoconsumer,1
close,1
relationship,2
the freedom,1
developed toolkit,1
omnichannel,1
offline,1
shopping,1
seek growth,1
commerce,1
the digital world,1
goal,2
smarter,1
quicker,1
an accessible reusable asset,1
key focus,2
the return,1
each marketing,1
commercial investment,1
endtoend,1
each consumer,1
touchpoint,1
the impact,2
every campaign,1
the effectiveness,1
each brand,1
interaction,1
real time,1
test,4
learn,1
learning,4
awareness,3
adoption,1
digital knowhow,1
startup,1
tracker,1
visibility,1
cooking,3
the platform,1
nutritional advice,1
tool,2
functionality,1
integration,1
strategic directto consumer,1
relevant purposeful,1
trust satisfaction,1
understanding,2
a datadriven,1
privacy,5
this strategy,1
an expanded network,1
dynamic highquality,1
the next level,1
the rollout,2
messaging,1
design,5
realtime,2
flight,1
the relevance,1
each interaction,1
mix,3
capture,2
convert intelligence,1
strategic revenue,1
the majority,1
this capability,1
goto,1
the continuous evolution,1
artificial intelligence,2
collaboration,2
enhance,1
promotion,1
the ability,1
affordable nutrition,4
operational network,1
responsiveness,1
leverage,3
automation,1
endofline customization,1
the scope,3
the flow accessibility,1
utility,1
an ecommerce,1
a pioneer,2
responsive digital ecosystem,1
a full set,1
subscription,1
community,2
advanced fulfillment,1
the robustness,1
scalability,1
this model,1
a surge,1
accelerator,1
the rapid upscaling,1
launch,3
idea,1
digital insight generation,1
online consumer,1
directto consumer,1
a flexible platform,1
customercentricity,1
traceability,2
balance,5
resiliency,1
global logistics,1
parallel,1
optimization,1
different product,1
sourcing,1
transport,1
operational carbon,1
footprint,1
an enabler,1
that end,1
track progress,1
sustainable packaging,2
transparency,5
a fitforpurpose platform,1
raw material,2
this work,2
new ground,1
proximity,1
satellite,1
analytic image,1
recognition,1
palm oil,1
the digital expertise,1
journey,3
digital savvy,1
ebusiness,1
academy,1
data,1
continuous digital upskilling,1
every day,2
a real impact,1
cocoa,5
malt,3
this business,1
iconic coffee,1
popular chocolate,1
drink,2
every cup,4
world,2
awe,1
the first organic addition,1
the range,3
mission,4
a business,3
adversity,1
positive impact,2
a glance,7
percentage,7
a coffee,1
a prime example,1
digital business,1
expansion,6
new range,2
a community,1
sustainable coffee,1
cold brew,1
the first cold,1
brew,1
this smooth premium beverage,1
a natural burst,1
the coffeehome experience,1
the innovation,1
streak,1
unique signature,1
global coffee,1
medium,1
signature,1
the same highquality,1
arabica,1
a flexitarian diet,1
meat,1
powder,1
soy,2
barley,1
nature,3
green coffee,2
extract,1
an extra hit,1
caffeine,1
this new functional offering,1
the brand,3
convenient readytodrink,1
belief,1
passion,1
the cat,1
treat,4
segment,6
edge,1
form,1
the traditional chocolate,1
the food,1
bowls,1
premium pet food,1
formula,2
the nutrition,1
every life,1
stage,2
doubledigit growth,7
cat food,4
collection,2
rice,1
spinach,1
something,1
dog,1
edible treat,1
instinctual love,1
venison bison,1
a taste,1
adventure,1
the flavor,1
a new mealtime,1
quest,1
the ultimate combination,1
temperature,1
warm water,1
a new fun,1
mealtime,1
the highgrowth,1
natural pet food,1
powerful brand,1
illuma,1
healthier,3
an extensive portfolio,1
sciencebased medical nutrition,1
human milk,1
the microbiome,1
a new nutrition,1
immunity,4
common shortterm health,1
a little extra help,1
lifelong health,1
super premium,1
member,1
family,1
infant formula,2
jointresearch,1
memory,1
cognitive function,1
a firstofitskind,1
ketogenic drink,1
functioning,1
mild cognitive impairment,1
a condition,2
out,1
the result,1
promise,1
mitochondria,1
a versatile digital ecosystem,1
professional engagement,1
education,4
directtoconsumer purchase,1
nutritional science,2
the frequency,1
severity,1
novel allergy treatment,1
an important part,1
the first spoon,1
the family,1
table,1
a variant,1
affordable offering,1
a range,2
ambient,1
the portfolio,2
cater,1
everyday cooking,1
harmony,1
a premium allnatural portfolio,1
new digital ecosystem,1
athome cooking,1
creativity,1
a focus,1
simple fun,1
a liquid,1
bouillon,2
a paperwrapped seasoning,1
plantbased alternative,1
everybodys,1
everyday life,1
modern health,1
a premium sister,1
glutenfree,1
high protein,1
different meal,1
lifestyle aspiration,1
flagship,2
pizza,1
the addition,1
the first ofitskind,1
croissant,2
crust,2
a convenient way,1
the comfort,1
freshbaked pizza,1
a light flaky buttery,1
core,1
every cooks,1
partner,1
versatility,1
convenience,1
all inone,1
excitement,1
every meal,1
authentic restaurant,1
the first pressed sauce,1
soy corn,1
wheat,1
early childhood,1
old age,1
ambient dairy,1
mate,2
delicious indulgent,1
number,2
intolerance,1
this consumer,1
trend,2
vegan,1
baking,1
last year,4
significant growth,1
simpler,1
the home,1
ambition,6
plantbased knowhow,1
household,1
new consumer,1
creamy texture,1
way,2
a fortified milky,1
vanilla,1
an affordable price,1
