token,frequency
the fiscal year,2
the transition,1
period,36
file,1
number,10
name,2
registrant,1
charter,1
other jurisdiction,1
incorporation,3
organization,4
principal executive,1
telephone,3
area,1
code,2
pursuant,11
each class,2
each exchange,1
check,8
mark,8
the registrant,14
a wellknown seasoned issuer,1
section,2
such filing,1
disclosure,10
herein,9
definitive proxy,6
information,57
reference,64
any amendment,1
filer,6
a nonaccelerated filer,1
reporting,6
company,24
growth,29
è,1
the extended transition,1
financial accounting,1
a shell,1
the aggregate,1
market,41
value,38
stock,27
the last reported sale,1
price,24
share,50
par,6
the information,11
this report,11
the extent,3
forth,4
definitive proxy statement,1
annual meeting,6
such proxy statement,1
the end,7
part,8
a diversified health,5
care,228
the health,33
system,23
work,6
everyone,3
the company,32
refer,1
diversified family,3
health,170
technology,26
clinical expertise,3
these core,3
aligned business,3
an array,4
large multisite,1
public sector,5
benefit,25
behalf,9
state,62
community,5
the provision,9
hospital,4
other diversified global health,2
a health,1
business,98
the broad health,3
marketplace,3
life,6
help,1
overall health,2
performance,18
quality,19
consumer,21
experience,6
provider,23
pharmacy,34
delivery,36
aggregate,1
spending,3
management,59
administrative technology,1
consulting,2
a wide variety,3
industry,20
investment,21
other income,7
position,7
strong localmarket,1
the breadth,1
product,10
many distinct market,1
service,35
advanced technology,4
digital consumer,2
engagement,12
cost,30
effective clinical engagement,1
extensive expertise,1
distinct market,1
innovation,3
patient care,1
improve affordability,1
medical care,9
analyze,1
a simpler consumer,1
access,19
other health,17
extensive government,1
regulation,14
further discussion,2
regulatory environment,1
consumeroriented health,1
alliance,2
employer,8
insurance,44
maintenance,4
a service,2
fee,5
potential liability,2
riskbased product,1
the risk,12
return,5
a monthly premium,3
a fixed rate,2
individual,3
a oneyear period,2
other management,1
a fixed monthly service,1
financing,8
coordination,2
facilitation,2
administration,5
transaction,4
processing,6
a contracted network,3
vision,1
the consolidated purchasing,1
capacity,1
contract,21
costeffective access,1
a large number,2
network,11
manage,1
group,6
segment,8
the commercial marketplace,1
distribution,7
collaboration,2
addition,32
professional employer,1
own proprietary private exchange,1
diverse product,1
portfolio,7
a continuum,1
the flexibility,1
a full spectrum,2
coverage,20
major product,2
a full range,2
a spectrum,1
preventive care,1
direct access,1
catastrophic protection,1
couple plan,1
design,6
responsibility,5
this suite,1
reimbursement,4
personalized behavioral incentive,1
education,2
a comprehensive suite,1
use,11
each medical plan,1
a core,1
set,1
the offering,1
type,4
line,2
small business,1
clinical need,1
decision,3
support,9
utilization,8
case,2
complex condition,1
positive behavior,1
change,3
mental healthsubstance,1
disorder,1
employee,8
assistance,1
integrated pharmacy,1
unit,13
the appropriate use,1
clinical evidence,1
physician,1
broad network,1
dental vision,1
transportation,1
critical illness,1
disability,1
an integrated approach,1
wellbeing,2
age,5
preventive,2
acute,2
chronic disease,2
senior market,1
distinct pricing,1
underwriting clinical program,1
marketing,2
this market,2
a selection,1
affordable networkbased care,1
unique health,1
traditional feeforservice,2
prescription,7
drug,9
care management,6
clinical management,1
a nurse health,1
a network,3
extensive distribution,1
direct marketing,1
membership,8
us government,9
agent,3
program,21
preferred provider,1
exchange,12
monthly premium,1
member,10
monthly consumer,1
gender,1
institutionalized status,1
status,6
the local level,1
account,3
competitor,1
the longterm payment,1
rate,33
outlook,4
each geographic area,1
model,10
a medical cost,1
level,14
healthier,1
nurse,1
inhome preventive care,1
unmet care,1
a single point,1
contact,1
a direct line,1
highrisk,1
certain care,1
medical record,1
software,23
clinical care,3
patient,4
a comprehensive set,1
home,21
nursing,1
modeling,1
high risk,1
enable care,1
the right,2
the right place,1
the right time,1
standalone,2
the standalone,2
a large spectrum,1
the majority,3
the diverse,1
the remainder,1
association,2
a diversity,1
coinsurance,1
total,12
the year,30
the benefit,1
employerfunded health,1
the state,2
other federal state,2
expansion,2
a formal bid,1
process,3
a number,8
participation,7
commitment,2
consistency,1
the eligible population,1
base,4
long term,1
the structure,1
medical cost,17
these health,1
risk,26
medical behavioral,1
a consistent relationship,1
the medical community,1
a care,1
effective care,2
administrative efficiency,3
the ability,4
local market,1
environment,4
family,1
government,28
this population,1
development,8
feeforservice,2
a population,1
this expansion,1
physical behavioral longterm,1
communitybased collaboration,1
clinical model,1
the clinical experience,1
the model,1
drive,2
specialty,18
primary care,1
emergency,1
a comprehensive range,1
mobilization,1
the world,2
every aspect,1
expertise,4
constrain,1
a broad network,1
a provider,2
diagnostic imaging,1
surgery,1
the external payer,1
an owned network,1
a variety,6
a technologyenabled health,1
the right support,1
possible patient,1
receive highquality,1
global life,2
wellness,3
population,6
the care,4
patient satisfaction,1
excellence,1
continuum,1
local ambulatory,1
a physicianled patientcentric,1
datadriven organization,1
transition,1
payment,21
the focus,1
patient health,1
accountable care,1
local care,2
ownership,2
the coordination,1
neighborhood,1
walkin care,1
a consumerfriendly approach,1
a traditional inpatient hospital,1
a wide range,2
the preventive care,1
intervention,2
continuumphysical health,1
wellness mental health,1
hospitalization,1
postacute,1
behavioral health,4
organ,1
physical therapy,1
guidance,1
a whollyowned subsidiary,1
scalable digital payment,1
a risk,4
basis,10
an administrative fee,1
monthly fee,1
a feeforservice basis,1
a contracted fee,1
income,45
individual market,1
other federal procurement,1
research,2
the quality,3
efficiency,2
clinical technology,1
adjustment,25
integrity,3
strategy,4
clinical performance,3
revenue,28
cycle,1
outsourcing,1
data,5
achieve efficiency,2
quality meet,1
compliance,18
core,4
an order,1
backlog,2
the backlog,2
historical experience,4
the aggregate backlog,1
aggregate backlog,2
any assurance,1
regard,2
the timing,5
scope,1
the potential,1
cancellation,1
nonrenewal,1
early termination,1
force,1
other technology,1
primary market,2
challenge,1
a broad array,1
meet,2
particular focus,1
improvement,1
containment,1
costeffective,1
understand,1
deliver,1
accuracy,1
epidemiology,1
safety,2
compounding,6
infusion,5
ultralimited distribution,1
oncology,1
pain,1
ophthalmology,1
substance,3
wholeperson,1
approach,2
demographic medical laboratory,1
insight,1
benefiting,1
clinical quality,1
trend,9
pharmaceutical spending,2
a substantial majority,1
large national employer,1
overall pharmacy,1
appropriate manner,1
good health,1
inappropriate utilization,1
nonadherence,1
client,3
medical spend,1
various utilization management,1
medication,1
assurance,1
adherence,2
a distinctive approach,1
the management,1
pharmaceutical care,1
comprehensive decision,1
elevate quality,1
operating,25
scale,1
mental health,2
facility,2
