token,frequency
t,15
r,2
o,6
p,10
e,28
a i c,2
a n,2
i,21
a u n,2
h,7
g,4
n,4
u l,2
c,30
n e,2
m,4
u c,2
a r,2
s,2
a s r,2
v,3
the person,5
report,96
brief,7
an ambition,9
the responsible energy,18
energy,167
world,12
sustainable growth,9
an organizational structure,6
ambition,28
overview,55
fiscal year,230
segment,275
hydrocarbons,9
marketing,24
control,73
risk,171
management,335
arbitration,8
performance,179
model,20
health,77
safety,143
change,85
support,43
corruption,51
tax,121
evasion,13
creation,13
host,17
third partys report,8
total,196
information,256
capital,280
incorporation,15
other information,16
financial information,24
additional information,11
statement,45
income,210
comprehensive income,8
consolidated balance,3
sheet,82
cash,192
flow,180
consolidated statement,7
equity,205
supplemental oil,24
gas,491
pursuant,58
other financial information,36
parent,21
company,117
the parent,27
corporate governance,102
compensation,158
the administration,36
related party,6
this translation,1
a non binding,1
translation,56
certification,5
the convenience,2
this purpose,3
knowledge,28
the information,48
denregistrement,4
universel,4
accordance,180
no omission,1
import,5
applicable accounting,1
a fair view,2
financial position,20
the consolidation,11
the rapport,1
gestion,1
the cross,1
reference,51
list,8
page,5
the development,100
the business,52
this version,1
the version,1
the competent authority,3
prior approval,1
the change,15
the rectification,1
an error,1
impact,23
assessment,51
the oil,61
pipeline,13
project,129
the remainder,2
the french version,4
correction,3
the legend,1
the pie chart,1
structure,27
shareholder,18
type,26
the end,132
the first paragraph,2
section,9
the title,3
insert,1
a public offer,1
the admission,1
trading,79
a regulated market,4
a transaction,2
note,86
the group,6
presentation,68
major energy,3
player,10
collective ambition,2
the energy,59
sector,39
strategy,96
longstanding,2
differentiating,2
geographic presence,2
the heart,13
innovation,8
the digital transformation,3
targeted investment,2
policy,115
continuous improvement,5
an operational structure,2
outlook,13
the strength,3
business,165
a producer,1
oil,318
a century,2
a presence,11
a major energy,2
player0,1
natural gas,121
lowcarbon,24
electricity,81
exploration,113
production,421
distribution,31
consumer,8
refining,33
liquefaction,27
transport,53
storage,62
an essential resource,1
society,5
view,8
todays world,1
a key role,1
present,2
market,107
capitalization,9
dividend,73
share,359
the fiscal year,56
year,122
adjusted net income,5
return,30
average capital,14
ratioc,1
operating,56
boe predividend,1
organic cash,29
a definition,1
the alternative performance,1
this chapter,95
point,87
chapter,90
b,84
approval,50
growth,36
boe,8
kboed,5
geographic area,4
group,59
a brent crude,2
price,132
power,51
generation,33
capacity,81
gross capacity,7
renewable power,4
number,77
generation0,1
cogeneration,6
unit,42
part,181
capacitya,2
kbd,16
throughputa,2
the world,54
crude distillation,2
the average impact,2
regular repair,2
maintenance,20
product,23
a b,23
