token,frequency
holding,17
co,28
ltd,27
digital,173
every,30
person,11
home,32
organization,68
fully,25
connected,42
intelligent,118
world,154
who,1
leading,31
global,80
information,55
communication,51
technology,146
solution,229
provider,11
we,275
provide,54
telecom,24
carrier,118
enterprise,90
consumer,57
competitive,12
product,131
service,299
work,72
country,68
region,59
serving,10
onethird,3
population,4
among,27
employee,63
different,33
nationality,2
localization,2
rate,42
almost,4
what,3
offer,14
create,24
value,134
customer,228
together,37
ha,169
built,14
network,219
helping,33
connect,11
partner,125
serve,14
government,44
public,41
utility,6
well,32
sector,30
like,37
finance,33
energy,59
transportation,13
manufacturing,28
help,112
industry,193
go,22
providing,24
open,69
flexible,12
secure,22
infrastructure,47
platform,136
promote,28
greater,32
synergy,24
device,74
cloud,223
also,86
stable,13
reliable,16
evolve,8
need,53
with,29
smartphones,15
smart,72
improving,30
people,40
experience,89
life,32
entertainment,3
development,134
advocate,2
openness,5
collaboration,18
shared,27
success,33
through,21
joint,42
innovation,62
peer,4
expanding,7
robust,11
symbiotic,6
ecosystem,89
active,9
member,49
standard,51
alliance,18
source,20
community,28
mainstream,8
lay,4
foundation,20
joined,31
force,9
innovate,14
emerging,8
domain,63
computing,49
softwaredefined,4
networking,12
function,9
virtualization,5
g,88
driving,17
forward,19
drive,31
economic,25
growth,59
generates,2
tax,90
revenue,58
provides,24
local,38
employment,5
opportunity,31
stimulates,1
chain,37
operate,9
deliver,42
innovative,37
transformation,94
fostering,3
greatly,4
quality,41
enable,29
sustainable,28
as,69
responsible,21
corporate,44
citizen,5
made,30
significant,34
contribution,23
bridging,7
divide,7
leaving,1
mark,4
place,9
remote,13
circle,1
keenly,1
aware,1
importance,7
telecommunication,15
emergency,14
response,10
situation,2
having,1
faced,3
area,23
nuclear,1
contamination,1
tsunami,2
massive,8
earthquake,7
struck,2
hold,41
fast,8
restore,3
ensure,34
operation,101
essential,3
equipment,29
disaster,13
zone,1
to,28
sustainability,14
prioritize,2
lowcarbon,3
environmental,8
protection,23
throughout,10
planning,18
design,31
rd,20
delivery,28
om,28
activity,36
topoftheline,1
save,1
reduce,24
message,3
rotating,6
acting,4
ceo,8
business,263
highlights,3
fiveyear,9
financial,195
chairs,3
discussion,5
analysis,22
independent,16
auditors,3
report,36
consolidated,67
statements,6
summary,28
notes,2
risk,109
factors,3
governance,14
abbreviations,3
terminology,3
exchange,37
rates,2
impact,21
develop,34
next,10
generation,11
talent,27
program,37
young,6
across,43
transfer,15
knowledge,8
cultivate,12
understanding,6
interest,46
encourage,3
broader,5
involvement,9
dedicated,12
strong,6
inspiring,4
dedication,6
one,37
huaweis,8
core,50
manifest,2
many,26
way,29
ass,16
select,4
manager,17
based,77
extent,15
responsibility,47
team,32
giving,10
shoulder,2
accelerate,9
career,4
in,239
enabled,6
huawei,48
yield,2
ample,1
return,17
gain,26
memorable,2
stand,4
for,21
past,20
year,112
maintained,7
unwavering,1
focus,39
rejecting,1
shortcut,1
easy,4
dont,2
align,4
practical,7
approach,19
ever,7
thing,22
concentrate,2
effort,34
invest,8
patiently,1
technological,23
breakthrough,11
this,93
strategic,39
reflection,2
staying,2
customercentric,9
persevering,2
growing,17
the,261
era,8
generous,1
make,43
historic,1
boldly,1
forge,1
ahead,9
build,90
embark,3
new,114
journey,9
vision,15
mission,12
clear,9
bring,19
our,67
building,55
entering,3
stage,10
ongoing,18
take,11
society,8
whole,3
rapidly,13
evolving,5
change,43
blink,1
eye,2
from,11
billion,14
human,12
use,51
ubiquitous,5
industrial,13
sensor,4
ability,10
sense,12
perceive,2
boundary,6
physical,7
dissolve,1
producing,1
endless,1
surge,2
data,110
shift,7
connecting,12
give,17
rise,14
possibility,3
largescale,5
application,76
center,53
spanning,1
earth,1
pervasive,2
edge,14
ambient,2
intelligence,29
