token,frequency
integrated oil,4
gas,234
the world,3
each day,5
the quality,12
life,4
the globe,1
the supply,4
power,41
heat,15
expertise,6
sustainable development,13
marketing,77
exploration,81
production,369
trading,48
section,17
page,20
this document,6
all equivalent,1
the context,5
hydrocarbon,38
growth,54
free cash,17
flow,30
replacement,6
ratio,10
project,47
key performance,7
the level,8
achievement,9
the strategy,5
oil,420
global oil,1
the first well,1
field,159
jet,20
construction,41
the delayed coker,6
isomerization,2
new steam,2
generation,58
highviscosity,12
development,112
lowpermeability,2
the plateau,2
level,14
portfolio,10
a new development,1
plan,43
appraisal,2
capacity,31
refining,71
day,22
refinery,15
throughput,11
boe,8
petroleum,74
dividend,21
share,145
performance,95
international oil,11
total dividend,2
pp,13
the year,48
the first year,1
new longterm strategy,1
a year,10
this excellent start,1
confidence,2
successful delivery,1
mix,4
product,34
slate,11
focus,3
the macroeconomic environment,1
price,74
volatility,9
uncertainty,5
the oil,13
market,33
an environment,1
flexible business,1
model,13
a conservative approach,2
planning,7
a high level,4
vertical integration,3
effectiveness,7
strong operational performance,1
improved market,1
efficiency,40
return,2
average capital,1
an important strategic indicator,1
a performance,1
full alignment,1
the approved strategy,2
segment,44
further development,1
commercial production,4
the field,32
crude oil,133
flagship,2
the second production,4
platform,12
cuttingedge,2
drilling,34
completion,15
total oil,2
output,34
operation,19
daily crude,2
investment,27
decision,7
impressive growth,2
high viscosity,4
tight oil,4
the permian reservoir,6
this worldclass,1
the peak phase,1
stream,8
daily gas,1
the total gas,1
yearonyear,23
a special note,1
mature,7
decline,4
the number,37
the successful delivery,1
the 0billion,1
cubicmeter,1
processing,23
significant effort,1
cost,55
base,13
lifting,4
meter,2
optimization,14
improvement,30
strong performance,2
an important achievement,1
the share,21
fuel,87
total output,6
a delayed coker,6
complex,12
launch,8
the potential impact,2
bunker,12
the volume,11
efficient transportation,1
pipeline,33
railroad,1
transportation,64
supply,17
volume,10
gasoline,44
region,36
diesel,8
the port,7
order,29
retail network,17
management,248
system,124
cash,54
the modernization,1
program,39
profit,100
year,66
the launch,11
the jet,1
high margin,3
intoplane,11
commitment,6
business,155
activity,9
the environmental impact,2
the reporting,109
example,5
a result,107
a range,7
use,60
rate,133
this increase,3
the main contributor,3
the reduction,4
direct greenhouse,2
full reclamation,1
the industrial waste,1
water,15
consumption,17
wastewater,9
purity,1
treatment,16
outdated equipment,2
industrial safety,4
offshore,5
the zero,1
discharge,5
principle,2
all waste,1
exception,1
regard,4
low injury,1
the adherence,1
training,10
effective contractor,1
engagement,7
sustainability,7
an important factor,4
shareholder,18
value,48
the long term,3
success,6
net income,7
the amount,93
percentage,18
the inflation,1
the favorable macro,1
environment,15
a share,5
buyback,12
line,74
new financial policy,1
top priority,1
own cash,1
continuous value,1
creation,1
the conversion,2
process,32
automation,7
digitalization,8
land,5
talent,8
efficient business,1
asset,13
the development,13
reputation,7
a favorable environment,1
close proximity,1
own wholesale,1
an extensive filling,1
station,16
network,7
infrastructure,29
aircraft,5
own power,1
distribution,59
the south,2
both gasfired power,1
renewable energy,4
sour crude oil,1
light sweet crude oil,1
marketable gas,4
premium,14
various performance,1
charity,2
yield0,1
the dividend,11
yield,25
a total dividend,1
amount,68
per,1
the average share,1
marine,3
river,2
bunkering,2
resource,4
potential,2
building,6
various petroleum,1
conversion,7
feedstock,8
light product,4
highmargin,8
total production,8
efficient wholesale marketing,1
thirdparty,5
incremental value,1
premium fuel,1
additional diversification,1
a priority,1
channel,3
wide product,1
range,7
access,14
priority,10
energy,36
electric power,1
natural gas,28
efficient,7
own production,4
lowcost,1
sunlight wind,1
total capacity,2
renewable generation,1
balance,6
key product,1
crude,95
heavy product,1
nonfuel revenue,1
other revenue,3
corporate governance,44
structure,38
detailed list,1
global demand,1
world,1
population,1
capita evolution,1
renewable power,3
quality,10
the resource,2
depletion,43
upstream technology,1
extensive expertise,1
technological expertise,2
reduction,15
involvement,7
hard torecover,3
delivery,10
barrel,49
rapid growth,1
the list,12
the sulfur,2
content,2
demand,13
competition,4
complexity,4
highquality,1
favorable location,1
proximity,2
enhancement,2
maintenance,17
an isomerization,4
unit,30
a high market,2
expansion,1
leadership,1
new global sulfur,2
cap,2
the sea,3
a wellhead platform,4
part,59
wellhead,1
generating,2
yearonyear growth,2
condensate,5
the first longreach,2
horizontal,3
a stepout,1
km,4
schedule,11
the average daily gas,2
core,19
the production,8
application,12
advanced geological exploration,1
prospecting,3
the technological edge,1
work,12
the total number,5
the use,15
innovative technology,1
the final stage,2
pilot,4
testing,1
operating,50
implementation,19
new production,8
maintaining,1
plateau,3
ebitda net income,1
major exploration,1
average headcount,5
successful development,3
the full potential,1
record,6
short time,2
the eastern part,1
the reservoir,2
the growth,9
the final investment,4
stage,9
fixed ice,2
resistant platform,2
a living,5
thousand,37
highimpact cuttingedge,1
both highviscosity,1
unique,2
thermal stimulation,1
horizontal drilling,3
multizone,2
hydro,1
the injection,1
stock,9
efficient reservoir,1
pressure,4
a major achievement,1
a project,3
such scale,1
integrated project,1
approach,7
robust track,1
the region,3
professional team,1
site,5
second process,2
a gas,3
gathering,2
an export,2
external power,2
early launch,1
the fuel,6
the total petroleum,1
depth,5
point,7
the product,5
particular construction,1
this refinery,1
motor,15
operational efficiency,7
lowercost pipeline,1
effective marketing,1
an increase,58
the performance,22
filling,2
the gross profit,2
the coverage,1
russian filling,5
gross profit,4
non fuel,1
the management,10
control,35
cut,3
a jet,1
interplant integration,2
the efficiency,15
focused growth,3
the nonfuel,1
high market,2
refueling,3
income,114
network0,1
the construction,8
the complex,5
the refining,5
diesel fuel,4
vacuum,8
coke,1
this project,1
competitive edge,5
another selective project,1
new unit,1
the added value,1
the program,10
nonfuel,2
the polymer,1
premium intoplane,1
the total volume,4
this impressive growth,1
a refueling,1
an automated process,2
a fuel,6
lab,2
farm,2
a hydrant,2
centralized refueling,2
airport,2
the average headcount,4
environmental impact,3
key sustainability,2
the increase,8
a record,4
high,1
greenhouse,11
workrelated injury,4
the losttime accident frequency,2
accountability,4
compliance,63
comprehensive training,1
hazardous production,6
a number,28
digital employee,3
the average employee,1
headcount,1
online training,1
social responsibility,8
pollution,1
economic development,2
staff,6
education,8
handson,2
employee,25
pool,10
job,5
rotation,2
supreme,1
governance,32
body,29
every year,2
the form,9
joint attendance,3
absentee,1
the general management,3
the benefit,2
charter,19
capital,86
the person,4
a beneficial economic interest,5
the governance,16
status,4
full compliance,4
service,26
absentia,6
person,20
the composition,8
the relevant letter,1
executive,19
remuneration,77
sole executive,4
operational management,2
a collective executive,2
charge,5
each year,2
termination,5
tenure,3
the remuneration,26
financial result,1
an accounting,1
source,3
a cash,1
operational indicator,1
substantial net income,1
ruble production,2
a rise,3
a reduction,1
production0,2
the external production,1
driven,1
agreement,13
indicator,2
the efficient use,1
industry,13
result,1
peer,1
the petroleum,2
a considerable increase,1
leverage,2
a historic high,1
change,29
largescale maintenance,1
the utilization,3
debt,21
burden,2
conservative financial policy,1
strong financial position,1
the environment,3
volatile hydrocarbon,1
foreign exchange,10
capex,1
the completion,5
largescale construction,1
the size,6
a conservative oil,1
scenario,8
account,25
the progressive nature,1
policy,57
the annual bonus,1
accident,1
frequency,4
the atmosphere,1
addition,20
waste,14
disposal,17
the indicator,1
each region,2
the bulk,4
low level,1
strengthening,1
significant progress,1
close attention,5
strategy,15
this work,1
digitization,1
the effectiveness,9
smooth operation,1
the significance,2
information,102
technology,19
the business,7
a crucial addition,1
motivation,2
the corporate governance,17
major part,1
treasury,4
agenda,6
corporate culture,2
conduct,4
own discretion,1
election,4
an appropriate number,1
the future,7
volatile external environment,2
effective governance,1
decisionmaking,2
a high investment,1
discipline,1
behalf,7
unwavering trust,1
the implementation,14
an important tool,1
a competitive edge,1
a special focus,3
the sustainability,3
nonfinancial disclosure,1
the decision,3
the methodology,3
bonus,9
calculation,6
individual performance,3
independence,13
experience,13
the role,5
succession,5
the internal audit,15
reliability,15
the risk,32
internal control,58
risk,99
internal audit,39
internal audits,4
an element,1
framework,4
the essential role,1
an independent internal audit,1
function,4
the financial performance,1
main construction,5
the capital,4
increase,21
a decrease,32
a favorable macroeconomic environment,1
strong operating,1
this growth,2
the ruble depreciation,1
the favorable market,1
overall oil,1
the second half,8
a decline,3
sale,20
diamond,12
depreciation,17
amortization,22
the ruble appreciation,1
the caspian region,2
the decline,3
a fouryear high,1
a slowdown,1
rapid oil,1
russian oil,1
revenue,42
formula,4
export,64
duty,61
the net price,1
net,26
the negative time,1
lag effect,6
the ruble,16
dollar,23
average,3
a positive impact,2
denominated net price,1
crude price,2
extraction,61
tax,170
the majority,12
a significant competitive advantage,1
proved liquid hydrocarbon,1
the end,41
comparison,1
the average,2
private international oil,1
equipment,49
equivalent,3
