token,frequency
speed,14
ahead,11
future,181
a,1626
n,1939
ua,2
l,719
r,1657
ep,1
o,1446
t,1175
key,97
k,147
swa,33
g,481
e,2675
u,665
p,393
v,347
volume,131
thousand,145
deliveries,30
customer,290
unit,158
sale,501
production,220
ifrss,5
million,737
financial,999
data,69
sales,103
revenue,242
operating,396
result,322
special,125
item,186
return,150
earnings,145
tax,378
division,50
capex,18
capexsales,3
net,140
cash,314
flow,177
liquidity,48
dec,104
investment,204
equity,195
hgb,3
income,252
fiscal,196
year,887
per,101
ordinary,47
share,443
preferred,92
research,56
development,230
cost,343
rd,17
ratio,85
activity,179
investing,26
attributable,119
adjusted,75
including,132
unconsolidated,9
joint,108
venture,99
these,85
company,293
accounted,49
using,123
method,64
prioryear,108
delivery,90
updated,15
reflect,23
subsequent,16
statistical,5
trend,80
allocation,31
consolidation,29
adjustment,41
services,39
excluding,43
acquisition,32
disposal,34
percentage,39
average,66
this,206
version,17
annual,102
report,328
translation,12
original,12
the,1599
take,33
precedence,2
all,17
figure,172
shown,32
rounded,4
minor,7
discrepancy,11
may,130
arise,32
addition,180
amount,386
previous,336
parenthesis,2
directly,35
current,226
reporting,311
period,355
moving,6
globally,14
group,382
h,426
m,736
s,1375
i,1663
c,764
f,626
we,291
resolutely,2
pursuing,3
transformation,23
by,27
maintaining,3
course,31
continue,47
shape,16
individual,123
mobility,111
contents,3
to,135
our,72
shareholders,17
divisions,23
letter,7
supervisory,57
škoda,42
seat,35
commercial,147
scania,4
man,54
management,395
consolidated,295
statements,201
additional,65
information,113
goals,4
strategies,4
statement,216
fiveyear,6
review,25
internal,61
comprehensive,110
performance,247
indicators,5
activities,5
changes,20
glossary,4
corporate,43
governance,27
index,25
notes,81
scheduled,9
dates,2
responsibility,42
auditors,13
remuneration,201
executive,34
bodies,5
disclosures,9
required,57
under,19
condensed,4
accordance,116
enhancement,20
expected,100
prospects,4
wa,576
published,16
occasion,3
march,15
board,47
there,63
many,34
reason,31
invest,15
some,4
look,15
built,7
solid,14
foundation,11
healthy,10
prospect,7
others,15
embrace,2
people,35
environment,68
but,5
valuable,6
create,9
value,454
stand,11
type,55
volkswagen,137
strives,3
therefore,88
align,3
business,264
following,114
three,56
pillar,3
digitalization,44
electrification,17
increase,189
shareholder,91
ha,246
added,25
spite,7
difficult,24
reflected,14
vehicle,691
delivered,48
ever,8
it,124
new,397
model,330
launched,36
brand,382
for,99
example,53
troc,10
and,7
least,26
rose,60
billion,407
profit,256
climbed,9
percent,46
upper,3
end,130
target,142
range,126
position,63
proven,2
resilient,2
despite,20
headwind,2
face,9
in,763
test,61
procedure,46
caused,16
delay,8
shift,14
distribution,41
second,32
half,29
particularly,66
negatively,12
affected,31
introduction,13
wltp,6
increasing,32
capacity,34
reducing,22
variant,6
intend,10
pas,4
next,23
level,191
smoothly,2
also,429
defined,84
extensive,13
countermeasure,6
improve,22
situation,52
appropriate,43
program,90
way,38
core,38
particular,111
work,85
efficiently,5
at,287
objective,23
resource,41
main,42
plant,89
alone,4
want,12
productivity,4
cent,2
effort,15
necessary,34
political,15
uncertainty,34
ailing,2
economy,45
affecting,3
region,86
world,89
includes,37
dimmed,2
considerably,15
trade,43
dispute,13
market,576
grew,12
increased,98
slightly,46
short,11
quite,4
feat,2
offer,40
sincerest,2
thanks,12
employee,117
com,71
mitment,2
benefit,110
success,46
proposing,6
significant,59
dividend,69
emphasis,9
electric,94
car,184
today,5
perspective,12
best,26
efficient,31
choice,3
co,70
transport,38
looking,6
remains,13
challenging,8
tech,12
nological,4
change,216
industry,46
emobility,38
connectivity,11
solution,62
automated,9
driving,37
going,15
lot,1
energy,39
top,39
realigning,2
efficiency,25
competitiveness,10
pick,3
revise,1
structure,57
coming,8
guided,4
campaign,9
committed,7
making,32
contribution,63
protecting,6
were,1
planning,54
around,49
five,35
elec,2
tric,1
put,44
road,15
every,15
fourth,7
with,88
soon,3
first,135
neutral,3
supply,35
chain,22
transformed,1
pureplay,1
forming,6
largest,30
network,33
conversion,8
anting,6
foshan,1
full,31
swing,1
launch,24
planned,26
go,8
far,21
beyond,13
drive,51
becoming,15
highly,19
complex,15
connected,10
device,16
like,6
tablet,1
wheel,6
assistance,10
system,198
infotainment,1
fully,33
autonomous,13
software,36
tomorrow,12
successful,23
panies,10
need,35
scale,4
leading,25
sector,20
size,8
what,1
lacking,2
area,121
expertise,29
taking,41
step,26
acquire,3
skill,12
forging,1
alliance,12
partner,38
revising,1
changing,3
workflow,3
established,38
auto,15
maker,2
separate,32
hardware,2
sepa,2
rate,310
additionally,15
responsible,51
keeping,3
close,13
eye,1
goal,58
become,27
global,84
provider,35
sustainable,48
possible,62
achieve,28
growth,114
force,10
thank,1
trust,20
invite,1
stay,1
move,3
forward,34
journey,1
diess,11
integrity,36
legal,100
dring,5
chairman,81
passenger,158
cars,27
se,58
human,20
resources,13
hc,25
finance,40
procurement,48
audi,73
ag,268
premium,37
section,83
gentleman,1
committee,28
focused,21
enhance,7
ment,82
address,17
diesel,204
issue,201
remained,36
another,29
regularly,35
deliberated,1
supervised,1
supported,7
agement,21
running,2
advised,4
relating,87
accor,8
dance,7
duty,16
law,89
ciation,3
rule,47
observed,1
relevant,82
recommendation,20
suggestion,9
time,160
involved,24
decision,48
fundamental,3
importance,14
discussed,6
strategic,82
consideration,14
regular,32
interval,6
