token,frequency
plc,140
annual,425
and,525
form,366
f,365
for,111
ended,40
december,338
year,478
royal,34
cross,3
reference,51
terms,2
abbreviation,2
about,7
strategic,91
report,318
chairs,14
message,3
chief,55
executive,112
officers,3
review,73
outlook,35
overview,31
risk,407
factor,97
summary,21
result,177
performance,342
indicator,30
gas,570
information,283
capital,167
resource,52
environment,81
society,49
change,277
energy,217
transition,102
our,194
people,58
governance,140
the,1453
directors,208
corporate,70
remuneration,211
financial,635
statements,211
related,151
consolidated,56
supplementary,10
oil,564
unaudited,12
independent,85
auditors,6
reports,2
shareholder,279
section,68
r,17
act,49
disclosure,67
measure,193
reconciliation,25
e,93
exhibits,3
cover,28
image,1
shining,1
light,13
solution,15
showing,1
extensive,10
range,66
activity,210
demonstrating,3
importance,18
ha,359
daytoday,1
life,29
simple,2
direct,26
iconographic,1
approach,55
design,15
group,84
typesetting,1
dfin,1
printer,1
intentionally,4
left,8
united,1
states,1
securities,21
dc,1
pursuant,28
to,47
or,2
of,69
exchange,144
fiscal,15
commission,11
file,13
number,144
name,7
registrant,13
specified,24
charter,4
jurisdiction,24
incorporation,23
organisation,58
van,215
hague,8
royaldutchshellshareholdersshellcom,2
principal,33
office,76
registered,56
b,402
stock,39
title,3
each,21
class,40
representing,19
two,96
a,544
ordinary,70
share,899
issuer,13
nominal,22
value,227
guaranteed,26
notes,41
due,141
may,250
september,26
floating,13
indicate,12
outstanding,32
common,9
close,15
period,268
covered,20
g,21
none,7
reporting,164
obligation,68
check,11
mark,11
wellknown,1
seasoned,3
defined,78
rule,36
if,57
required,95
whether,64
filed,25
preceding,8
month,25
shorter,3
wa,509
subject,138
filing,5
requirement,91
past,18
day,69
submitted,5
electronically,4
every,20
interactive,3
data,57
regulation,70
st,29
chapter,1
submit,2
large,27
accelerated,10
filer,8
nonaccelerated,2
emerging,20
growth,111
company,413
see,161
definition,8
cidcid,41
yes,5
prepares,2
statement,255
accordance,111
gaap,2
elected,7
use,103
extended,5
