token,frequency
n n,2
a l,163
e,378
p,195
o,210
r,239
l,11
u d,7
this annual report,20
the context,3
owned subsidiary,5
shareholder,14
an indirect non,1
subsidiary,4
a whollyowned subsidiary,1
the purpose,20
this report,9
region,1
business,173
profitability,7
refer,7
the analysis,4
the company,106
future,6
development,71
the section,7
a life,3
insurance,321
company,22
capital,49
life,33
an extensive distribution,2
network,9
asset,54
management,289
shareholding,3
individual life,1
group,13
accident,15
health,28
provider,3
annuity,26
force,15
shortterm health,4
wwwechinalifecom,1
irechinalifecom,2
liyhechinalifecom,1
the main contact,1
person,3
website,5
history,2
excellent brand,1
principal,2
solid financial strength,2
extensive customer,1
base,4
stable core,1
team,9
the predecessor,1
the first batch,1
establishment,4
the restructuring,1
reorganization,2
home,2
the first financial insurance,1
enterprise,7
a key member,1
the role,2
an explorer,1
pioneer,1
industry,17
a worldclass,1
financial insurance,2
brand,2
longterm,4
continuous brand,1
building,2
the world,3
value,123
influence,2
the brand,1
0,1
session,4
list,1
principal business,3
the life,11
market,66
leading position,3
a new record,1
high,1
the longterm,2
accumulation,1
comparable,1
the end,75
the total market,1
capitalization,4
the total number,5
powerful distribution,1
service,37
the reach,1
the upgrade,1
mobile internet,1
firstclass,1
operational management,1
risk,149
control,45
customer,25
a customer,3
system,65
mobile intelligent,1
convenient,3
the public,1
an extensive customer,1
offering,2
the long course,1
a wealth,1
experience,28
operation,33
professional management,2
the art,1
core,6
knowledge,6
understanding,4
senior management,32
investment,177
no change,4
a material impact,4
a yearonyear increase,9
payment,32
duration,19
income,114
yield,27
an increase,73
percentage,31
point,12
net profit,40
attributable,13
equity,99
the year,289
tax,83
profit,125
ordinary share,7
cash,92
operating,19
assets0,1
financial ratio,1
yield0,3
increase,13
share,40
net cash,4
fair value,132
loss,104
the tail,1
account,20
the beginning,22
the period,43
the period0,5
the same basis,3
a i r,6
a n s,8
a t,82
m,46
n t,50
the spring,2
thunder,1
the land,2
this beautiful,1
season,1
the whole world,1
behalf,4
board,2
report,22
a c,3
h,18
v e,3
s,47
a d,2
i,295
a n d,29
u m,2
u r,4
blueprint,1
the new era,3
outstanding,1
outstanding operating,1
the operating,9
guideline,4
structure,29
stable growth,3
the overall innovationdriven,1
strategy,16
accelerated development,2
transformation,10
upgrade,6
prevention,10
a coordinated way,1
the high base,1
a strong growth,2
yearonyear,15
a result,17
the first insurance,1
the exclusive individual agent,12
channel,25
year,67
the first time,6
yearonyear renewal,1
short term,2
the strategic focus,1
the value,25
the opportunity,4
interest,63
rate,82
allocation,12
fixed income,3
gross investment,3
comprehensive investment,2
y,29
t,124
n g,4
g t,1
o n t,2
a d m,1
administrative expense,2
ratio0,1
the corresponding period,1
the expense,1
the impact,13
fast increase,4
the update,4
the discount,11
assumption,10
traditional insurance,4
a significant increase,1
the development,11
regular premium,9
the percentage,13
longterm firstyear,2
renewal,15
the due role,3
protection,12
product,8
diversification,4
rapid growth,1
ratio,15
expensestotal,1
foundation,2
the steady growth,2
size,3
the quality,10
a net increase,1
a quarterly basis,3
relation,65
the number,23
