token,frequency
report,203
we,238
leading,18
integrated,8
producer,23
marketer,7
commodity,237
operating,105
around,27
world,9
our,135
comprise,18
metal,108
mineral,87
energy,62
product,126
agricultural,28
success,8
today,3
cover,12
photograph,1
anode,4
altonorte,3
copper,72
smelter,7
chile,1
highlights,4
net,255
income,284
attributable,63
equity,95
holder,41
million,738
earnings,45
per,65
share,275
basic,8
ebitda,40
us,151
adjusted,79
ebit,34
total,66
borrowing,46
debtffo,1
debt,77
ffo,6
cash,263
generated,19
activity,194
working,50
capital,123
change,199
funds,9
operation,264
alternative,21
performance,160
measure,69
referred,7
defined,60
specified,16
requirement,64
financial,499
reporting,110
standards,14
refer,16
section,37
page,86
definition,16
reconciliation,35
note,165
statement,332
lost,14
time,85
injury,30
frequency,9
rate,115
emission,66
tonne,84
co,15
scope,32
investment,174
strategic,48
at,26
glance,2
chief,19
executive,33
officers,10
review,90
positioned,9
future,128
market,197
driver,8
disruptive,5
force,10
underpinning,6
sustainable,29
development,95
model,48
strategy,63
key,128
indicator,26
principal,58
risk,505
uncertainty,48
directors,94
officer,25
chairmans,4
introduction,7
governance,47
remuneration,69
independent,44
auditors,9
member,70
plc,33
consolidated,106
comprehensive,54
position,79
flow,100
additional,59
information,196
other,154
resources,31
reserve,41
production,275
quarter,11
q,96
focus,36
tomorrow,1
as,102
look,8
forward,49
potential,63
large,17
scale,23
roll,2
electric,24
vehicle,38
storage,53
system,24
set,84
unlock,4
material,158
new,60
source,53
demand,98
enabling,7
underlying,40
including,189
cobalt,30
zinc,59
nickel,37
read,6
one,47
largest,3
natural,19
resource,59
company,109
active,25
every,17
stage,12
supply,97
chain,19
uniquely,5
diversified,16
geography,10
maximising,2
value,355
create,19
business,261
diverse,10
stakeholder,35
bn,20
revenue,98
region,17
segment,47
secure,3
longterm,43
site,22
number,53
asset,501
grouped,2
office,19
marketing,139
officeother,1
agriculture,7
noncurrent,76
by,4
americas,1
geographic,7
destination,6
based,78
country,47
incorporation,6
sale,138
counterparty,30
however,23
may,176
necessarily,6
counterpartys,1
ultimate,4
parent,7
andor,29
final,7
see,111
excluding,25
advance,45
loan,49
deferred,72
tax,270
the,577
percentage,7
contribution,37
derived,11
included,63
acquisition,80
extraction,10
processing,27
refining,8
blending,10
optimisation,9
delivery,20
brownfield,5
add,8
cktpa,2
concentrate,108
investing,9
grow,5
next,21
three,24
year,358
what,1
make,30
u,28
different,21
insight,7
c,22
employee,70
experience,35
people,35
reduction,42
carbon,27
highquality,1
lowcost,4
desirable,1
entrepreneurial,3
culture,10
empowered,2
decision,26
relationship,27
broad,12
base,40
supplier,18
customer,32
le,46
