token,frequency
gazprom,1129
one,40
world,22
largest,42
oil,254
gas,1209
company,142
term,46
reserve,117
production,376
market,173
capitalisation,6
for,73
detail,63
see,60
section,66
vostochnomessoyakhskoye,1
field,218
ha,117
natural,170
accounting,23
global,66
exploration,66
seismic,6
survey,11
licence,24
block,18
leader,11
treatment,14
unit,122
the,468
longest,3
network,18
highpressure,2
trunk,48
pipeline,168
storage,63
exporter,2
share,148
consumption,79
country,115
exceeds,3
marketing,25
laying,3
no,71
processing,100
volume,96
second,13
producer,7
total,84
refining,44
stable,36
condensate,105
construction,122
euro,7
refinery,39
lng,20
open,7
significant,25
opportunity,14
expand,10
presence,6
new,97
available,50
export,46
growth,38
tank,4
terminal,5
shipping,9
complex,48
near,19
compressor,32
station,68
group,103
promoting,2
use,57
motor,24
fuel,83
priority,59
ngv,17
markets,3
page,5
gazproms,196
compressed,3
filling,18
pay,8
particular,16
attention,2
quality,26
corporate,130
governance,65
applying,3
international,67
standard,56
best,9
practice,23
multifunctional,1
saint,8
petersburg,5
socially,6
responsible,18
actively,11
run,5
support,43
project,170
sport,11
science,1
art,4
preserving,3
cultural,7
historical,5
heritage,3
arena,2
stadium,1
used,28
factor,35
plan,74
resources,5
capitall,1
governing,37
body,48
information,98
source,22
this,13
prepared,19
based,44
pjsc,273
management,233
committee,99
on,59
holding,14
dated,158
january,22
refer,2
parent,8
ie,4
joint,79
stock,23
jsc,5
july,14
mean,3
aggregate,8
entity,101
includes,11
subsidiary,114
purpose,14
list,30
associate,35
venture,32
well,142
investment,104
classified,31
operation,111
principle,28
preparation,20
ifrs,11
consolidated,24
financial,109
statement,32
similarly,1
neft,36
energoholding,18
refers,3
neftekhim,20
salavat,5
annual,54
report,78
determines,4
operating,46
economic,34
metric,9
accordance,27
included,41
year,162
ended,3
december,159
therefore,2
may,81
differ,4
similar,5
statutory,3
requirement,27
moreover,2
determined,12
underlying,3
reporting,67
calculated,19
using,24
method,15
might,2
comparable,5
due,80
difference,10
methodology,5
preparing,8
analysis,14
result,40
read,1
conjunction,1
audited,4
thing,3
discloses,1
future,6
activity,76
forecast,9
estimate,12
considering,4
current,19
situation,11
actual,34
said,2
effect,12
various,12
objective,17
chairman,91
dear,1
shareholders,20
in,237
successfully,9
overcame,1
headwind,1
faced,1
entire,6
economy,10
we,5
rapidly,2
effectively,4
redesigned,1
largescale,6
respond,3
challenge,7
as,55
fully,3
delivered,10
commitment,9
supply,189
domestic,37
consumer,86
secured,3
strong,4
position,24
across,30
key,82
continued,51
delivering,3
strategic,41
development,196
opt,1
affordable,1
reliable,25
green,3
energy,121
meet,10
demand,37
full,22
measure,45
produced,30
bcm,116
our,4
far,48
abroad,62
exceeded,4
representing,3
top,12
history,12
launch,11
offshore,17
significantly,17
improved,4
reliability,17
characterised,1
lowcarbon,7
footprint,6
hightech,12
already,6
need,17
seven,2
another,8
transported,7
record,12
quantity,4
these,14
form,14
part,48
tangible,1
contribution,7
towards,8
environmental,63
goal,39
set,42
ambitious,5
target,29
achieve,12
carbon,4
neutrality,1
sector,11
a,64
role,13
achieving,4
played,1
continues,9
grow,6
ramping,3
via,35
longterm,55
contract,74
increased,34
request,13
side,2
exceeding,6
previously,9
planned,21
addition,33
bilateral,1
agenda,13
number,40
promising,4
including,192
some,2
important,13
decision,17
made,24
accelerate,3
infrastructure,118
expansion,101
directly,8
improves,2
life,5
russians,1
reducing,9
eliminating,1
coal,7
programme,143
spanning,1
period,29
agreed,3
region,104
pace,2
scope,14
related,42
allow,4
thousand,81
home,2
mostly,16
rural,4
area,46
connect,6
along,10
boiler,3
house,8
business,173
level,46
penetration,6
reach,6
technically,4
feasible,3
order,15
cater,1
interest,69
systematically,1
strengthen,6
resource,32
base,17
capability,9
replacement,10
ratio,21
sixteenth,1
running,3
discovered,7
wa,215
highlight,2
successful,4
campaign,2
containing,6
hydrocarbon,85
discovery,5
expanded,10
mineral,10
hub,14
decade,2
come,4
crucial,1
drilling,27
started,11
letter,10
increasingly,1
focusing,4
maximises,1
extraction,5
valuable,2
component,16
abundant,1
polar,1
eastern,4
by,12
driving,10
holistic,2
monetisation,1
increasing,12
stability,5
also,57
supplying,8
wide,5
range,15
soughtafter,1
product,86
offered,2
industry,31
become,4
anchor,1
cluster,1
plant,55
drive,7
segment,22
first,59
process,50
train,7
brought,5
online,15
built,6
highcapacity,1
thermal,9
power,72
within,33
tight,1
timeframe,2
it,13
commissioned,21
spring,1
mainly,20
steam,1
groups,160
division,3
focused,6
conversion,20
rate,54
among,27
came,6
especially,2
half,14
repeatedly,1
put,4
test,5
passed,5
flying,1
colour,1
able,5
allocate,1
almost,6
rub,96
billion,134
dividend,45
close,5
high,26
positive,7
momentum,1
observed,2
q,12
continuing,3
make,11
u,5
feel,1
optimistic,1
projected,14
performance,80
expected,11
payout,9
ahead,6
schedule,7
continue,12
everything,1
necessary,9
balanced,6
dynamic,6
boosting,2
value,65
shareholder,62
directors,114
today,12
highlights,5
electricity,54
heat,61
generation,90
model,30
strategy,22
type,18
capex,12
programmes,9
results,2
operations,9
transportation,97
underground,32
distribution,65
petrochemicals,10
innovations,11
import,33
substitution,23
appendices,1
major,50
subsidiaries,9
entities,6
implementation,67
presidential,17
governmental,10
directives,20
instructions,9
cost,63
additional,15
glossary,6
contacts,2
compliance,41
general,26
meeting,57
nomination,10
remuneration,68
strengthening,9
discipline,6
supplies,9
secretary,22
audit,73
commission,43
supervisory,12
bodies,9
liability,11
insurance,27
officers,3
shareholdings,2
members,16
internal,114
control,85
procurement,80
ensuring,37
legal,20
requirements,6
securities,18
n,37
r,39
f,12
i,7
p,21
c,30
net,60
sale,165
revenue,58
breakdown,4
associated,19
bn,14
refined,17
crude,22
service,64
other,39
headcount,2
people,6
expenditure,17
profit,39
attributable,21
owner,19
personnel,4
employed,1
