token,frequency
securities,55
dc,15
annual,64
report,154
pursuant,109
to,43
section,44
or,5
of,31
exchange,36
act,113
for,270
fiscal,39
year,355
ended,118
december,627
transition,51
period,300
form,142
k,371
commission,9
file,22
number,119
name,8
registrant,17
specified,75
charter,42
chartered,3
corporation,22
th,14
state,39
jurisdiction,4
incorporation,1
organization,51
address,28
principal,236
executive,390
office,26
including,420
zip,1
code,12
registrants,1
telephone,1
area,53
registered,24
b,25
class,23
none,11
trading,46
g,4
without,56
par,7
value,541
preferred,440
stock,575
series,68
t,4
stated,40
per,56
share,187
fixedtofloating,1
noncumulative,8
s,3
r,8
q,25
p,3
o,4
convertible,11
n,3
m,8
l,3
i,6
h,4
f,117
e,5
d,4
check,9
mark,18
wellknown,1
seasoned,3
issuer,12
defined,35
rule,120
yes,4
no,13
þ,5
indicate,8
required,169
whether,82
ha,267
filed,78
preceding,17
month,91
shorter,3
wa,317
subject,134
filing,25
requirement,245
past,52
day,84
submitted,10
electronically,2
every,15
interactive,3
data,104
regulation,75
st,1
chapter,1
submit,14
large,32
accelerated,9
filer,8
nonaccelerated,2
smaller,11
reporting,129
company,275
emerging,10
growth,58
see,96
definition,9
if,89
elected,22
use,132
extended,17
complying,3
new,209
revised,25
financial,727
accounting,164
standard,135
provided,113
attestation,3
management,437
assessment,74
effectiveness,26
internal,108
control,132
usc,2
public,42
firm,39
prepared,9
issued,181
audit,59
shell,1
the,879
aggregate,63
market,414
common,171
held,148
nonaffiliates,1
computed,1
reference,101
last,22
reported,71
sale,187
price,164
quoted,10
operated,7
june,45
business,810
recently,21
completed,45
second,53
quarter,112
approximately,77
billion,261
as,288
february,55
outstanding,167
ii,7
item,44
table,165
contents,1
part,60
introduction,6
summary,65
our,376
performance,202
covid,25
impact,269
mortgage,1130
securitizations,20
managing,51
human,68
capital,374
where,3
you,5
can,2
find,6
forwardlooking,21
statements,103
a,82
risk,1032
factors,35
unresolved,1
staff,4
comments,2
properties,5
legal,63
proceedings,5
mine,1
safety,19
disclosures,5
selected,13
managements,8
discussion,82
analysis,50
condition,222
results,32
operations,18
key,53
indicators,7
consolidated,409
activity,282
singlefamily,646
liquidity,177
page,4
offbalance,24
sheet,127
arrangements,9
funding,128
operational,84
critical,32
policies,64
glossary,5
terms,24
used,108
this,93
quantitative,10
qualitative,7
supplementary,2
changes,23
disagreements,1
accountants,1
disclosure,84
controls,6
procedures,11
other,213
information,314
iii,2
directors,55
officers,30
corporate,112
governance,72
esg,7
matters,13
compensation,348
committee,67
tables,13
security,739
ownership,35
certain,180
beneficial,22
owners,3
related,224
stockholder,32
relationships,6
transactions,22
director,178
independence,48
relating,136
persons,6
iv,2
exhibits,6
statement,183
index,18
we,821
conservatorship,310
fhfa,102
acting,28
conservator,141
since,73
september,84
succeeded,5
right,69
title,15
power,47
privilege,8
shareholder,42
officer,187
respect,63
asset,398
exercise,30
authority,59
fiduciary,5
duty,39
person,20
entity,85
except,52
accordingly,27
obligated,11
consider,43
interest,557
holder,56
equity,76
debt,473
unless,37
specifically,12
directed,24
know,7
terminate,23
change,363
made,65
following,154
current,188
hold,55
u,399
terminated,16
continue,122
exist,12
established,63
objective,81
included,112
preparing,6
eventual,7
exit,31
administration,5
option,65
reform,19
housing,190
finance,40
system,65
permitted,20
pay,81
dividend,129
distribution,25
attain,1
maintain,34
sufficient,24
meet,109
buffer,27
two,61
consecutive,12
able,30
retain,51
additional,158
reserve,107
agreement,383
include,151
commitment,142
provide,169
fund,131
positive,17
net,451
worth,77
however,61
government,98
doe,80
guarantee,49
obligation,196
also,309
covenant,37
significantly,74
restrict,7
uncertainty,60
future,199
recent,47
development,32
based,240
expectation,28
significant,199
circumstance,40
describe,25
businessforwardlooking,1
event,121
result,449
may,526
differ,10
materially,46
reflected,16
due,188
variety,18
factor,113
discussed,46
elsewhere,3
mda,85
leading,7
source,29
financing,28
trillion,17
governmentsponsored,11
shareholderowned,2
mission,22
stability,22
residential,48
promote,9
access,40
credit,817
initially,15
revenue,61
primarily,134
driven,60
guaranty,377
fee,238
receive,78
assuming,10
loan,2002
underlying,100
mortgagebacked,26
issue,97
originate,11
lend,2
money,4
directly,42
borrower,308
work,65
lender,240
securitize,26
backed,64
refer,28
mbs,133
effectively,21
in,452
acquire,73
these,91
take,49
account,57
characteristic,66
consist,23
primary,121
component,43
pricing,42
adjustment,113
upfront,6
received,105
base,49
monthly,28
life,41
set,73
time,186
how,4
long,20
remains,18
book,261
heavily,4
dependent,14
rate,424
when,48
decrease,81
larger,4
portion,124
turn,10
refinance,36
on,30
hand,1
increase,256
fewer,9
slowly,3
originated,24
please,1
read,6
together,25
accompanying,8
note,65
v,19
increased,130
compared,88
amortization,45
income,458
record,48
level,118
refinancing,19
declined,8
historically,19
low,41
remained,9
throughout,21
majority,59
trend,22
grew,2
resulting,58
conventional,90
expect,101
environment,67
le,91
likely,32
slowing,3
pace,6
slower,3
turnover,6
would,182
limit,96
longer,39
meaningfully,3
average,66
charged,16
total,190
decreased,19
shift,9
creditrelated,57
expense,222
economic,138
dislocation,28
caused,36
pandemic,215
lower,62
redesignation,28
well,123
reduction,63
investment,184
gain,159
volume,89
reperforming,40
partially,21
offset,57
higher,87
attributed,2
comprehensive,88
twelve,2
charge,20
retained,86
earnings,38
implementation,27
standards,17
update,36
instruments,18
measurement,31
amendment,67
january,128
policiesnew,1
guidancethe,2
expected,166
detail,15
impacted,54
described,91
resultsdollars,1
billionsnet,2
revenuesnet,1
flat,2
there,22
size,41
portfolio,189
continued,47
reduce,65
legacy,7
fair,365
loss,902
decreasing,4
enhancement,137
percentage,80
covered,50
transfer,169
transaction,328
actual,57
projected,19
paid,111
longterm,108
depend,10
many,58
upon,85
population,18
household,15
formation,7
supply,14
macroeconomic,12
home,144
action,111
congress,1
applicable,80
ongoing,31
restriction,20
footprint,5
competitive,21
support,109
affected,77
unprecedented,10
nature,29
difficult,20
ass,25
predict,13
effect,102
march,41
outbreak,5
declared,16
national,26
emergency,12
resulted,16
stayathome,1
order,41
school,2
closure,2
widespread,6
shutdown,6
across,21
country,5
although,33
community,23
resumed,6
varying,6
degree,17
path,3
highly,14
uncertain,28
continues,22
brief,1
overview,11
