token,frequency
no responsibility,1
this announcement,4
no representation,1
accuracy,1
completeness,2
any liability,1
any loss,1
howsoever,1
reliance,2
any part,5
an insurance,351
joint stock,1
company,71
limited liability,3
hereby,1
the year,173
the full text,1
relation,14
the information,7
announcement,1
wwwpingancn,3
wwwhkexnewshk,3
version,1
share,129
order,19
the date,27
the extent,18
contain,3
information,80
business,439
the future,23
a variety,4
control,51
the performance,9
forwardlooking,2
rate,165
market,76
competition,2
financial market,1
undue reliance,1
addition,39
no obligation,1
any forwardlooking statement,1
a result,16
new information,1
none,15
the future performance,1
a true heart,2
the high faraway,1
the tall factory,1
the cradle,1
the real economy,19
poverty clean water,1
orange,1
the color,1
the song,1
happiness,1
insurance,583
smart city,15
next thirty,1
no matter,1
the world,4
original aspiration,2
national rejuvenation,1
the finance,16
technology,74
finance,64
ecosystem,28
health,127
care,51
auto,40
real estate,24
action,6
the last year,1
a decisive year,1
prosperous society,2
a critical year,2
poverty,15
alleviation,15
world,3
focus,2
value,152
creation,5
seek,2
sustainable growth,4
sound asset,1
management,557
prudent investment,3
smart business,2
datadriven,2
channel,23
development,118
customer,85
financial strength,2
technological expertise,1
society,10
contribute,2
the country,12
public welfare,4
internet,24
contract,111
profit,261
attributable,23
the parent,58
net,28
comprehensive solvency,8
margin,86
ratio,112
return,54
embedded value,14
solvency,46
interest,105
loan,36
coverage,16
tier,10
capital,157
adequacy,30
relevant,2
presentation,4
a worldleading,6
group,24
core,30
steady growth,4
empowerment,1
efficiency,20
enhance,3
risk,444
cut,2
operating,67
the customer,6
acquisition,11
quality,32
an adopts,1
financial business,11
model,60
multiple,4
global corporate governance,1
the cash,21
dividend,49
the interim dividend,2
the final dividend,11
a final dividend,2
approval,19
year,332
the operating,15
the net profit,7
strong operating,1
growth,41
the annual dividend,1
the dividend,25
payout,11
cash,75
worth,12
the first time,6
retail business,6
retail,3
the beginning,70
the life,34
tax,172
pivot,1
highvalue,3
the breadth,2
protection,22
agent,25
force,4
productivity,6
the property,11
casualty,69
excellent business,3
a betterthan,1
industry,41
the industry,12
leader,6
online,21
service,68
safe driving,3
this service,1
the annual average,3
turnaround time,3
a single claim,3
the banking,17
the retail transformation,2
healthy business,4
net profit,37
revenue,83
the nonperforming loan,2
pps,89
the provision,9
patent,11
fintech,7
digital healthtech,4
initial public offering,4
a virtual banking,2
license,2
trade,8
network,8
application,14
sustainable development,13
responsible investment,16
insured amount,1
sustainable insurance,4
green credit,7
village,9
brand,8
list,16
global insurance,4
a share,1
repurchase,31
plan,39
shareholder,18
total,5
employee,28
stock,10
ownership,9
