token,frequency
securities,45
dc,15
form,124
k,315
annual,59
report,100
pursuant,102
to,35
section,24
or,3
of,30
exchange,28
act,111
for,174
fiscal,26
year,290
ended,99
december,528
commission,39
file,57
number,137
name,8
registrant,16
specified,56
charter,43
chartered,3
corporation,16
th,6
fannie,6
state,29
jurisdiction,4
incorporation,1
organization,52
principal,202
executive,398
office,23
including,279
zip,1
code,10
registrants,1
telephone,1
area,50
registered,22
b,22
g,4
preferred,410
stock,517
series,68
t,4
stated,46
value,523
per,60
share,180
without,47
par,10
mandatory,5
convertible,11
fixedtofloating,1
noncumulative,8
s,3
r,9
q,26
p,4
o,4
n,3
m,5
l,4
i,6
h,5
f,104
e,5
d,4
check,9
mark,16
wellknown,1
seasoned,2
issuer,6
defined,29
rule,81
yes,5
indicate,8
required,127
whether,74
ha,195
filed,79
preceding,24
month,35
shorter,3
period,217
wa,267
subject,114
filing,26
requirement,106
past,33
day,52
submitted,9
electronically,2
every,10
interactive,1
data,92
regulation,79
st,2
chapter,2
submit,12
disclosure,75
delinquent,69
filer,9
contained,9
herein,3
best,8
knowledge,9
definitive,1
proxy,4
information,228
statement,176
incorporated,38
reference,75
amendment,45
large,28
accelerated,8
nonaccelerated,2
smaller,7
reporting,89
company,219
emerging,10
growth,23
see,61
definition,7
if,76
elected,17
use,132
extended,3
transition,11
complying,3
new,121
revised,19
financial,628
accounting,114
standard,89
provided,89
shell,1
the,721
aggregate,60
market,370
common,153
held,124
nonaffiliates,1
computed,2
last,16
reported,63
sale,140
price,140
quoted,13
operated,5
june,35
business,646
recently,12
completed,41
second,20
quarter,93
approximately,60
billion,250
as,204
january,57
outstanding,153
ii,4
item,42
part,46
introduction,2
summary,43
mortgage,978
securitizations,15
managing,31
employees,1
where,3
you,5
can,3
find,9
forwardlooking,18
statements,88
a,77
risk,808
factors,31
unresolved,2
staff,5
comments,2
properties,4
legal,53
proceedings,4
mine,1
safety,10
disclosures,4
selected,16
managements,6
discussion,67
analysis,41
condition,211
results,19
operations,13
key,30
indicators,5
consolidated,378
liquidity,152
capital,160
management,342
offbalance,17
sheet,113
arrangements,9
critical,26
policies,32
glossary,6
terms,24
used,84
this,74
quantitative,8
qualitative,7
supplementary,2
changes,16
disagreements,1
accountants,1
controls,7
procedures,11
other,192
iii,4
directors,50
officers,18
corporate,102
governance,57
page,3
compensation,328
committee,59
assessment,66
tables,13
security,619
ownership,41
certain,140
beneficial,23
owners,4
related,183
stockholder,37
matters,5
relationships,6
transactions,20
director,213
independence,41
relating,87
persons,7
iv,2
exhibits,6
index,16
we,689
conservatorship,263
fhfa,105
acting,25
conservator,148
since,60
september,77
succeeded,5
right,68
title,17
power,45
privilege,10
shareholder,39
officer,258
respect,59
asset,387
exercise,32
authority,47
our,297
fiduciary,5
duty,35
person,18
entity,89
except,39
accordingly,30
obligated,11
consider,34
interest,497
holder,55
equity,64
debt,426
unless,22
specifically,12
directed,29
know,6
terminate,21
change,270
made,53
following,130
current,138
hold,39
u,332
terminated,23
continue,93
exist,12
administration,4
option,45
reform,21
housing,173
finance,56
system,64
permitted,22
retain,42
reserve,84
pay,65
dividend,157
distribution,26
agreement,313
include,123
covenant,13
significantly,54
restrict,4
activity,169
additional,113
uncertainty,30
future,161
recent,40
action,83
based,221
expectation,13
significant,161
circumstance,43
describe,21
businessforwardlooking,1
event,89
result,372
may,393
differ,10
materially,43
reflected,11
due,151
variety,17
factor,108
discussed,27
