token,frequency
registration,246
document,482
including,328
financial,1180
report,344
person,47
responsible,111
presentation,136
group,596
integrated,68
governance,197
an,40
ambition,47
go,8
hand,48
sustainable,76
growth,97
become,34
energy,306
major,165
advantages,8
allow,27
stand,10
changing,18
world,91
result,212
driven,14
strong,42
hydrocarbon,127
production,797
discipline,17
spend,4
commitment,244
benefit,225
organizational,16
structure,55
support,94
groups,166
nonﬁnancial,1
performance,386
model,47
social,102
challenge,129
health,128
safety,179
change,325
related,420
actions,8
human,167
right,363
fighting,14
corruption,74
tax,322
evasion,13
contractors,6
supplier,139
reporting,120
scope,119
method,99
independent,157
third,140
party,117
overview,49
ﬁscal,21
year,1090
exploration,283
segment,395
refining,134
marketing,96
services,86
plant,144
equipment,81
control,215
arbitration,9
proceeding,24
risk,581
management,456
procedure,155
insurance,88
shareholder,281
listing,11
detail,32
buyback,49
foreign,67
investor,27
relation,46
general,89
information,526
capital,336
incorporation,37
bylaw,48
historical,31
additional,92
statements,364
statutory,193
auditor,105
consolidated,399
statement,239
income,460
comprehensive,50
corporate,105
body,103
regarding,117
compensation,310
administration,72
agreement,257
balance,106
sheet,92
cash,329
flow,199
equity,257
oil,595
gas,707
unaudited,37
pursuant,84
codification,1
other,382
payment,200
made,193
government,144
commercial,206
code,183
ﬁnancial,56
sa,359
parent,55
company,671
concerning,69
glossary,8
cross,21
reference,74
list,38
this,297
translation,71
non,203
binding,5
chief,313
executive,488
officers,32
certification,16
issued,77
provided,100
solely,9
convenience,8
englishspeaking,2
reader,3
i,51
certify,4
taken,90
reasonable,19
measure,120
purpose,50
best,33
knowledge,22
contained,8
de,180
référence,4
accordance,166
fact,13
make,70
omission,3
likely,24
affect,24
import,7
prepared,22
applicable,171
accounting,135
standard,117
give,27
fair,176
view,26
asset,553
liability,237
position,124
entity,256
included,92
consolidation,41
rapport,1
gestion,2
referenced,1
page,9
present,104
development,284
business,343
describes,7
main,141
uncertainty,17
exposed,29
received,66
completion,8
letter,6
state,56
audited,17
situation,44
well,358
read,7
entirety,1
on,156
march,75
chairman,308
officer,378
version,16
cancel,23
replaces,1
filed,12
marchés,10
financier,10
regulation,112
the,1802
two,205
consist,16
deletion,1
last,74
line,63
chapter,209
section,31
option,233
may,387
granted,185
following,239
decision,82
april,50
submit,5
vote,30
shareholders,163
meeting,363
twelfth,3
resolution,53
authorization,55
grant,126
share,1291
subscription,82
purchase,124
ii,29
rectification,1
data,125
future,146
cost,328
reported,36
area,207
subsidiary,275
december,737
point,248
remainder,2
remains,16
unchanged,6
it,198
used,198
operation,286
supplemented,6
transaction,158
note,239
approved,86
authority,85
wa,491
issuer,24
signatory,7
of,117
a,197
player,25
underpinned,2
stable,10
figure,14
collective,34
meet,63
facing,6
sector,74
clear,11
strategy,149
long,87
standing,8
draw,11
identity,9
committed,44
better,41
strength,5
presence,52
key,81
liquidity,23
resource,68
outlook,22
significant,132
beneﬁt,2
rd,49
targeted,18
investment,288
policy,209
continuous,14
improvement,71
dynamic,9
operational,120
th,40
largest,30
international,109
sale,282
million,418
producer,14
nearly,37
century,4
country,225
continent,8
produce,42
market,296
fuel,87
natural,178
low,62
carbon,101
electricity,108
activity,582
include,117
petrochemical,55
distribution,54
various,108
form,86
end,222
customer,116
more,21
employee,617
contributing,18
supply,69
many,25
people,86
possible,56
affordable,8
available,129
cleaner,9
diverse,10
base,70
essential,20
accompanies,3
society,13
in,879
today,11
role,37
play,10
able,21
spread,11
throughout,27
comprises,5
institutional,9
individual,70
project,330
for,239
refer,138
shareholding,29
type,42
estimates,3
excluding,143
treasury,61
based,329
survey,28
identifiable,16
holder,27
bearer,12
conducted,70
date,239
employeesa,2
basis,142
deﬁned,2
excluded,18
total,424
number,306
estimated,56
approximately,112
limited,129
société,7
anonyme,2
currently,34
constitutes,4
fourth,16
publicly,15
traded,21
capitalization,14
dollar,54
directors,150
fully,63
determine,26
strategic,55
orientation,13
as,402
director,504
representing,141
nationality,20
represented,60
woman,56
b,468
men,21
average,189
seniority,6
age,26
recommendation,64
medef,32
determines,7
supervises,4
implementation,61
approves,2
divestment,8
concern,39
amount,333
exceed,24
examines,7
matter,40
proper,9
running,4
monitor,40
ensures,29
quality,62
relies,28
work,199
four,75
ha,545
constituted,2
committee,73
composed,15
member,287
reflects,13
diversity,63
complementarity,1
experience,46
expertise,22
culture,18
necessary,57
take,94
account,150
interest,463
stakeholder,69
since,260
mr,116
held,260
his,1
term,335
office,111
renewed,21
june,110
three,180
period,248
reappointed,7
pouyanné,36
equal,113
mandate,8
uphold,2
combined,40
function,76
undertaken,8
compliance,100
tradition,2
deemed,26
unified,9
appropriate,70
organization,116
modus,2
operandi,2
specificity,5
particular,191
noted,34
advantage,22
negotiation,10
partner,72
regularly,51
whether,46
maintaining,14
attentive,3
pay,29
specific,131
attention,17
power,87
within,189
every,37
desirable,3
composition,23
ensure,71
high,69
level,186
independence,40
full,35
involvement,19
committees,14
also,398
reason,18
amended,14
provision,114
provide,47
appointment,45
case,77
combination,19
duty,82
described,67
lead,25
strive,2
maintain,48
permanent,30
contact,19
important,18
organized,37
session,22
discus,11
working,139
practice,64
regular,40
team,38
manager,64
site,261
visit,12
these,174
interaction,2
enable,28
gain,38
practical,16
understanding,19
thereby,22
ensured,7
structured,28
afep,3
personal,33
directorship,42
listed,57
corporation,31
dence,2
initial,26
ofce,12
expires,4
service,258
m,240
van,21
der,22
f,54
na,96
outside,44
assessed,62
c,202
attendance,19
rate,304
chaired,16
ﬁgures,3
billion,123
dividend,319
per,293
adjusted,124
net,431
debt,199
ﬂow,11
dacf,3
return,54
employed,32
gearing,5
ratio,52
definition,22
indicator,124
approval,53
kboed,131
bitumen,36
kbd,40
associated,67
geographic,15
proved,160
reserve,371
mb,5
rule,109
brent,72
north,17
lng,87
volume,77
mt,44
managed,18
installed,16
capacity,137
renewables,13
throughput,11
rest,10
crude,92
distillation,7
unit,94
streamday,1
normal,13
operating,306
condition,294
le,82
impact,221
shutdown,11
repair,4
maintenance,21
includes,104
sold,77
reﬁneries,2
petrochemicals,10
petroleum,86
product,255
kt,19
middle,1
satorp,2
asiapaciﬁca,2
island,6
restated,14
reclassiﬁed,2
indian,2
workforce,14
employees,6
region,55
shipping,45
one,231
through,14
goal,19
vehicle,32
progress,40
adopted,40
sdgs,7
originally,2
aimed,37
called,18
upon,44
contribution,103
collectively,11
find,7
solution,67
endorsed,4
worked,18
identifying,14
concerned,33
however,37
identified,68
certain,125
decent,8
climate,135
access,57
source,33
economic,147
living,11
around,31
developing,57
thus,53
priority,43
vocation,2
need,54
accessible,3
real,9
close,25
still,9
accomplished,15
manner,21
effective,28
growing,24
global,101
population,24
providing,30
tangible,31
contribute,21
limiting,11
warming,2
adapting,4
new,263
pattern,3
consumption,36
expectation,22
constitute,6
like,10
help,44
tackle,3
to,84
favor,28
seek,20
improve,38
expect,1
continuously,12
daily,16
aim,76
reduce,57
environmental,143
footprint,23
co,70
emission,190
actively,12
finding,2
limit,78
particularly,73
mix,15
whose,46
intensity,31
expected,87
decrease,49
fulfill,7
implement,59
integrates,6
develop,67
competitiveness,9
large,49
platform,59
expand,8
biofuels,24
recycling,11
drive,7
profitable,15
given,91
liquefied,21
fossil,12
emits,1
least,83
dioxide,9
constant,4
producing,58
competitive,20
ensuring,24
strict,24
increase,205
offer,62
innovative,20
beyond,31
according,89
defining,13
setting,21
integrating,7
communicating,5
published,47
iea,2
along,20
value,454
chain,62
unlocking,1
boost,4
renewable,21
addition,165
intends,30
promote,36
use,132
supporting,26
circular,15
economy,21
program,188
action,157
waste,56
range,32
polymer,20
solarization,1
station,90
improved,11
efficiency,60
purchasing,29
come,28
next,8
decade,5
rely,9
several,54
know,8
rooted,1
history,14
almost,14
started,45
creation,22
française,3
began,12
time,157
over,6
diversified,11
opened,3
positioning,2
solar,143
banker,3
belge,1
known,31
prime,6
minister,7
discovery,57
field,242
considerable,1
commissioning,2
gonfreville,2
refinery,82
annual,179
saint,3
marcet,1
recherches,5
pétrole,1
du,15
later,12
became,37
nationale,3
pétroles,2
daquitaine,1
en,6
brand,15
rmel,1
construction,36
steam,22
cracker,24
respond,14
demand,31
plastic,25
first,135
offshore,101
found,11
acquires,7
et,31
dactivités,1
pétrolières,1
erap,1
merger,7
rap,1
elf,7
antar,1
start,46
gie,1
ato,1
joint,86
venture,76
chemical,34
industry,72
join,4
aquitaine,1
snea,1
snpa,1
chloé,1
chimie,3
cfp,2
rhône,2
poulenc,1
drilling,36
deep,28
part,184
self,17
becomes,1
majority,29
stake,110
remaining,12
name,30
acquisition,250
battery,10
manufacturer,6
green,2
announcement,7
direct,50
énergie,7
distributor,9
five,69
heart,10
each,19
minded,1
represent,34
shared,19
guide,31
describe,17
unite,1
u,13
they,45
lever,7
achieve,11
becoming,15
require,12
act,39
exemplary,1
security,163
environment,166
integrity,19
prevention,52
fraud,32
anti,38
adherence,3
course,32
build,18
deliver,4
head,17
training,132
industrial,137
job,33
skill,23
active,38
signed,87
representative,72
edge,3
image,3
talent,8
crucial,4
attractiveness,4
with,48
competency,4
women,2
wide,10
opinion,35
background,3
opportunity,66
arise,6
such,13
mobilize,1
entrepreneurial,2
spirit,2
vital,6
enables,20
ambitious,3
completed,43
everyone,5
meaning,8
grow,11
professionally,1
embodied,5
order,187
strengthen,13
representation,16
governing,18
set,275
late,9
reach,21
commitees,1
branch,17
division,119
reality,3
attests,1
desire,2
vector,4
innovation,31
promoted,12
our,26
corner,1
planet,4
thanks,27
forward,38
invaluable,1
accomplish,1
president,76
success,13
address,46
strives,13
demanding,2
ethic,15
implemented,64
wherever,11
operates,61
process,173
create,20
potential,94
pursue,7
proactive,5
approach,73
subscribing,4
principle,117
numerous,15
national,31
fight,16
discrimination,20
striving,2
respect,97
fundamental,38
promoting,23
count,1
decided,79
sign,4
ilo,4
gradually,13
implementing,12
dialogue,54
modernize,3
among,54
maintains,11
privileged,5
illustrated,3
adhesion,1
deal,12
initiative,84
alongside,12
trade,23
union,21
multi,17
inequality,3
encouraging,5
fairer,1
globalization,1
bargaining,1
freedom,25
fulfillment,10
similarly,6
signing,19
federation,8
guarantee,67
partnership,60
renegotiate,2
place,143
encourages,9
managerial,1
accountability,4
evaluation,48
built,7
functional,25
mobility,26
employability,10
took,22
technical,71
ability,23
manage,36
underpin,2
excellence,9
recognized,92
trust,7
consuming,1
nation,3
developed,122
regardless,6
encouraged,5
accessing,2
listened,1
discussed,6
examples,1
compiles,1
suggestion,6
ten,9
thousand,10
initiatives,1
allowed,5
participate,6
building,13
initiated,4
testifies,1
entrench,1
resilient,4
commodity,20
volatility,10
constraint,6
opted,2
extends,2
liquefaction,28
trading,138
finally,19
synergy,10
different,54
price,384
bottom,3
cycle,27
capture,18
margin,32
improves,1
dependent,13
complement,6
downstream,28
added,14
untapped,1
upstream,30
effectiveness,17
withstand,5
and,155
apply,27
intended,36
generation,22
resources,32
whrs,11
relevant,61
renewableselectricity,1
coming,12
outstrip,1
light,24
digitization,1
revolution,1
decentralized,2
going,14
electrified,1
preference,4
integration,29
using,97
storage,58
pioneer,5
sense,5
solidarity,7
worldwide,73
forged,2
host,22
loyal,1
mean,32
open,22
forming,4
alliance,8
creating,9
despite,8
geopolitical,5
lasting,3
community,54
from,14
there,17
foundation,3
onsite,1
solid,22
europe,3
core,14
home,3
decisionmaking,1
center,30
hub,6
research,33
choice,9
even,5
tension,3
rise,16
notably,57
branded,21
generates,3
remain,21
appeared,2
special,53
relationship,32
local,137
managing,33
confronted,1
political,20
characterized,3
connected,20
conflict,53
war,3
libya,4
exacerbated,1
terrorism,6
context,38
putting,6
complying,8
law,93
sanction,56
imposed,9
invested,17
sensitive,24
exposure,50
materialized,1
carry,29
investing,14
stop,9
imposition,10
secondary,17
risky,3
yemen,4
loyalty,1
kind,36
characteristic,13
totals,24
carried,65
framework,120
by,22
continuing,9
invest,7
factor,57
internal,195
vigilance,14
during,19
troubled,1
must,103
stabilizing,1
socio,6
societal,71
responsibility,85
if,30
incorporated,9
systematic,8
professional,83
public,69
private,26
identify,43
prosperity,1
directly,65
commited,3
face,8
civic,2
wish,7
way,26
vitality,2
sustainability,10
territory,11
favouring,1
young,35
citizenship,7
greater,41
focus,21
defined,125
dentreprise,16
supported,13
road,30
safer,5
forest,10
beneficial,3
education,14
empowering,2
socially,6
vulnerable,5
heritage,18
cultural,15
openness,4
appreciation,3
launched,61
get,4
involved,41
allows,18
voluntary,16
possibility,11
day,113
benefiting,6
compared,145
volatile,5
highest,20
pre,17
breakeven,15
excellent,3
reflect,13
reached,42
record,12
led,19
productions,3
highlighted,4
water,97
counter,7
cyclical,2
license,78
maintained,10
objective,44
reduction,66
achieved,9
largely,5
target,130
engies,9
second,71
publiclytraded,2
strengthened,5
accelerated,5
lower,25
relied,1
availability,6
portfolio,58
generate,11
profitability,12
launching,4
continued,26
fastgrowing,1
conforming,4
announced,32
february,51
increased,38
bought,20
back,41
confirmed,24
plan,378
interim,103
euro,56
scrip,19
assembly,2
continue,32
ajusted,1
averaging,1
replacement,55
charge,85
except,31
earnings,36
percentage,50
diluted,10
weighted,20
e,214
divestments,35
g,31
h,17
j,5
wo,15
k,52
item,108
common,31
outstanding,44
fiscal,302
norm,2
calculated,49
perpetual,22
subordinated,21
bond,79
subject,170
debtnet,1
controlling,30
current,210
loan,82
reimbursement,13
gross,97
repayment,14
inventory,61
valuation,167
effect,120
explained,5
exchange,112
ermi,5
variable,93
hypothetical,2
complex,25
located,89
adjustments,15
affecting,6
loss,111
restructuring,17
impairments,3
aftertax,3
ef,1
fect,1
v,7
adjustment,91
mainly,157
due,165
benefited,4
excludes,7
higher,38
larger,1
assets,4
essentially,8
comprised,13
terminal,33
fort,5
network,74
polyethylene,18
formed,2
hold,123
extension,13
brazil,3
concession,35
twelve,6
month,79
ended,86
january,148
liquid,49
realization,2
boe,15
fixed,91
favorable,14
realized,6
condensate,43
mcfd,2
ups,10
ramp,5
novatek,6
partially,11
offset,19
expiration,7
permit,16
decline,8
without,48
decreasing,6
good,56
gaspower,2
negative,22
topic,7
extractive,13
reﬁning,17
linked,24
planned,15
quarter,45
results,7
decreased,6
rising,4
remained,7
although,12
affected,20
raw,14
material,109
previous,80
refined,19
bulk,4
proposed,25
met,51
propose,10
renewal,31
approve,21
final,60
exclusively,8
decide,8
short,24
hedging,94
instrument,194
noncurrent,127
equivalent,64
paid,179
variation,52
borrowing,34
requirement,77
funding,12
consists,19
incurring,3
longterm,26
floating,20
depending,40
incurred,42
currency,113
swap,71
hedge,71
issuance,44
synthetic,3
modify,8
enter,5
generally,36
raised,10
either,38
exchanged,4
taking,47
respectively,25
ongoing,9
tranche,7
september,80
nature,52
november,48
combining,7
cashsettled,3
convertible,6
indexed,5
stock,70
indexation,1
creates,4
nondilutive,1
at,117
maturity,32
settled,2
nominal,19
established,33
bank,26
counterparties,21
advance,16
assessment,127
counterpartys,2
soundness,3
multicriteria,2
analysis,96
review,74
cds,2
rating,16
overall,38
authorized,39
credit,62
allocated,32
central,30
put,36
issue,120
entered,31
call,35
