token,frequency
letter,4
to,17
shareholders,5
dear,1
fiscal,361
wa,53
exciting,1
year,124
company,44
began,4
accelerated,8
investment,48
program,77
position,26
business,82
longterm,41
success,6
at,19
december,49
outlined,2
strategic,15
vision,2
create,13
one,39
home,57
depot,45
experience,65
we,228
believe,31
strategy,15
unlock,2
frictionless,4
shopping,16
envisioned,1
customer,218
started,1
talking,1
interconnected,21
retail,33
nearly,3
ten,1
ago,2
back,2
deliberate,1
choice,3
word,1
believed,1
great,8
allows,4
blend,2
seamlessly,1
digital,13
physical,13
world,6
our,116
effort,15
yielding,2
solid,2
return,39
now,1
ever,1
view,5
u,60
rather,5
brick,1
mortar,1
retailer,21
website,18
while,7
store,118
remain,3
hub,3
data,39
tell,1
many,11
instore,12
sale,179
influenced,1
online,52
visit,1
percent,23
order,19
picked,4
inside,1
as,53
continue,21
channel,5
engagement,2
the,227
investing,14
drive,16
last,9
multiyear,3
approximately,27
billion,86
associate,73
supply,38
chain,34
i,9
reflect,8
first,20
journey,3
happy,1
report,32
track,2
respect,22
priority,1
although,3
early,5
day,18
lot,1
work,13
ahead,6
would,11
like,2
take,9
opportunity,6
share,148
highlight,3
highlights,4
come,3
need,26
asked,1
reduce,8
several,8
pain,1
point,8
around,5
navigation,3
checkout,7
made,21
stride,1
implemented,6
enhanced,9
wayfinding,2
sign,2
refresh,2
package,5
initial,8
plan,38
also,87
progress,6
rollout,2
redesigned,2
frontend,1
area,9
facilitate,2
faster,3
adding,1
automated,1
locker,2
make,15
picking,1
easier,3
convenient,3
these,31
change,53
resonating,1
service,133
score,3
time,43
satisfaction,5
ease,1
pickup,3
increased,39
bestinclass,5
delivered,7
orangeaproned,1
serve,9
every,6
culture,6
career,3
growth,18
competitive,19
wage,8
benefit,44
part,20
attracting,1
retaining,1
talent,1
additionally,8
implementing,6
tool,16
generally,13
working,10
better,8
enhancement,4
management,36
system,43
new,46
overhead,4
application,7
phone,3
simplified,2
operation,76
productivity,7
result,85
le,13
spent,1
learning,2
navigating,1
mean,5
aisle,3
engaging,1
complemented,1
making,5
in,84
continued,18
invest,10
mobile,4
improving,2
search,2
capability,6
site,4
functionality,3
product,167
content,1
this,19
ongoing,6
focus,8
property,32
fuel,6
continues,3
yield,2
improved,4
conversion,2
delivering,6
encompasses,3
asset,73
committed,6
five,9
fastest,3
efficient,5
delivery,44
network,19
improvement,27
good,14
when,6
finished,1
expanded,7
enable,5
sameday,2
nextday,2
population,4
parcel,1
big,4
bulky,2
told,1
pilot,2
test,5
learn,1
fulfillment,11
center,25
live,4
number,54
facility,23
longerterm,1
build,6
focused,3
meeting,5
immediate,2
rolling,1
car,3
van,3
offering,14
coverage,5
encouraged,1
past,3
twelve,4
month,10
excited,2
enhancing,2
authority,8
towards,1
doe,3
involve,4
deal,1
passion,1
maintain,24
never,1
know,1
must,16
keep,1
pace,2
changing,12
expectation,19
innovation,5
localization,1
speed,5
market,56
critical,4
achieve,5
approach,6
arming,1
merchant,1
leveraging,1
offer,18
greater,10
personalization,1
driving,3
deeper,1
level,31
collaboration,1
supplier,30
partner,5
professional,12
doityourself,2
shop,8
value,109
bring,1
save,4
money,3
advocate,1
best,4
single,2
for,24
all,12
stakeholders,1
underpinning,1
desire,4
stakeholder,2
includes,33
shareholder,19
community,7
power,4
truly,1
already,2
strong,4
foundation,3
deliver,8
team,3
another,1
record,12
during,14
grew,3
comparable,32
total,32
us,9
saw,2
region,2
net,156
earnings,76
per,53
increase,39
prior,15
capital,56
allocation,5
philosophy,1
straightforward,1
well,36
efficiency,10
look,4
meaningful,2
percentage,8
dividend,30
repurchase,24
fact,1
returned,4
form,83
expect,15
profitability,6
performance,33
financial,179
target,7
by,4
aiming,1
grow,3
range,7
operating,63
margin,13
invested,10
defined,14
profit,34
tax,153
measure,18
recent,8
twelvemonth,4
period,62
divided,2
average,34
beginning,27
ending,5
debt,52
including,91
current,36
installment,11
equity,36
reconciliation,7
calculation,14
see,11
measures,4
page,4
k,56
ended,32
february,103
living,2
values,1
commitment,11
m,3
veteran,5
cause,5
military,4
reservist,1
training,6
