token,frequency
dc,4
form,158
kmark,1
onexannual,1
report,169
pursuant,97
to,15
section,65
or,2
of,7
exchange,63
act,52
for,55
the,354
year,166
ended,112
december,279
orctransition,1
period,153
from,9
commission,14
file,14
number,123
registrant,69
state,78
incorporation,10
address,4
andtelephone,1
irs,2
employer,8
identification,4
no,28
corporationpennsylvaniaone,1
comcast,106
centerphiladelphia,1
pa,3
nbcuniversal,81
media,59
llcdelaware,1
securities,18
registered,22
b,82
name,10
each,12
a,99
par,6
value,198
due,148
notes,8
guaranteed,8
exchangenew,2
york,3
stock,202
exchangenbcuniversal,1
llc,46
none,4
g,16
nonenbcuniversal,1
indicate,18
check,11
mark,9
wellknown,1
seasoned,1
issuer,1
defined,38
rule,46
corporation,86
yesx,4
noc,4
required,63
yesc,3
nox,3
whether,58
ha,121
filed,66
preceding,15
month,34
shorter,4
wa,135
subject,133
filing,10
requirement,52
past,3
day,42
submitted,5
electronically,2
posted,2
corporate,16
website,7
every,7
interactive,5
data,26
postedpursuant,1
regulation,54
st,1
submit,4
post,3
disclosure,38
delinquent,2
filer,7
contained,10
herein,5
best,6
registrantsknowledge,1
definitive,3
proxy,6
information,124
statement,205
incorporated,87
reference,106
k,214
amendment,35
x,30
na,3
large,8
accelerated,6
nonaccelerated,1
smaller,6
reporting,103
company,144
emerging,4
growth,9
definition,9
corporationlarge,1
filerxaccelerated,1
companycemerging,2
companyc,1
llclarge,1
filercaccelerated,1
elected,4
use,80
extended,2
transition,6
complying,4
new,95
revised,6
financialaccounting,1
standard,17
provided,128
c,21
shell,1
as,58
june,22
aggregate,34
market,80
common,111
held,20
nonaffiliates,1
share,136
outstanding,54
class,75
latest,1
practicable,7
applicable,50
llcnbcuniversal,2
meet,14
condition,78
set,31
forth,31
therefore,12
reduced,11
disclosureformat,1
by,6
referencecomcast,1
part,47
iii,8
annual,26
meeting,17
shareholder,28
presently,2
scheduled,14
table,185
contentscomcast,42
contentspart,4
iitem,2
businessitem,1
arisk,1
factorsitem,1
bunresolved,1
staff,2
propertiesitem,1
legal,29
proceedingsitem,1
mine,1
safety,4
disclosures,3
iiitem,2
securitiesitem,1
selected,4
financial,360
dataitem,2
managements,2
discussion,18
analysis,19
results,8
operationsitem,1
aquantitative,2
qualitative,18
about,2
supplementary,5
changes,15
disagreements,2
accountants,2
accounting,88
disclosureitem,1
acontrols,1
proceduresitem,1
bother,1
iiiitem,2
directors,19
executive,43
officers,5
governanceitem,1
compensationitem,1
security,102
ownership,35
certain,119
beneficial,5
owners,2
management,58
related,169
stockholder,6
mattersitem,1
relationships,2
transactions,3
director,75
independenceitem,1
principal,47
accountant,3
ivitem,2
exhibits,4
schedulesitem,1
summarysignaturesnbcuniversal,1
statements,10
dataexplanatory,1
notethis,1
combined,18
separately,16
owns,19
equity,57
interest,170
within,57
format,6
behalf,9
relates,5
neither,4
make,47
representation,8
asto,2
relating,24
where,2
explanation,4
substantially,23
suchinformation,1
separateinformation,1
in,137
addition,64
separate,13
consolidated,172
along,4
note,76
theconsolidated,5
included,87
indicated,10
otherwise,48
throughout,8
refer,15
subsidiary,92
including,175
u,80
holdings,19
contentsthis,1
this,23
modifies,1
supersedes,1
document,18
filedbefore,1
sec,3
allows,5
incorporate,3
mean,105
discloseimportant,1
referring,2
directly,17
considered,14
future,62
automatically,4
update,3
supersede,1
kour,1
trademark,3
include,83
logo,1
also,155
contains,3
othertrademarks,1
service,449
trade,17
owned,83
well,77
others,12
businesswe,2
global,11
medium,23
technology,46
two,22
primary,9
business,270
we,225
law,64
through,5
predecessor,2
developed,5
managed,4
operated,9
cable,263
system,58
since,24
transaction,70
acquired,81
present,34
operation,107
one,77
reportable,21
segment,164
referred,10
nbcuniversalin,2
four,13
collectively,10
nation,3
largest,6
provider,58
video,151
highspeed,51
internetvoice,2
automation,17
residential,51
customer,188
xfinity,3
brand,3
provide,100
otherservices,1
sell,12
consists,28
primarily,230
national,35
network,243
variety,15
entertainment,73
news,24
sportscontent,1
regional,14
sport,45
international,15
television,193
studio,34
production,99
variousdigital,1
propertiesbroadcast,2
broadcast,183
local,98
broadcasttelevision,12
station,91
various,62
digital,41
propertiesfilmed,1
produce,19
acquires,11
distributes,9
filmedentertainment,2
worldwide,11
film,145
produced,25
namestheme,1
theme,68
park,44
japanour,1
consist,24
arena,13
operates,9
managementrelated,6
wireless,59
phone,42
launched,7
midfor,1
conditionand,1
operations,4
comcasts,55
statementsincluded,1
websitescomcasts,1
office,20
located,9
nbcuniversals,9
quarterly,21
reports,2
q,24
current,62
suchreports,1
furnished,1
amended,31
areavailable,1
free,10
charge,64
wwwsecgov,1
wwwcomcastcorporationcom,1
soon,3
reasonably,15
practicableafter,1
public,34
may,305
readand,1
copy,3
material,81
secs,1
room,3
f,9
street,3
ne,2
obtaininformation,1
calling,4
seccomcast,1
contentsdescription,1
our,90
millionshomes,1
passedavideobc,1
internet,101
customerspenetrationdvoice,1
voice,46
relationshipse,1
relationship,25
relationshipsresidential,2
mixf,1
product,52
quad,4
metric,2
all,10
percentage,14
calculated,8
based,154
actual,15
amount,217
minor,4
difference,16
exist,7
toroundingahomes,1
passed,5
connect,4
distribution,149
without,24
extending,1
transmission,9
line,6
homes,1
isestimated,1
available,51
